id,"person_id","fylke_id","materiale",prosentlikhet
1744,"METH","Op","809 avstemninger siste der Mette Hanekamhaug deltok",25.09
1745,"METH","Te","809 avstemninger siste der Mette Hanekamhaug deltok",32.01
1746,"METH","NT","809 avstemninger siste der Mette Hanekamhaug deltok",26.82
1747,"METH","Fi","809 avstemninger siste der Mette Hanekamhaug deltok",38.07
1748,"METH","He","809 avstemninger siste der Mette Hanekamhaug deltok",25.22
1749,"MIT","AA","860 avstemninger siste der Michael Tetzschner deltok",66.98
1750,"MIT","VA","860 avstemninger siste der Michael Tetzschner deltok",50.00
1751,"MIT","Øs","860 avstemninger siste der Michael Tetzschner deltok",51.63
1752,"MIT","Ve","860 avstemninger siste der Michael Tetzschner deltok",43.49
1753,"MIT","No","860 avstemninger siste der Michael Tetzschner deltok",43.95
1754,"MIT","Os","860 avstemninger siste der Michael Tetzschner deltok",54.88
1755,"MIT","Ak","860 avstemninger siste der Michael Tetzschner deltok",70.70
1756,"MIT","Ro","860 avstemninger siste der Michael Tetzschner deltok",70.00
1757,"MIT","Tr","860 avstemninger siste der Michael Tetzschner deltok",47.21
1758,"MIT","ST","860 avstemninger siste der Michael Tetzschner deltok",42.79
1759,"MIT","Bu","860 avstemninger siste der Michael Tetzschner deltok",51.98
1760,"MIT","Ho","860 avstemninger siste der Michael Tetzschner deltok",60.00
1761,"MIT","MR","860 avstemninger siste der Michael Tetzschner deltok",49.19
1762,"MIT","Fi","860 avstemninger siste der Michael Tetzschner deltok",50.00
1763,"MIT","Op","860 avstemninger siste der Michael Tetzschner deltok",43.84
1764,"MIT","Te","860 avstemninger siste der Michael Tetzschner deltok",51.51
1765,"MIT","NT","860 avstemninger siste der Michael Tetzschner deltok",41.86
1766,"MIT","SF","860 avstemninger siste der Michael Tetzschner deltok",50.35
1767,"MIT","He","860 avstemninger siste der Michael Tetzschner deltok",42.79
1768,"MMK","AA","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",45.00
1769,"MMK","VA","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",52.92
1770,"MMK","Ro","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",56.25
1771,"MMK","Ve","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",84.17
1772,"MMK","No","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",87.50
1773,"MMK","Os","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",75.00
1774,"MMK","Ak","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",56.67
1775,"MMK","Tr","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",60.00
1776,"MMK","SF","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",82.08
1777,"MMK","ST","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",98.33
1778,"MMK","Bu","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",64.58
1779,"MMK","Ho","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",57.92
1780,"MMK","MR","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",57.92
1781,"MMK","Øs","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",75.00
1782,"MMK","Op","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",94.58
1783,"MMK","Te","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",79.58
1784,"MMK","NT","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",83.33
1785,"MMK","Fi","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",73.33
1786,"MMK","He","240 avstemninger siste der Magnhild Meltveit Kleppa deltok",94.17
1787,"MN","AA","594 avstemninger siste der Marit Nybakk deltok",52.69
1788,"MN","VA","594 avstemninger siste der Marit Nybakk deltok",61.95
1789,"MN","Øs","594 avstemninger siste der Marit Nybakk deltok",64.65
1790,"MN","Ve","594 avstemninger siste der Marit Nybakk deltok",74.92
1791,"MN","No","594 avstemninger siste der Marit Nybakk deltok",86.87
1792,"MN","Os","594 avstemninger siste der Marit Nybakk deltok",85.52
1793,"MN","Ak","594 avstemninger siste der Marit Nybakk deltok",60.10
1794,"MN","Ro","594 avstemninger siste der Marit Nybakk deltok",60.10
1795,"MN","Tr","594 avstemninger siste der Marit Nybakk deltok",71.72
1796,"MN","ST","594 avstemninger siste der Marit Nybakk deltok",90.40
1797,"MN","Bu","594 avstemninger siste der Marit Nybakk deltok",72.39
1798,"MN","Ho","594 avstemninger siste der Marit Nybakk deltok",66.50
1799,"MN","MR","594 avstemninger siste der Marit Nybakk deltok",69.70
1800,"MN","Fi","594 avstemninger siste der Marit Nybakk deltok",75.25
1801,"MN","Op","594 avstemninger siste der Marit Nybakk deltok",94.28
1802,"MN","Te","594 avstemninger siste der Marit Nybakk deltok",61.45
1803,"MN","NT","594 avstemninger siste der Marit Nybakk deltok",83.00
1804,"MN","SF","594 avstemninger siste der Marit Nybakk deltok",70.03
1805,"MN","He","594 avstemninger siste der Marit Nybakk deltok",95.45
1806,"MOJ","AA","750 avstemninger siste der Morten Ørsal Johansen deltok",50.27
1807,"MOJ","VA","750 avstemninger siste der Morten Ørsal Johansen deltok",38.67
1808,"MOJ","Te","750 avstemninger siste der Morten Ørsal Johansen deltok",32.93
1809,"MOJ","Ve","750 avstemninger siste der Morten Ørsal Johansen deltok",26.93
1810,"MOJ","No","750 avstemninger siste der Morten Ørsal Johansen deltok",28.13
1811,"MOJ","Os","750 avstemninger siste der Morten Ørsal Johansen deltok",35.33
1812,"MOJ","Ak","750 avstemninger siste der Morten Ørsal Johansen deltok",50.93
1813,"MOJ","Tr","750 avstemninger siste der Morten Ørsal Johansen deltok",32.53
1814,"MOJ","SF","750 avstemninger siste der Morten Ørsal Johansen deltok",28.80
1815,"MOJ","ST","750 avstemninger siste der Morten Ørsal Johansen deltok",25.20
1816,"MOJ","Bu","750 avstemninger siste der Morten Ørsal Johansen deltok",30.80
1817,"MOJ","Ho","750 avstemninger siste der Morten Ørsal Johansen deltok",38.27
1818,"MOJ","MR","750 avstemninger siste der Morten Ørsal Johansen deltok",37.60
1819,"MOJ","Øs","750 avstemninger siste der Morten Ørsal Johansen deltok",36.80
1820,"MOJ","Op","750 avstemninger siste der Morten Ørsal Johansen deltok",25.87
1821,"MOJ","Ro","750 avstemninger siste der Morten Ørsal Johansen deltok",48.13
1822,"MOJ","NT","750 avstemninger siste der Morten Ørsal Johansen deltok",26.27
1823,"MOJ","Fi","750 avstemninger siste der Morten Ørsal Johansen deltok",32.40
1824,"MOJ","He","750 avstemninger siste der Morten Ørsal Johansen deltok",24.27
1825,"MORH","AA","255 avstemninger siste der Morten Høglund deltok",52.55
1826,"MORH","VA","255 avstemninger siste der Morten Høglund deltok",41.57
1827,"MORH","Øs","255 avstemninger siste der Morten Høglund deltok",43.14
1828,"MORH","Ve","255 avstemninger siste der Morten Høglund deltok",25.88
1829,"MORH","No","255 avstemninger siste der Morten Høglund deltok",25.10
1830,"MORH","Os","255 avstemninger siste der Morten Høglund deltok",23.53
1831,"MORH","Ak","255 avstemninger siste der Morten Høglund deltok",54.90
1832,"MORH","Ro","255 avstemninger siste der Morten Høglund deltok",53.73
1833,"MORH","Tr","255 avstemninger siste der Morten Høglund deltok",30.59
1834,"MORH","ST","255 avstemninger siste der Morten Høglund deltok",21.18
1835,"MORH","Bu","255 avstemninger siste der Morten Høglund deltok",34.12
1836,"MORH","Ho","255 avstemninger siste der Morten Høglund deltok",39.61
1837,"MORH","MR","255 avstemninger siste der Morten Høglund deltok",34.90
1838,"MORH","Fi","255 avstemninger siste der Morten Høglund deltok",41.18
1839,"MORH","Op","255 avstemninger siste der Morten Høglund deltok",24.31
1840,"MORH","Te","255 avstemninger siste der Morten Høglund deltok",29.02
1841,"MORH","NT","255 avstemninger siste der Morten Høglund deltok",24.71
1842,"MORH","SF","255 avstemninger siste der Morten Høglund deltok",25.88
1843,"MORH","He","255 avstemninger siste der Morten Høglund deltok",21.18
1844,"MAAA","AA","639 avstemninger siste der Marianne Aasen deltok",45.38
1845,"MAAA","VA","639 avstemninger siste der Marianne Aasen deltok",63.38
1846,"MAAA","Øs","639 avstemninger siste der Marianne Aasen deltok",65.88
1847,"MAAA","Ve","639 avstemninger siste der Marianne Aasen deltok",77.00
1848,"MAAA","No","639 avstemninger siste der Marianne Aasen deltok",92.80
1849,"MAAA","Os","639 avstemninger siste der Marianne Aasen deltok",73.87
1850,"MAAA","Ak","639 avstemninger siste der Marianne Aasen deltok",61.66
1851,"MAAA","Ro","639 avstemninger siste der Marianne Aasen deltok",53.99
1852,"MAAA","Tr","639 avstemninger siste der Marianne Aasen deltok",70.74
1853,"MAAA","ST","639 avstemninger siste der Marianne Aasen deltok",89.83
1854,"MAAA","Bu","639 avstemninger siste der Marianne Aasen deltok",73.24
1855,"MAAA","Ho","639 avstemninger siste der Marianne Aasen deltok",65.26
1856,"MAAA","MR","639 avstemninger siste der Marianne Aasen deltok",70.89
1857,"MAAA","Fi","639 avstemninger siste der Marianne Aasen deltok",65.41
1858,"MAAA","Op","639 avstemninger siste der Marianne Aasen deltok",93.11
1859,"MAAA","Te","639 avstemninger siste der Marianne Aasen deltok",69.95
1860,"MAAA","NT","639 avstemninger siste der Marianne Aasen deltok",77.78
1861,"MAAA","SF","639 avstemninger siste der Marianne Aasen deltok",77.46
1862,"MAAA","He","639 avstemninger siste der Marianne Aasen deltok",93.58
1863,"NA","AA","442 avstemninger siste der Nikolai Astrup deltok",66.06
1864,"NA","VA","442 avstemninger siste der Nikolai Astrup deltok",57.01
1865,"NA","Øs","442 avstemninger siste der Nikolai Astrup deltok",52.26
1866,"NA","Ve","442 avstemninger siste der Nikolai Astrup deltok",43.67
1867,"NA","No","442 avstemninger siste der Nikolai Astrup deltok",45.93
1868,"NA","Os","442 avstemninger siste der Nikolai Astrup deltok",59.95
1869,"NA","Ak","442 avstemninger siste der Nikolai Astrup deltok",68.33
1870,"NA","Ro","442 avstemninger siste der Nikolai Astrup deltok",68.78
1871,"NA","Tr","442 avstemninger siste der Nikolai Astrup deltok",48.42
1872,"NA","ST","442 avstemninger siste der Nikolai Astrup deltok",45.70
1873,"NA","Bu","442 avstemninger siste der Nikolai Astrup deltok",58.82
1874,"NA","Ho","442 avstemninger siste der Nikolai Astrup deltok",68.55
1875,"NA","MR","442 avstemninger siste der Nikolai Astrup deltok",54.07
1876,"NA","Fi","442 avstemninger siste der Nikolai Astrup deltok",54.98
1877,"NA","Op","442 avstemninger siste der Nikolai Astrup deltok",45.48
1878,"NA","Te","442 avstemninger siste der Nikolai Astrup deltok",50.68
1879,"NA","NT","442 avstemninger siste der Nikolai Astrup deltok",43.67
1880,"NA","SF","442 avstemninger siste der Nikolai Astrup deltok",49.55
1881,"NA","He","442 avstemninger siste der Nikolai Astrup deltok",45.48
1882,"OG","AA","663 avstemninger siste der Oskar J. Grimstad deltok",51.73
1883,"OG","VA","663 avstemninger siste der Oskar J. Grimstad deltok",38.46
1884,"OG","Øs","663 avstemninger siste der Oskar J. Grimstad deltok",37.25
1885,"OG","Ve","663 avstemninger siste der Oskar J. Grimstad deltok",26.24
1886,"OG","No","663 avstemninger siste der Oskar J. Grimstad deltok",30.32
1887,"OG","Os","663 avstemninger siste der Oskar J. Grimstad deltok",35.44
1888,"OG","Ak","663 avstemninger siste der Oskar J. Grimstad deltok",48.72
1889,"OG","Ro","663 avstemninger siste der Oskar J. Grimstad deltok",56.71
1890,"OG","Tr","663 avstemninger siste der Oskar J. Grimstad deltok",27.90
1891,"OG","ST","663 avstemninger siste der Oskar J. Grimstad deltok",26.24
1892,"OG","Bu","663 avstemninger siste der Oskar J. Grimstad deltok",34.99
1893,"OG","Ho","663 avstemninger siste der Oskar J. Grimstad deltok",46.00
1894,"OG","MR","663 avstemninger siste der Oskar J. Grimstad deltok",45.40
1895,"OG","Fi","663 avstemninger siste der Oskar J. Grimstad deltok",36.35
1896,"OG","Op","663 avstemninger siste der Oskar J. Grimstad deltok",25.49
1897,"OG","Te","663 avstemninger siste der Oskar J. Grimstad deltok",31.07
1898,"OG","NT","663 avstemninger siste der Oskar J. Grimstad deltok",26.70
1899,"OG","SF","663 avstemninger siste der Oskar J. Grimstad deltok",32.88
1900,"OG","He","663 avstemninger siste der Oskar J. Grimstad deltok",25.04
1901,"OLET","AA","777 avstemninger siste der Olemic Thommessen deltok",72.97
1902,"OLET","VA","777 avstemninger siste der Olemic Thommessen deltok",55.21
1903,"OLET","Te","777 avstemninger siste der Olemic Thommessen deltok",50.71
1904,"OLET","Ve","777 avstemninger siste der Olemic Thommessen deltok",44.79
1905,"OLET","No","777 avstemninger siste der Olemic Thommessen deltok",48.65
1906,"OLET","Os","777 avstemninger siste der Olemic Thommessen deltok",55.73
1907,"OLET","Ak","777 avstemninger siste der Olemic Thommessen deltok",76.58
1908,"OLET","Tr","777 avstemninger siste der Olemic Thommessen deltok",48.91
1909,"OLET","SF","777 avstemninger siste der Olemic Thommessen deltok",49.42
1910,"OLET","ST","777 avstemninger siste der Olemic Thommessen deltok",45.56
1911,"OLET","Bu","777 avstemninger siste der Olemic Thommessen deltok",55.86
1912,"OLET","Ho","777 avstemninger siste der Olemic Thommessen deltok",63.32
1913,"OLET","MR","777 avstemninger siste der Olemic Thommessen deltok",51.22
1914,"OLET","Øs","777 avstemninger siste der Olemic Thommessen deltok",50.58
1915,"OLET","Op","777 avstemninger siste der Olemic Thommessen deltok",47.49
1916,"OLET","Ro","777 avstemninger siste der Olemic Thommessen deltok",72.72
1917,"OLET","NT","777 avstemninger siste der Olemic Thommessen deltok",45.30
1918,"OLET","Fi","777 avstemninger siste der Olemic Thommessen deltok",54.05
1919,"OLET","He","777 avstemninger siste der Olemic Thommessen deltok",45.82
1920,"OVA","AA","444 avstemninger siste der Øyvind Vaksdal deltok",50.00
1921,"OVA","VA","444 avstemninger siste der Øyvind Vaksdal deltok",38.74
1922,"OVA","Ro","444 avstemninger siste der Øyvind Vaksdal deltok",53.60
1923,"OVA","Ve","444 avstemninger siste der Øyvind Vaksdal deltok",27.93
1924,"OVA","No","444 avstemninger siste der Øyvind Vaksdal deltok",33.56
1925,"OVA","Os","444 avstemninger siste der Øyvind Vaksdal deltok",38.51
1926,"OVA","Ak","444 avstemninger siste der Øyvind Vaksdal deltok",53.38
1927,"OVA","Tr","444 avstemninger siste der Øyvind Vaksdal deltok",33.11
1928,"OVA","SF","444 avstemninger siste der Øyvind Vaksdal deltok",33.56
1929,"OVA","ST","444 avstemninger siste der Øyvind Vaksdal deltok",25.00
1930,"OVA","Bu","444 avstemninger siste der Øyvind Vaksdal deltok",32.88
1931,"OVA","Ho","444 avstemninger siste der Øyvind Vaksdal deltok",44.37
1932,"OVA","MR","444 avstemninger siste der Øyvind Vaksdal deltok",37.39
1933,"OVA","Øs","444 avstemninger siste der Øyvind Vaksdal deltok",36.49
1934,"OVA","Op","444 avstemninger siste der Øyvind Vaksdal deltok",26.13
1935,"OVA","Te","444 avstemninger siste der Øyvind Vaksdal deltok",30.86
1936,"OVA","NT","444 avstemninger siste der Øyvind Vaksdal deltok",27.03
1937,"OVA","Fi","444 avstemninger siste der Øyvind Vaksdal deltok",32.88
1938,"OVA","He","444 avstemninger siste der Øyvind Vaksdal deltok",25.23
1939,"OYK","AA","588 avstemninger siste der Øyvind Korsberg deltok",55.10
1940,"OYK","VA","588 avstemninger siste der Øyvind Korsberg deltok",40.82
1941,"OYK","Te","588 avstemninger siste der Øyvind Korsberg deltok",34.86
1942,"OYK","Ve","588 avstemninger siste der Øyvind Korsberg deltok",28.57
1943,"OYK","No","588 avstemninger siste der Øyvind Korsberg deltok",31.46
1944,"OYK","Os","588 avstemninger siste der Øyvind Korsberg deltok",35.03
1945,"OYK","Ak","588 avstemninger siste der Øyvind Korsberg deltok",55.10
1946,"OYK","Tr","588 avstemninger siste der Øyvind Korsberg deltok",36.39
1947,"OYK","SF","588 avstemninger siste der Øyvind Korsberg deltok",36.05
1948,"OYK","ST","588 avstemninger siste der Øyvind Korsberg deltok",27.55
1949,"OYK","Bu","588 avstemninger siste der Øyvind Korsberg deltok",38.95
1950,"OYK","Ho","588 avstemninger siste der Øyvind Korsberg deltok",43.71
1951,"OYK","MR","588 avstemninger siste der Øyvind Korsberg deltok",42.69
1952,"OYK","Øs","588 avstemninger siste der Øyvind Korsberg deltok",35.20
1953,"OYK","Op","588 avstemninger siste der Øyvind Korsberg deltok",27.55
1954,"OYK","Ro","588 avstemninger siste der Øyvind Korsberg deltok",58.50
1955,"OYK","NT","588 avstemninger siste der Øyvind Korsberg deltok",27.21
1956,"OYK","Fi","588 avstemninger siste der Øyvind Korsberg deltok",34.86
1957,"OYK","He","588 avstemninger siste der Øyvind Korsberg deltok",25.85
1958,"PB","AA","679 avstemninger siste der Per Roar Bredvold deltok",52.14
1959,"PB","VA","679 avstemninger siste der Per Roar Bredvold deltok",40.35
1960,"PB","Te","679 avstemninger siste der Per Roar Bredvold deltok",34.17
1961,"PB","Ve","679 avstemninger siste der Per Roar Bredvold deltok",25.77
1962,"PB","No","679 avstemninger siste der Per Roar Bredvold deltok",26.22
1963,"PB","Os","679 avstemninger siste der Per Roar Bredvold deltok",32.11
1964,"PB","Ak","679 avstemninger siste der Per Roar Bredvold deltok",47.42
1965,"PB","Tr","679 avstemninger siste der Per Roar Bredvold deltok",31.22
1966,"PB","SF","679 avstemninger siste der Per Roar Bredvold deltok",29.16
1967,"PB","ST","679 avstemninger siste der Per Roar Bredvold deltok",23.71
1968,"PB","Bu","679 avstemninger siste der Per Roar Bredvold deltok",31.96
1969,"PB","Ho","679 avstemninger siste der Per Roar Bredvold deltok",42.42
1970,"PB","MR","679 avstemninger siste der Per Roar Bredvold deltok",34.61
1971,"PB","Øs","679 avstemninger siste der Per Roar Bredvold deltok",36.23
1972,"PB","Op","679 avstemninger siste der Per Roar Bredvold deltok",24.15
1973,"PB","Ro","679 avstemninger siste der Per Roar Bredvold deltok",52.28
1974,"PB","NT","679 avstemninger siste der Per Roar Bredvold deltok",25.18
1975,"PB","Fi","679 avstemninger siste der Per Roar Bredvold deltok",31.08
1976,"PB","He","679 avstemninger siste der Per Roar Bredvold deltok",22.39
1977,"PEG","AA","513 avstemninger siste der Peter Skovholt Gitmark deltok",69.40
1978,"PEG","VA","513 avstemninger siste der Peter Skovholt Gitmark deltok",66.86
1979,"PEG","Øs","513 avstemninger siste der Peter Skovholt Gitmark deltok",54.78
1980,"PEG","Ve","513 avstemninger siste der Peter Skovholt Gitmark deltok",45.81
1981,"PEG","No","513 avstemninger siste der Peter Skovholt Gitmark deltok",47.76
1982,"PEG","Os","513 avstemninger siste der Peter Skovholt Gitmark deltok",54.97
1983,"PEG","Ak","513 avstemninger siste der Peter Skovholt Gitmark deltok",69.20
1984,"PEG","Ro","513 avstemninger siste der Peter Skovholt Gitmark deltok",69.40
1985,"PEG","Tr","513 avstemninger siste der Peter Skovholt Gitmark deltok",46.00
1986,"PEG","ST","513 avstemninger siste der Peter Skovholt Gitmark deltok",43.66
1987,"PEG","Bu","513 avstemninger siste der Peter Skovholt Gitmark deltok",53.22
1988,"PEG","Ho","513 avstemninger siste der Peter Skovholt Gitmark deltok",64.13
1989,"PEG","MR","513 avstemninger siste der Peter Skovholt Gitmark deltok",50.29
1990,"PEG","Fi","513 avstemninger siste der Peter Skovholt Gitmark deltok",47.37
1991,"PEG","Op","513 avstemninger siste der Peter Skovholt Gitmark deltok",46.59
1992,"PEG","Te","513 avstemninger siste der Peter Skovholt Gitmark deltok",54.97
1993,"PEG","NT","513 avstemninger siste der Peter Skovholt Gitmark deltok",41.72
1994,"PEG","SF","513 avstemninger siste der Peter Skovholt Gitmark deltok",45.42
1995,"PEG","He","513 avstemninger siste der Peter Skovholt Gitmark deltok",44.44
1996,"PEMY","AA","499 avstemninger siste der Peter N. Myhre deltok",50.70
1997,"PEMY","VA","499 avstemninger siste der Peter N. Myhre deltok",37.27
1998,"PEMY","Te","499 avstemninger siste der Peter N. Myhre deltok",27.86
1999,"PEMY","Ve","499 avstemninger siste der Peter N. Myhre deltok",22.65
2000,"PEMY","No","499 avstemninger siste der Peter N. Myhre deltok",28.86
2001,"PEMY","Os","499 avstemninger siste der Peter N. Myhre deltok",32.67
2002,"PEMY","Ak","499 avstemninger siste der Peter N. Myhre deltok",52.30
2003,"PEMY","Tr","499 avstemninger siste der Peter N. Myhre deltok",26.85
2004,"PEMY","SF","499 avstemninger siste der Peter N. Myhre deltok",27.66
2005,"PEMY","ST","499 avstemninger siste der Peter N. Myhre deltok",22.24
2006,"PEMY","Bu","499 avstemninger siste der Peter N. Myhre deltok",28.46
2007,"PEMY","Ho","499 avstemninger siste der Peter N. Myhre deltok",41.48
2008,"PEMY","MR","499 avstemninger siste der Peter N. Myhre deltok",35.07
2009,"PEMY","Øs","499 avstemninger siste der Peter N. Myhre deltok",34.47
2010,"PEMY","Op","499 avstemninger siste der Peter N. Myhre deltok",21.84
2011,"PEMY","Ro","499 avstemninger siste der Peter N. Myhre deltok",50.50
2012,"PEMY","NT","499 avstemninger siste der Peter N. Myhre deltok",23.65
2013,"PEMY","Fi","499 avstemninger siste der Peter N. Myhre deltok",28.66
2014,"PEMY","He","499 avstemninger siste der Peter N. Myhre deltok",21.04
2015,"PES","AA","123 avstemninger siste der Per Sandberg deltok",57.72
2016,"PES","VA","123 avstemninger siste der Per Sandberg deltok",40.65
2017,"PES","Øs","123 avstemninger siste der Per Sandberg deltok",47.15
2018,"PES","Ve","123 avstemninger siste der Per Sandberg deltok",26.83
2019,"PES","No","123 avstemninger siste der Per Sandberg deltok",26.83
2020,"PES","Os","123 avstemninger siste der Per Sandberg deltok",26.83
2021,"PES","Ak","123 avstemninger siste der Per Sandberg deltok",58.54
2022,"PES","Ro","123 avstemninger siste der Per Sandberg deltok",63.41
2023,"PES","Tr","123 avstemninger siste der Per Sandberg deltok",30.89
2024,"PES","ST","123 avstemninger siste der Per Sandberg deltok",30.89
2025,"PES","Bu","123 avstemninger siste der Per Sandberg deltok",48.78
2026,"PES","Ho","123 avstemninger siste der Per Sandberg deltok",52.85
2027,"PES","MR","123 avstemninger siste der Per Sandberg deltok",39.02
2028,"PES","Fi","123 avstemninger siste der Per Sandberg deltok",46.34
2029,"PES","Op","123 avstemninger siste der Per Sandberg deltok",27.64
2030,"PES","Te","123 avstemninger siste der Per Sandberg deltok",34.15
2031,"PES","NT","123 avstemninger siste der Per Sandberg deltok",28.46
2032,"PES","SF","123 avstemninger siste der Per Sandberg deltok",34.15
2033,"PES","He","123 avstemninger siste der Per Sandberg deltok",27.64
2034,"PKF","AA","360 avstemninger siste der Per-Kristian Foss deltok",66.67
2035,"PKF","VA","360 avstemninger siste der Per-Kristian Foss deltok",57.22
2036,"PKF","Ro","360 avstemninger siste der Per-Kristian Foss deltok",73.06
2037,"PKF","Ve","360 avstemninger siste der Per-Kristian Foss deltok",48.33
2038,"PKF","No","360 avstemninger siste der Per-Kristian Foss deltok",50.56
2039,"PKF","Os","360 avstemninger siste der Per-Kristian Foss deltok",66.11
2040,"PKF","Ak","360 avstemninger siste der Per-Kristian Foss deltok",74.44
2041,"PKF","Tr","360 avstemninger siste der Per-Kristian Foss deltok",53.89
2042,"PKF","SF","360 avstemninger siste der Per-Kristian Foss deltok",49.72
2043,"PKF","ST","360 avstemninger siste der Per-Kristian Foss deltok",50.28
2044,"PKF","Bu","360 avstemninger siste der Per-Kristian Foss deltok",51.67
2045,"PKF","Ho","360 avstemninger siste der Per-Kristian Foss deltok",59.44
2046,"PKF","MR","360 avstemninger siste der Per-Kristian Foss deltok",52.22
2047,"PKF","Øs","360 avstemninger siste der Per-Kristian Foss deltok",56.94
2048,"PKF","Op","360 avstemninger siste der Per-Kristian Foss deltok",50.56
2049,"PKF","Te","360 avstemninger siste der Per-Kristian Foss deltok",48.89
2050,"PKF","NT","360 avstemninger siste der Per-Kristian Foss deltok",48.89
2051,"PKF","Fi","360 avstemninger siste der Per-Kristian Foss deltok",54.72
2052,"PKF","He","360 avstemninger siste der Per-Kristian Foss deltok",50.56
2053,"PO","AA","400 avstemninger siste der Per Arne Olsen deltok",54.50
2054,"PO","VA","400 avstemninger siste der Per Arne Olsen deltok",35.75
2055,"PO","Te","400 avstemninger siste der Per Arne Olsen deltok",34.50
2056,"PO","Ve","400 avstemninger siste der Per Arne Olsen deltok",35.00
2057,"PO","No","400 avstemninger siste der Per Arne Olsen deltok",25.00
2058,"PO","Os","400 avstemninger siste der Per Arne Olsen deltok",32.25
2059,"PO","Ak","400 avstemninger siste der Per Arne Olsen deltok",51.50
2060,"PO","He","400 avstemninger siste der Per Arne Olsen deltok",24.50
2061,"PO","Tr","400 avstemninger siste der Per Arne Olsen deltok",31.75
2062,"PO","SF","400 avstemninger siste der Per Arne Olsen deltok",32.50
2063,"PO","ST","400 avstemninger siste der Per Arne Olsen deltok",24.25
2064,"PO","Bu","400 avstemninger siste der Per Arne Olsen deltok",34.00
2065,"PO","Ho","400 avstemninger siste der Per Arne Olsen deltok",42.75
2066,"PO","MR","400 avstemninger siste der Per Arne Olsen deltok",38.50
2067,"PO","Øs","400 avstemninger siste der Per Arne Olsen deltok",44.75
2068,"PO","Ro","400 avstemninger siste der Per Arne Olsen deltok",58.50
2069,"PO","NT","400 avstemninger siste der Per Arne Olsen deltok",25.00
2070,"PO","Fi","400 avstemninger siste der Per Arne Olsen deltok",33.50
2071,"PO","Op","400 avstemninger siste der Per Arne Olsen deltok",24.50
2072,"POL","AA","746 avstemninger siste der Per Olaf Lundteigen deltok",46.11
2073,"POL","VA","746 avstemninger siste der Per Olaf Lundteigen deltok",65.55
2074,"POL","Te","746 avstemninger siste der Per Olaf Lundteigen deltok",66.35
2075,"POL","Ve","746 avstemninger siste der Per Olaf Lundteigen deltok",73.32
2076,"POL","No","746 avstemninger siste der Per Olaf Lundteigen deltok",91.29
2077,"POL","Os","746 avstemninger siste der Per Olaf Lundteigen deltok",76.01
2078,"POL","Ak","746 avstemninger siste der Per Olaf Lundteigen deltok",61.53
2079,"POL","Tr","746 avstemninger siste der Per Olaf Lundteigen deltok",75.20
2080,"POL","SF","746 avstemninger siste der Per Olaf Lundteigen deltok",73.06
2081,"POL","ST","746 avstemninger siste der Per Olaf Lundteigen deltok",91.02
2082,"POL","Bu","746 avstemninger siste der Per Olaf Lundteigen deltok",81.37
2083,"POL","Ho","746 avstemninger siste der Per Olaf Lundteigen deltok",64.75
2084,"POL","MR","746 avstemninger siste der Per Olaf Lundteigen deltok",64.75
2085,"POL","Øs","746 avstemninger siste der Per Olaf Lundteigen deltok",63.94
2086,"POL","Op","746 avstemninger siste der Per Olaf Lundteigen deltok",89.68
2087,"POL","Ro","746 avstemninger siste der Per Olaf Lundteigen deltok",58.31
2088,"POL","NT","746 avstemninger siste der Per Olaf Lundteigen deltok",78.82
2089,"POL","Fi","746 avstemninger siste der Per Olaf Lundteigen deltok",68.23
2090,"POL","He","746 avstemninger siste der Per Olaf Lundteigen deltok",97.32
2091,"PTA","AA","659 avstemninger siste der Per-Willy Amundsen deltok",50.68
2092,"PTA","VA","659 avstemninger siste der Per-Willy Amundsen deltok",36.57
2093,"PTA","Te","659 avstemninger siste der Per-Willy Amundsen deltok",30.80
2094,"PTA","Ve","659 avstemninger siste der Per-Willy Amundsen deltok",28.83
2095,"PTA","No","659 avstemninger siste der Per-Willy Amundsen deltok",32.47
2096,"PTA","Os","659 avstemninger siste der Per-Willy Amundsen deltok",34.75
2097,"PTA","Ak","659 avstemninger siste der Per-Willy Amundsen deltok",51.59
2098,"PTA","Tr","659 avstemninger siste der Per-Willy Amundsen deltok",34.60
2099,"PTA","SF","659 avstemninger siste der Per-Willy Amundsen deltok",35.36
2100,"PTA","ST","659 avstemninger siste der Per-Willy Amundsen deltok",25.34
