id,"person_id","fylke_id","materiale",prosentlikhet
1,"ADA","AA","643 avstemninger siste der André Oktay Dahl deltok",74.34
2,"ADA","VA","643 avstemninger siste der André Oktay Dahl deltok",55.05
3,"ADA","Te","643 avstemninger siste der André Oktay Dahl deltok",55.05
4,"ADA","Ve","643 avstemninger siste der André Oktay Dahl deltok",47.90
5,"ADA","No","643 avstemninger siste der André Oktay Dahl deltok",48.37
6,"ADA","Os","643 avstemninger siste der André Oktay Dahl deltok",55.99
7,"ADA","Ak","643 avstemninger siste der André Oktay Dahl deltok",80.09
8,"ADA","Tr","643 avstemninger siste der André Oktay Dahl deltok",52.41
9,"ADA","SF","643 avstemninger siste der André Oktay Dahl deltok",49.30
10,"ADA","ST","643 avstemninger siste der André Oktay Dahl deltok",46.81
11,"ADA","Bu","643 avstemninger siste der André Oktay Dahl deltok",55.05
12,"ADA","Ho","643 avstemninger siste der André Oktay Dahl deltok",62.36
13,"ADA","MR","643 avstemninger siste der André Oktay Dahl deltok",51.01
14,"ADA","Øs","643 avstemninger siste der André Oktay Dahl deltok",53.03
15,"ADA","Op","643 avstemninger siste der André Oktay Dahl deltok",47.43
16,"ADA","Ro","643 avstemninger siste der André Oktay Dahl deltok",75.74
17,"ADA","NT","643 avstemninger siste der André Oktay Dahl deltok",46.50
18,"ADA","Fi","643 avstemninger siste der André Oktay Dahl deltok",53.97
19,"ADA","He","643 avstemninger siste der André Oktay Dahl deltok",46.97
20,"AESO","AA","732 avstemninger siste der Arne Sortevik deltok",53.14
21,"AESO","VA","732 avstemninger siste der Arne Sortevik deltok",38.66
22,"AESO","Øs","732 avstemninger siste der Arne Sortevik deltok",37.98
23,"AESO","Ve","732 avstemninger siste der Arne Sortevik deltok",25.68
24,"AESO","No","732 avstemninger siste der Arne Sortevik deltok",24.86
25,"AESO","Os","732 avstemninger siste der Arne Sortevik deltok",30.05
26,"AESO","Ak","732 avstemninger siste der Arne Sortevik deltok",52.60
27,"AESO","Ro","732 avstemninger siste der Arne Sortevik deltok",51.50
28,"AESO","Tr","732 avstemninger siste der Arne Sortevik deltok",28.01
29,"AESO","ST","732 avstemninger siste der Arne Sortevik deltok",22.81
30,"AESO","Bu","732 avstemninger siste der Arne Sortevik deltok",35.38
31,"AESO","Ho","732 avstemninger siste der Arne Sortevik deltok",43.85
32,"AESO","MR","732 avstemninger siste der Arne Sortevik deltok",34.70
33,"AESO","Fi","732 avstemninger siste der Arne Sortevik deltok",33.06
34,"AESO","Op","732 avstemninger siste der Arne Sortevik deltok",22.27
35,"AESO","Te","732 avstemninger siste der Arne Sortevik deltok",30.33
36,"AESO","NT","732 avstemninger siste der Arne Sortevik deltok",25.00
37,"AESO","SF","732 avstemninger siste der Arne Sortevik deltok",30.19
38,"AESO","He","732 avstemninger siste der Arne Sortevik deltok",21.86
39,"AGES","AA","876 avstemninger siste der Åge Starheim deltok",53.08
40,"AGES","VA","876 avstemninger siste der Åge Starheim deltok",35.84
41,"AGES","Øs","876 avstemninger siste der Åge Starheim deltok",37.79
42,"AGES","Ve","876 avstemninger siste der Åge Starheim deltok",27.28
43,"AGES","No","876 avstemninger siste der Åge Starheim deltok",26.03
44,"AGES","Os","876 avstemninger siste der Åge Starheim deltok",32.99
45,"AGES","Ak","876 avstemninger siste der Åge Starheim deltok",55.94
46,"AGES","Ro","876 avstemninger siste der Åge Starheim deltok",55.71
47,"AGES","Tr","876 avstemninger siste der Åge Starheim deltok",28.31
48,"AGES","ST","876 avstemninger siste der Åge Starheim deltok",23.29
49,"AGES","Bu","876 avstemninger siste der Åge Starheim deltok",34.25
50,"AGES","Ho","876 avstemninger siste der Åge Starheim deltok",41.32
51,"AGES","MR","876 avstemninger siste der Åge Starheim deltok",39.50
52,"AGES","Fi","876 avstemninger siste der Åge Starheim deltok",34.82
53,"AGES","Op","876 avstemninger siste der Åge Starheim deltok",23.40
54,"AGES","Te","876 avstemninger siste der Åge Starheim deltok",30.94
55,"AGES","NT","876 avstemninger siste der Åge Starheim deltok",24.77
56,"AGES","SF","876 avstemninger siste der Åge Starheim deltok",35.50
57,"AGES","He","876 avstemninger siste der Åge Starheim deltok",22.95
58,"AKSH","AA","740 avstemninger siste der Aksel Hagen deltok",48.65
59,"AKSH","VA","740 avstemninger siste der Aksel Hagen deltok",62.03
60,"AKSH","Te","740 avstemninger siste der Aksel Hagen deltok",66.76
61,"AKSH","Ve","740 avstemninger siste der Aksel Hagen deltok",82.30
62,"AKSH","No","740 avstemninger siste der Aksel Hagen deltok",91.08
63,"AKSH","Os","740 avstemninger siste der Aksel Hagen deltok",75.14
64,"AKSH","Ak","740 avstemninger siste der Aksel Hagen deltok",59.46
65,"AKSH","Tr","740 avstemninger siste der Aksel Hagen deltok",71.76
66,"AKSH","SF","740 avstemninger siste der Aksel Hagen deltok",71.76
67,"AKSH","ST","740 avstemninger siste der Aksel Hagen deltok",90.68
68,"AKSH","Bu","740 avstemninger siste der Aksel Hagen deltok",70.54
69,"AKSH","Ho","740 avstemninger siste der Aksel Hagen deltok",65.14
70,"AKSH","MR","740 avstemninger siste der Aksel Hagen deltok",61.08
71,"AKSH","Øs","740 avstemninger siste der Aksel Hagen deltok",64.32
72,"AKSH","Op","740 avstemninger siste der Aksel Hagen deltok",93.92
73,"AKSH","Ro","740 avstemninger siste der Aksel Hagen deltok",55.14
74,"AKSH","NT","740 avstemninger siste der Aksel Hagen deltok",77.84
75,"AKSH","Fi","740 avstemninger siste der Aksel Hagen deltok",70.00
76,"AKSH","He","740 avstemninger siste der Aksel Hagen deltok",92.03
77,"ALEH","AA","956 avstemninger siste der Alf Egil Holmelid deltok",45.82
78,"ALEH","VA","956 avstemninger siste der Alf Egil Holmelid deltok",63.08
79,"ALEH","Te","956 avstemninger siste der Alf Egil Holmelid deltok",66.95
80,"ALEH","Ve","956 avstemninger siste der Alf Egil Holmelid deltok",79.18
81,"ALEH","No","956 avstemninger siste der Alf Egil Holmelid deltok",90.27
82,"ALEH","Os","956 avstemninger siste der Alf Egil Holmelid deltok",70.82
83,"ALEH","Ak","956 avstemninger siste der Alf Egil Holmelid deltok",57.95
84,"ALEH","Tr","956 avstemninger siste der Alf Egil Holmelid deltok",74.79
85,"ALEH","SF","956 avstemninger siste der Alf Egil Holmelid deltok",74.27
86,"ALEH","ST","956 avstemninger siste der Alf Egil Holmelid deltok",91.21
87,"ALEH","Bu","956 avstemninger siste der Alf Egil Holmelid deltok",73.95
88,"ALEH","Ho","956 avstemninger siste der Alf Egil Holmelid deltok",64.64
89,"ALEH","MR","956 avstemninger siste der Alf Egil Holmelid deltok",62.45
90,"ALEH","Øs","956 avstemninger siste der Alf Egil Holmelid deltok",60.56
91,"ALEH","Op","956 avstemninger siste der Alf Egil Holmelid deltok",91.63
92,"ALEH","Ro","956 avstemninger siste der Alf Egil Holmelid deltok",55.02
93,"ALEH","NT","956 avstemninger siste der Alf Egil Holmelid deltok",81.80
94,"ALEH","Fi","956 avstemninger siste der Alf Egil Holmelid deltok",69.98
95,"ALEH","He","956 avstemninger siste der Alf Egil Holmelid deltok",94.14
96,"ALJ","AA","657 avstemninger siste der Anna Ljunggren deltok",47.95
97,"ALJ","VA","657 avstemninger siste der Anna Ljunggren deltok",58.60
98,"ALJ","Øs","657 avstemninger siste der Anna Ljunggren deltok",64.99
99,"ALJ","Ve","657 avstemninger siste der Anna Ljunggren deltok",84.02
100,"ALJ","No","657 avstemninger siste der Anna Ljunggren deltok",91.17
101,"ALJ","Os","657 avstemninger siste der Anna Ljunggren deltok",75.80
102,"ALJ","Ak","657 avstemninger siste der Anna Ljunggren deltok",56.93
103,"ALJ","Ro","657 avstemninger siste der Anna Ljunggren deltok",56.47
104,"ALJ","Tr","657 avstemninger siste der Anna Ljunggren deltok",72.91
105,"ALJ","ST","657 avstemninger siste der Anna Ljunggren deltok",92.39
106,"ALJ","Bu","657 avstemninger siste der Anna Ljunggren deltok",70.32
107,"ALJ","Ho","657 avstemninger siste der Anna Ljunggren deltok",61.80
108,"ALJ","MR","657 avstemninger siste der Anna Ljunggren deltok",66.21
109,"ALJ","Fi","657 avstemninger siste der Anna Ljunggren deltok",69.41
110,"ALJ","Op","657 avstemninger siste der Anna Ljunggren deltok",95.74
111,"ALJ","Te","657 avstemninger siste der Anna Ljunggren deltok",68.95
112,"ALJ","NT","657 avstemninger siste der Anna Ljunggren deltok",81.58
113,"ALJ","SF","657 avstemninger siste der Anna Ljunggren deltok",71.23
114,"ALJ","He","657 avstemninger siste der Anna Ljunggren deltok",94.67
115,"ALYS","AA","88 avstemninger siste der Audun Lysbakken deltok",59.09
116,"ALYS","VA","88 avstemninger siste der Audun Lysbakken deltok",75.00
117,"ALYS","Te","88 avstemninger siste der Audun Lysbakken deltok",61.36
118,"ALYS","Ve","88 avstemninger siste der Audun Lysbakken deltok",78.41
119,"ALYS","No","88 avstemninger siste der Audun Lysbakken deltok",87.50
120,"ALYS","Os","88 avstemninger siste der Audun Lysbakken deltok",67.05
121,"ALYS","Ak","88 avstemninger siste der Audun Lysbakken deltok",63.64
122,"ALYS","He","88 avstemninger siste der Audun Lysbakken deltok",90.91
123,"ALYS","Tr","88 avstemninger siste der Audun Lysbakken deltok",77.27
124,"ALYS","SF","88 avstemninger siste der Audun Lysbakken deltok",88.64
125,"ALYS","ST","88 avstemninger siste der Audun Lysbakken deltok",90.91
126,"ALYS","Bu","88 avstemninger siste der Audun Lysbakken deltok",89.77
127,"ALYS","Ho","88 avstemninger siste der Audun Lysbakken deltok",73.86
128,"ALYS","MR","88 avstemninger siste der Audun Lysbakken deltok",56.82
129,"ALYS","Øs","88 avstemninger siste der Audun Lysbakken deltok",73.86
130,"ALYS","Ro","88 avstemninger siste der Audun Lysbakken deltok",64.77
131,"ALYS","NT","88 avstemninger siste der Audun Lysbakken deltok",78.41
132,"ALYS","Fi","88 avstemninger siste der Audun Lysbakken deltok",85.23
133,"ALYS","Op","88 avstemninger siste der Audun Lysbakken deltok",80.68
134,"ANA","AA","612 avstemninger siste der Anders Anundsen deltok",52.45
135,"ANA","VA","612 avstemninger siste der Anders Anundsen deltok",38.73
136,"ANA","Te","612 avstemninger siste der Anders Anundsen deltok",29.25
137,"ANA","Ve","612 avstemninger siste der Anders Anundsen deltok",26.31
138,"ANA","No","612 avstemninger siste der Anders Anundsen deltok",23.69
139,"ANA","Os","612 avstemninger siste der Anders Anundsen deltok",31.21
140,"ANA","Ak","612 avstemninger siste der Anders Anundsen deltok",54.41
141,"ANA","Tr","612 avstemninger siste der Anders Anundsen deltok",28.59
142,"ANA","SF","612 avstemninger siste der Anders Anundsen deltok",28.59
143,"ANA","ST","612 avstemninger siste der Anders Anundsen deltok",22.22
144,"ANA","Bu","612 avstemninger siste der Anders Anundsen deltok",32.84
145,"ANA","Ho","612 avstemninger siste der Anders Anundsen deltok",40.36
146,"ANA","MR","612 avstemninger siste der Anders Anundsen deltok",35.95
147,"ANA","Øs","612 avstemninger siste der Anders Anundsen deltok",37.58
148,"ANA","Op","612 avstemninger siste der Anders Anundsen deltok",21.08
149,"ANA","Ro","612 avstemninger siste der Anders Anundsen deltok",50.33
150,"ANA","NT","612 avstemninger siste der Anders Anundsen deltok",24.84
151,"ANA","Fi","612 avstemninger siste der Anders Anundsen deltok",33.99
152,"ANA","He","612 avstemninger siste der Anders Anundsen deltok",21.24
153,"ANMB","AA","604 avstemninger siste der Anne Marit Bjørnflaten deltok",51.16
154,"ANMB","VA","604 avstemninger siste der Anne Marit Bjørnflaten deltok",65.56
155,"ANMB","Te","604 avstemninger siste der Anne Marit Bjørnflaten deltok",70.86
156,"ANMB","Ve","604 avstemninger siste der Anne Marit Bjørnflaten deltok",86.09
157,"ANMB","No","604 avstemninger siste der Anne Marit Bjørnflaten deltok",97.19
158,"ANMB","Os","604 avstemninger siste der Anne Marit Bjørnflaten deltok",74.34
159,"ANMB","Ak","604 avstemninger siste der Anne Marit Bjørnflaten deltok",62.75
160,"ANMB","Tr","604 avstemninger siste der Anne Marit Bjørnflaten deltok",84.60
161,"ANMB","SF","604 avstemninger siste der Anne Marit Bjørnflaten deltok",77.15
162,"ANMB","ST","604 avstemninger siste der Anne Marit Bjørnflaten deltok",97.02
163,"ANMB","Bu","604 avstemninger siste der Anne Marit Bjørnflaten deltok",80.46
164,"ANMB","Ho","604 avstemninger siste der Anne Marit Bjørnflaten deltok",69.87
165,"ANMB","MR","604 avstemninger siste der Anne Marit Bjørnflaten deltok",58.44
166,"ANMB","Øs","604 avstemninger siste der Anne Marit Bjørnflaten deltok",61.42
167,"ANMB","Op","604 avstemninger siste der Anne Marit Bjørnflaten deltok",92.72
168,"ANMB","Ro","604 avstemninger siste der Anne Marit Bjørnflaten deltok",57.62
169,"ANMB","NT","604 avstemninger siste der Anne Marit Bjørnflaten deltok",84.44
170,"ANMB","Fi","604 avstemninger siste der Anne Marit Bjørnflaten deltok",64.74
171,"ANMB","He","604 avstemninger siste der Anne Marit Bjørnflaten deltok",94.87
172,"ARK","AA","716 avstemninger siste der Arve Kambe deltok",71.09
173,"ARK","VA","716 avstemninger siste der Arve Kambe deltok",49.16
174,"ARK","Øs","716 avstemninger siste der Arve Kambe deltok",55.45
175,"ARK","Ve","716 avstemninger siste der Arve Kambe deltok",46.09
176,"ARK","No","716 avstemninger siste der Arve Kambe deltok",44.41
177,"ARK","Os","716 avstemninger siste der Arve Kambe deltok",52.37
178,"ARK","Ak","716 avstemninger siste der Arve Kambe deltok",72.77
179,"ARK","Ro","716 avstemninger siste der Arve Kambe deltok",79.05
180,"ARK","Tr","716 avstemninger siste der Arve Kambe deltok",44.97
181,"ARK","ST","716 avstemninger siste der Arve Kambe deltok",43.30
182,"ARK","Bu","716 avstemninger siste der Arve Kambe deltok",54.05
183,"ARK","Ho","716 avstemninger siste der Arve Kambe deltok",60.61
184,"ARK","MR","716 avstemninger siste der Arve Kambe deltok",49.44
185,"ARK","Fi","716 avstemninger siste der Arve Kambe deltok",54.89
186,"ARK","Op","716 avstemninger siste der Arve Kambe deltok",43.72
187,"ARK","Te","716 avstemninger siste der Arve Kambe deltok",52.23
188,"ARK","NT","716 avstemninger siste der Arve Kambe deltok",43.44
189,"ARK","SF","716 avstemninger siste der Arve Kambe deltok",53.21
190,"ARK","He","716 avstemninger siste der Arve Kambe deltok",43.85
191,"ASC","AA","519 avstemninger siste der Åse Michaelsen deltok",53.56
192,"ASC","VA","519 avstemninger siste der Åse Michaelsen deltok",40.27
193,"ASC","Øs","519 avstemninger siste der Åse Michaelsen deltok",39.88
194,"ASC","Ve","519 avstemninger siste der Åse Michaelsen deltok",26.97
195,"ASC","No","519 avstemninger siste der Åse Michaelsen deltok",24.66
196,"ASC","Os","519 avstemninger siste der Åse Michaelsen deltok",31.02
197,"ASC","Ak","519 avstemninger siste der Åse Michaelsen deltok",60.31
198,"ASC","Ro","519 avstemninger siste der Åse Michaelsen deltok",51.45
199,"ASC","Tr","519 avstemninger siste der Åse Michaelsen deltok",27.75
200,"ASC","ST","519 avstemninger siste der Åse Michaelsen deltok",19.85
201,"ASC","Bu","519 avstemninger siste der Åse Michaelsen deltok",30.64
202,"ASC","Ho","519 avstemninger siste der Åse Michaelsen deltok",44.32
203,"ASC","MR","519 avstemninger siste der Åse Michaelsen deltok",30.06
204,"ASC","Fi","519 avstemninger siste der Åse Michaelsen deltok",33.72
205,"ASC","Op","519 avstemninger siste der Åse Michaelsen deltok",20.81
206,"ASC","Te","519 avstemninger siste der Åse Michaelsen deltok",26.59
207,"ASC","NT","519 avstemninger siste der Åse Michaelsen deltok",24.08
208,"ASC","SF","519 avstemninger siste der Åse Michaelsen deltok",34.30
209,"ASC","He","519 avstemninger siste der Åse Michaelsen deltok",20.04
210,"ATR","AA","407 avstemninger siste der Anette Trettebergstuen deltok",47.67
211,"ATR","VA","407 avstemninger siste der Anette Trettebergstuen deltok",54.05
212,"ATR","Ro","407 avstemninger siste der Anette Trettebergstuen deltok",59.46
213,"ATR","Ve","407 avstemninger siste der Anette Trettebergstuen deltok",86.00
214,"ATR","No","407 avstemninger siste der Anette Trettebergstuen deltok",86.49
215,"ATR","Os","407 avstemninger siste der Anette Trettebergstuen deltok",74.20
216,"ATR","Ak","407 avstemninger siste der Anette Trettebergstuen deltok",54.55
217,"ATR","Tr","407 avstemninger siste der Anette Trettebergstuen deltok",69.78
218,"ATR","SF","407 avstemninger siste der Anette Trettebergstuen deltok",76.17
219,"ATR","ST","407 avstemninger siste der Anette Trettebergstuen deltok",94.10
220,"ATR","Bu","407 avstemninger siste der Anette Trettebergstuen deltok",72.73
221,"ATR","Ho","407 avstemninger siste der Anette Trettebergstuen deltok",69.53
222,"ATR","MR","407 avstemninger siste der Anette Trettebergstuen deltok",64.37
223,"ATR","Øs","407 avstemninger siste der Anette Trettebergstuen deltok",68.30
224,"ATR","Op","407 avstemninger siste der Anette Trettebergstuen deltok",89.93
225,"ATR","Te","407 avstemninger siste der Anette Trettebergstuen deltok",67.81
226,"ATR","NT","407 avstemninger siste der Anette Trettebergstuen deltok",92.87
227,"ATR","Fi","407 avstemninger siste der Anette Trettebergstuen deltok",75.43
228,"ATR","He","407 avstemninger siste der Anette Trettebergstuen deltok",99.02
229,"ATW","AA","719 avstemninger siste der Anne Tingelstad Wøien deltok",48.40
230,"ATW","VA","719 avstemninger siste der Anne Tingelstad Wøien deltok",58.41
231,"ATW","Øs","719 avstemninger siste der Anne Tingelstad Wøien deltok",66.20
232,"ATW","Ve","719 avstemninger siste der Anne Tingelstad Wøien deltok",79.55
233,"ATW","No","719 avstemninger siste der Anne Tingelstad Wøien deltok",91.52
234,"ATW","Os","719 avstemninger siste der Anne Tingelstad Wøien deltok",73.85
235,"ATW","Ak","719 avstemninger siste der Anne Tingelstad Wøien deltok",61.20
236,"ATW","Ro","719 avstemninger siste der Anne Tingelstad Wøien deltok",57.30
237,"ATW","Tr","719 avstemninger siste der Anne Tingelstad Wøien deltok",69.96
238,"ATW","ST","719 avstemninger siste der Anne Tingelstad Wøien deltok",90.82
239,"ATW","Bu","719 avstemninger siste der Anne Tingelstad Wøien deltok",69.82
240,"ATW","Ho","719 avstemninger siste der Anne Tingelstad Wøien deltok",63.28
241,"ATW","MR","719 avstemninger siste der Anne Tingelstad Wøien deltok",63.98
242,"ATW","Fi","719 avstemninger siste der Anne Tingelstad Wøien deltok",65.65
243,"ATW","Op","719 avstemninger siste der Anne Tingelstad Wøien deltok",97.50
244,"ATW","Te","719 avstemninger siste der Anne Tingelstad Wøien deltok",71.63
245,"ATW","NT","719 avstemninger siste der Anne Tingelstad Wøien deltok",82.34
246,"ATW","SF","719 avstemninger siste der Anne Tingelstad Wøien deltok",74.97
247,"ATW","He","719 avstemninger siste der Anne Tingelstad Wøien deltok",94.85
248,"AWE","AA","594 avstemninger siste der Anders B. Werp deltok",69.36
249,"AWE","VA","594 avstemninger siste der Anders B. Werp deltok",49.33
250,"AWE","Te","594 avstemninger siste der Anders B. Werp deltok",49.16
251,"AWE","Ve","594 avstemninger siste der Anders B. Werp deltok",44.78
252,"AWE","No","594 avstemninger siste der Anders B. Werp deltok",46.80
253,"AWE","Os","594 avstemninger siste der Anders B. Werp deltok",50.67
254,"AWE","Ak","594 avstemninger siste der Anders B. Werp deltok",80.30
255,"AWE","Tr","594 avstemninger siste der Anders B. Werp deltok",47.64
256,"AWE","SF","594 avstemninger siste der Anders B. Werp deltok",52.69
257,"AWE","ST","594 avstemninger siste der Anders B. Werp deltok",46.30
258,"AWE","Bu","594 avstemninger siste der Anders B. Werp deltok",63.30
259,"AWE","Ho","594 avstemninger siste der Anders B. Werp deltok",59.76
260,"AWE","MR","594 avstemninger siste der Anders B. Werp deltok",53.03
261,"AWE","Øs","594 avstemninger siste der Anders B. Werp deltok",48.15
262,"AWE","Op","594 avstemninger siste der Anders B. Werp deltok",46.46
263,"AWE","Ro","594 avstemninger siste der Anders B. Werp deltok",71.04
264,"AWE","NT","594 avstemninger siste der Anders B. Werp deltok",46.63
265,"AWE","Fi","594 avstemninger siste der Anders B. Werp deltok",57.07
266,"AWE","He","594 avstemninger siste der Anders B. Werp deltok",45.79
267,"BEHA","AA","825 avstemninger siste der Bendiks H. Arnesen deltok",49.58
268,"BEHA","VA","825 avstemninger siste der Bendiks H. Arnesen deltok",59.88
269,"BEHA","Øs","825 avstemninger siste der Bendiks H. Arnesen deltok",64.24
270,"BEHA","Ve","825 avstemninger siste der Bendiks H. Arnesen deltok",83.64
271,"BEHA","No","825 avstemninger siste der Bendiks H. Arnesen deltok",92.36
272,"BEHA","Os","825 avstemninger siste der Bendiks H. Arnesen deltok",73.70
273,"BEHA","Ak","825 avstemninger siste der Bendiks H. Arnesen deltok",60.85
274,"BEHA","Ro","825 avstemninger siste der Bendiks H. Arnesen deltok",57.82
275,"BEHA","Tr","825 avstemninger siste der Bendiks H. Arnesen deltok",80.85
276,"BEHA","ST","825 avstemninger siste der Bendiks H. Arnesen deltok",97.94
277,"BEHA","Bu","825 avstemninger siste der Bendiks H. Arnesen deltok",73.33
278,"BEHA","Ho","825 avstemninger siste der Bendiks H. Arnesen deltok",65.45
279,"BEHA","MR","825 avstemninger siste der Bendiks H. Arnesen deltok",59.03
280,"BEHA","Fi","825 avstemninger siste der Bendiks H. Arnesen deltok",69.94
281,"BEHA","Op","825 avstemninger siste der Bendiks H. Arnesen deltok",93.45
282,"BEHA","Te","825 avstemninger siste der Bendiks H. Arnesen deltok",68.24
283,"BEHA","NT","825 avstemninger siste der Bendiks H. Arnesen deltok",85.70
284,"BEHA","SF","825 avstemninger siste der Bendiks H. Arnesen deltok",78.67
285,"BEHA","He","825 avstemninger siste der Bendiks H. Arnesen deltok",96.61
286,"BENH","AA","691 avstemninger siste der Bent Høie deltok",70.19
287,"BENH","VA","691 avstemninger siste der Bent Høie deltok",53.26
288,"BENH","Te","691 avstemninger siste der Bent Høie deltok",49.35
289,"BENH","Ve","691 avstemninger siste der Bent Høie deltok",44.86
290,"BENH","No","691 avstemninger siste der Bent Høie deltok",49.64
291,"BENH","Os","691 avstemninger siste der Bent Høie deltok",56.87
292,"BENH","Ak","691 avstemninger siste der Bent Høie deltok",73.66
293,"BENH","Tr","691 avstemninger siste der Bent Høie deltok",46.89
294,"BENH","SF","691 avstemninger siste der Bent Høie deltok",51.95
295,"BENH","ST","691 avstemninger siste der Bent Høie deltok",46.45
296,"BENH","Bu","691 avstemninger siste der Bent Høie deltok",59.48
297,"BENH","Ho","691 avstemninger siste der Bent Høie deltok",65.70
298,"BENH","MR","691 avstemninger siste der Bent Høie deltok",52.39
299,"BENH","Øs","691 avstemninger siste der Bent Høie deltok",50.51
300,"BENH","Op","691 avstemninger siste der Bent Høie deltok",47.47
301,"BENH","Ro","691 avstemninger siste der Bent Høie deltok",80.46
302,"BENH","NT","691 avstemninger siste der Bent Høie deltok",47.03
303,"BENH","Fi","691 avstemninger siste der Bent Høie deltok",56.87
304,"BENH","He","691 avstemninger siste der Bent Høie deltok",46.45
305,"BLO","AA","697 avstemninger siste der Bjørn Lødemel deltok",67.86
306,"BLO","VA","697 avstemninger siste der Bjørn Lødemel deltok",52.22
307,"BLO","Te","697 avstemninger siste der Bjørn Lødemel deltok",47.49
308,"BLO","Ve","697 avstemninger siste der Bjørn Lødemel deltok",44.05
309,"BLO","No","697 avstemninger siste der Bjørn Lødemel deltok",44.91
310,"BLO","Os","697 avstemninger siste der Bjørn Lødemel deltok",51.65
311,"BLO","Ak","697 avstemninger siste der Bjørn Lødemel deltok",70.44
312,"BLO","Tr","697 avstemninger siste der Bjørn Lødemel deltok",43.62
313,"BLO","SF","697 avstemninger siste der Bjørn Lødemel deltok",55.09
314,"BLO","ST","697 avstemninger siste der Bjørn Lødemel deltok",42.04
315,"BLO","Bu","697 avstemninger siste der Bjørn Lødemel deltok",49.50
316,"BLO","Ho","697 avstemninger siste der Bjørn Lødemel deltok",62.12
317,"BLO","MR","697 avstemninger siste der Bjørn Lødemel deltok",46.77
318,"BLO","Øs","697 avstemninger siste der Bjørn Lødemel deltok",48.06
319,"BLO","Op","697 avstemninger siste der Bjørn Lødemel deltok",43.33
320,"BLO","Ro","697 avstemninger siste der Bjørn Lødemel deltok",71.16
321,"BLO","NT","697 avstemninger siste der Bjørn Lødemel deltok",43.04
322,"BLO","Fi","697 avstemninger siste der Bjørn Lødemel deltok",51.65
323,"BLO","He","697 avstemninger siste der Bjørn Lødemel deltok",41.61
324,"BT","AA","718 avstemninger siste der Borghild Tenden deltok",56.82
325,"BT","VA","718 avstemninger siste der Borghild Tenden deltok",43.87
326,"BT","Te","718 avstemninger siste der Borghild Tenden deltok",48.05
327,"BT","Ve","718 avstemninger siste der Borghild Tenden deltok",40.95
328,"BT","No","718 avstemninger siste der Borghild Tenden deltok",47.63
329,"BT","Os","718 avstemninger siste der Borghild Tenden deltok",45.82
330,"BT","Ak","718 avstemninger siste der Borghild Tenden deltok",64.62
331,"BT","Tr","718 avstemninger siste der Borghild Tenden deltok",42.20
332,"BT","SF","718 avstemninger siste der Borghild Tenden deltok",46.94
333,"BT","ST","718 avstemninger siste der Borghild Tenden deltok",42.48
334,"BT","Bu","718 avstemninger siste der Borghild Tenden deltok",45.54
335,"BT","Ho","718 avstemninger siste der Borghild Tenden deltok",52.23
336,"BT","MR","718 avstemninger siste der Borghild Tenden deltok",44.43
337,"BT","Øs","718 avstemninger siste der Borghild Tenden deltok",44.99
338,"BT","Op","718 avstemninger siste der Borghild Tenden deltok",45.13
339,"BT","Ro","718 avstemninger siste der Borghild Tenden deltok",54.60
340,"BT","NT","718 avstemninger siste der Borghild Tenden deltok",41.64
341,"BT","Fi","718 avstemninger siste der Borghild Tenden deltok",46.10
342,"BT","He","718 avstemninger siste der Borghild Tenden deltok",43.73
343,"BTH","AA","805 avstemninger siste der Bente Thorsen deltok",53.04
344,"BTH","VA","805 avstemninger siste der Bente Thorsen deltok",34.53
345,"BTH","Te","805 avstemninger siste der Bente Thorsen deltok",28.32
346,"BTH","Ve","805 avstemninger siste der Bente Thorsen deltok",25.47
347,"BTH","No","805 avstemninger siste der Bente Thorsen deltok",26.46
348,"BTH","Os","805 avstemninger siste der Bente Thorsen deltok",27.45
349,"BTH","Ak","805 avstemninger siste der Bente Thorsen deltok",52.05
350,"BTH","Tr","805 avstemninger siste der Bente Thorsen deltok",24.84
351,"BTH","SF","805 avstemninger siste der Bente Thorsen deltok",34.16
352,"BTH","ST","805 avstemninger siste der Bente Thorsen deltok",22.24
353,"BTH","Bu","805 avstemninger siste der Bente Thorsen deltok",33.66
354,"BTH","Ho","805 avstemninger siste der Bente Thorsen deltok",45.34
355,"BTH","MR","805 avstemninger siste der Bente Thorsen deltok",36.02
356,"BTH","Øs","805 avstemninger siste der Bente Thorsen deltok",40.00
357,"BTH","Op","805 avstemninger siste der Bente Thorsen deltok",21.49
358,"BTH","Ro","805 avstemninger siste der Bente Thorsen deltok",56.52
359,"BTH","NT","805 avstemninger siste der Bente Thorsen deltok",23.11
360,"BTH","Fi","805 avstemninger siste der Bente Thorsen deltok",34.16
361,"BTH","He","805 avstemninger siste der Bente Thorsen deltok",21.49
362,"BÅH","AA","535 avstemninger siste der Bård Hoksrud deltok",53.64
363,"BÅH","VA","535 avstemninger siste der Bård Hoksrud deltok",31.40
364,"BÅH","Øs","535 avstemninger siste der Bård Hoksrud deltok",41.12
365,"BÅH","Ve","535 avstemninger siste der Bård Hoksrud deltok",26.73
366,"BÅH","No","535 avstemninger siste der Bård Hoksrud deltok",24.86
367,"BÅH","Os","535 avstemninger siste der Bård Hoksrud deltok",25.05
368,"BÅH","Ak","535 avstemninger siste der Bård Hoksrud deltok",56.26
369,"BÅH","Ro","535 avstemninger siste der Bård Hoksrud deltok",51.78
