id,saker_id,emne_id
91400,20126,94
91401,20127,11
91402,20127,40
91403,20127,43
91404,20127,61
91405,20128,11
91406,20128,19
91407,20128,40
91408,20128,43
91409,20128,61
91410,20129,11
91411,20129,61
91412,20130,5
91413,20130,11
91414,20130,40
91415,20130,43
91416,20130,94
91417,20131,6
91418,20131,11
91419,20131,14
91420,20131,122
91421,20132,10
91422,20132,61
91423,20132,65
91424,20132,186
91425,20133,10
91426,20133,61
91427,20133,65
91428,20133,186
91429,20134,10
91430,20134,44
91431,20134,155
91432,20134,186
91752,20135,163
91753,20135,166
91754,20135,170
91755,20135,172
91346,20153,26
91347,20153,151
91348,20154,88
91349,20154,187
95236,20223,185
95237,20223,187
95436,20270,25
95437,20270,41
95438,20270,151
91336,20319,5
91337,20319,11
91338,20319,12
91339,20319,95
91340,20320,10
91341,20320,211
91342,20351,37
91343,20351,61
91344,20351,64
91345,20351,184
91225,20400,11
91226,20400,29
91227,20400,141
91228,20400,151
86908,20401,2
86909,20401,29
86910,20401,107
86911,20401,109
86912,20401,151
91222,20402,29
91223,20402,59
91224,20402,151
91081,20403,29
91082,20403,53
91083,20403,58
91084,20403,151
91085,20403,187
91049,20404,18
91050,20404,40
91051,20404,43
91052,20404,184
91197,20405,6
91198,20405,10
91199,20405,40
91200,20405,41
91201,20405,142
91244,20406,18
91245,20406,105
91246,20406,184
91025,20407,61
91026,20407,63
88923,20408,40
88924,20408,41
91040,20409,11
91041,20409,14
91042,20409,19
88925,20410,40
88926,20410,41
88927,20411,40
91144,20412,61
91145,20412,155
91326,20413,21
91327,20413,139
91266,20414,59
91069,20415,2
91070,20415,106
91029,20416,61
91173,20417,59
91174,20417,143
91175,20417,146
91139,20418,2
91140,20418,10
91141,20418,61
91142,20418,109
91143,20418,186
91030,20419,10
91031,20419,61
91032,20419,186
91179,20420,38
91180,20420,138
91181,20420,184
91293,20421,5
91294,20421,94
91310,20422,32
91311,20422,53
91312,20422,155
91313,20422,159
91314,20422,187
91053,20423,2
91054,20423,106
91055,20423,143
91056,20423,147
91057,20423,189
91315,20424,32
91316,20424,36
91260,20425,18
91261,20425,184
91096,20426,10
91097,20426,48
91098,20426,61
91137,20427,10
91138,20427,186
91078,20428,11
91079,20428,13
91080,20428,187
91317,20429,6
91318,20429,11
91319,20429,17
91320,20429,53
91321,20429,122
91322,20429,187
91075,20430,2
91076,20430,47
91077,20430,106
91058,20431,8
91059,20431,9
91060,20431,99
91061,20431,113
91071,20432,2
91072,20432,47
91208,20433,187
91209,20433,191
91044,20434,10
91045,20434,24
91046,20434,40
91047,20434,46
91048,20434,186
91099,20435,61
91100,20435,66
91073,20436,2
91074,20436,189
91202,20437,11
91203,20437,58
91204,20437,163
91205,20437,180
91206,20437,187
91207,20437,198
91146,20438,2
91147,20438,45
91148,20438,106
91033,20439,113
91034,20439,155
91291,20440,163
91292,20440,173
91257,20441,10
91258,20441,38
91259,20441,184
91101,20442,23
91102,20442,45
91103,20442,46
91104,20442,129
91105,20442,132
91106,20442,139
91035,20449,11
91036,20449,17
91037,20449,61
88921,20450,61
88922,20450,66
91187,20451,98
91188,20451,113
91189,20451,163
91190,20451,173
88934,20452,4
88935,20452,23
88936,20452,73
88937,20452,139
91262,20453,6
91263,20453,142
91166,20454,46
91167,20454,129
91168,20454,133
91214,20455,11
91215,20455,13
91216,20455,141
91038,20456,61
91039,20456,66
91217,20457,29
91218,20457,151
91219,20457,153
91220,20457,155
91221,20457,203
91323,20458,32
91324,20458,159
91325,20458,212
91264,20459,59
91265,20459,193
91182,20460,20
91183,20460,98
91184,20460,113
91185,20460,163
91186,20460,173
91169,20461,8
91170,20461,92
91171,20461,139
91210,20462,143
91211,20462,146
91212,20462,163
91213,20462,173
91172,20463,8
91247,20464,4
91248,20464,5
91249,20464,11
91250,20464,21
91251,20464,71
91252,20464,98
91253,20464,113
91254,20464,139
91255,20464,181
91256,20464,205
91153,20465,46
91154,20465,129
91155,20465,133
91308,20466,10
91309,20466,186
91300,20467,10
91301,20467,39
91302,20467,44
91303,20467,155
91304,20467,184
91305,20467,186
91306,20468,187
91307,20468,192
91297,20469,52
91298,20469,138
91299,20469,184
91269,20470,6
91270,20470,121
91271,20470,163
91272,20470,166
91194,20471,40
91195,20471,163
91196,20471,171
91027,20472,61
91028,20472,66
91273,20473,57
91274,20473,81
91275,20473,187
91149,20474,11
91150,20474,40
91151,20474,43
91152,20474,141
91229,20475,11
91230,20475,141
91231,20475,143
91232,20475,146
91086,20476,11
91087,20476,14
91088,20476,19
91130,20477,2
91131,20477,11
91132,20477,13
91133,20477,17
91134,20477,163
91135,20477,173
91136,20477,179
88928,20478,45
88929,20478,61
88930,20478,66
91160,20479,163
91161,20479,166
91331,20480,21
91332,20480,23
91333,20480,139
91062,20481,6
91063,20481,127
91276,20482,163
91277,20482,167
91191,20483,6
91192,20483,67
91193,20483,121
91043,20484,61
91089,20485,10
91090,20485,48
91281,20486,163
91282,20486,171
91328,20487,21
91329,20487,23
91330,20487,139
91091,20488,10
91092,20488,48
91093,20488,135
91094,20488,138
91095,20488,184
91278,20489,46
91279,20490,163
91280,20490,177
91110,20491,4
91111,20491,74
91112,20491,190
88931,20492,45
88932,20492,98
88933,20492,113
91290,20493,163
91233,20494,11
91234,20494,17
91023,20496,61
91024,20496,64
91176,20497,8
91177,20497,22
91178,20497,163
91162,20498,59
91163,20498,60
91164,20498,99
91165,20498,113
91064,20499,2
91065,20499,106
91066,20499,147
91107,20500,4
91108,20500,74
91109,20500,190
91267,20501,59
91067,20502,2
91068,20502,189
91268,20503,59
91295,20504,28
91296,20504,151
91283,20505,163
91284,20505,171
91285,20505,174
91286,20506,6
91287,20506,121
91288,20506,163
91289,20506,166
91124,20507,2
91125,20507,11
91126,20507,17
91127,20507,163
91128,20507,173
91129,20507,179
91113,20508,21
91114,20508,139
91115,20508,163
91116,20508,166
91235,20509,5
91236,20509,31
91237,20509,32
91238,20509,33
91239,20509,95
91240,20509,134
91241,20509,135
91242,20509,184
91243,20509,212
91334,20513,151
91335,20513,203
91156,20520,2
91157,20520,32
91158,20520,45
91159,20520,179
91117,20521,4
91118,20521,5
91119,20521,74
91120,20521,143
91121,20521,146
91122,20521,190
91123,20521,205
95277,20525,10
95278,20525,81
95279,20525,87
95280,20525,89
95281,20525,92
95282,20525,109
95283,20525,111
95284,20525,112
95285,20525,167
95286,20525,185
95287,20525,186
95288,20525,187
95289,20525,195
95377,20529,10
95378,20529,61
95379,20529,63
95380,20529,185
95381,20529,186
95382,20529,187
95383,20529,191
95222,20530,57
95223,20530,58
95224,20530,185
95225,20530,187
95226,20531,81
95227,20531,187
95228,20531,191
95238,20532,2
95239,20532,4
95240,20532,10
95241,20532,11
95242,20532,46
95243,20532,58
95244,20532,69
95245,20532,71
95246,20532,74
95247,20532,80
95248,20532,81
95249,20532,82
95250,20532,86
95251,20532,87
95252,20532,89
95253,20532,92
95254,20532,109
95255,20532,113
95256,20532,114
95257,20532,119
95258,20532,134
95259,20532,135
95260,20532,148
95261,20532,155
95262,20532,157
95263,20532,178
95264,20532,179
95265,20532,184
95266,20532,185
95267,20532,186
95268,20532,187
95269,20532,191
95270,20532,196
95271,20532,211
95024,20533,4
95025,20533,6
95026,20533,21
95027,20533,22
95028,20533,23
95029,20533,45
95030,20533,49
95031,20533,51
95032,20533,71
95033,20533,73
95034,20533,74
95035,20533,75
95036,20533,86
95037,20533,121
95038,20533,139
95039,20533,140
95040,20533,147
95041,20533,155
95042,20533,163
95043,20533,175
95044,20533,185
95045,20533,187
95046,20533,190
94645,20534,5
94646,20534,6
94647,20534,10
94648,20534,18
94649,20534,22
94650,20534,24
94651,20534,25
94652,20534,37
94653,20534,40
94654,20534,41
94655,20534,42
94656,20534,43
94657,20534,44
94658,20534,51
94659,20534,61
94660,20534,65
94661,20534,67
94662,20534,68
94663,20534,80
94664,20534,83
94665,20534,94
94666,20534,98
94667,20534,113
94668,20534,121
94669,20534,122
94670,20534,124
94671,20534,125
94672,20534,126
94673,20534,127
94674,20534,142
94675,20534,143
94676,20534,145
94677,20534,148
94678,20534,151
94679,20534,154
94680,20534,155
94681,20534,157
94682,20534,163
94683,20534,182
94684,20534,184
94685,20534,185
94686,20534,186
94687,20534,187
94934,20535,11
94935,20535,15
94936,20535,51
94937,20535,59
94938,20535,60
94939,20535,143
94940,20535,155
94941,20535,163
94942,20535,169
94943,20535,177
94944,20535,181
94945,20535,185
94946,20535,187
94947,20535,193
94948,20535,212
95185,20536,11
95186,20536,12
95187,20536,15
95188,20536,16
95189,20536,17
95190,20536,19
95191,20536,22
95192,20536,41
95193,20536,51
95194,20536,141
95195,20536,155
95196,20536,163
95197,20536,165
95198,20536,181
95199,20536,185
95200,20536,187
95201,20536,198
94873,20537,1
94874,20537,6
94875,20537,8
94876,20537,18
94877,20537,22
94878,20537,30
94879,20537,31
94880,20537,32
94881,20537,33
94882,20537,34
94883,20537,35
94884,20537,36
94885,20537,39
94886,20537,45
94887,20537,46
94888,20537,51
94889,20537,68
94890,20537,86
94891,20537,92
94892,20537,105
94893,20537,127
94894,20537,133
94895,20537,155
94896,20537,158
94897,20537,159
94898,20537,160
94899,20537,163
94900,20537,167
94901,20537,183
94902,20537,184
94903,20537,185
94904,20537,187
94905,20537,212
95142,20538,1
95143,20538,5
95144,20538,7
95145,20538,10
95146,20538,18
95147,20538,30
95148,20538,38
95149,20538,39
95150,20538,41
95151,20538,48
95152,20538,49
95153,20538,51
95154,20538,61
95155,20538,94
95156,20538,95
95157,20538,114
95158,20538,135
95159,20538,138
95160,20538,151
95161,20538,155
95162,20538,157
95163,20538,174
95164,20538,184
95165,20538,185
95166,20538,186
95167,20538,187
95168,20538,195
95169,20538,205
95170,20538,220
95055,20539,6
95056,20539,8
95057,20539,9
95058,20539,11
95059,20539,20
95060,20539,22
95061,20539,45
95062,20539,46
95063,20539,51
95064,20539,69
95065,20539,92
95066,20539,99
95067,20539,112
95068,20539,113
95069,20539,114
95070,20539,115
95071,20539,119
95072,20539,128
95073,20539,131
95074,20539,132
95075,20539,133
95076,20539,139
95077,20539,142
95078,20539,143
95079,20539,145
95080,20539,146
95081,20539,155
95082,20539,163
95083,20539,185
95084,20539,187
95085,20539,191
95086,20539,195
95087,20539,196
94842,20540,2
94843,20540,3
94844,20540,51
94845,20540,81
94846,20540,86
94847,20540,106
94848,20540,107
94849,20540,109
94850,20540,111
94851,20540,143
94852,20540,146
94853,20540,147
94854,20540,155
94855,20540,179
94856,20540,185
94857,20540,187
94858,20540,189
94718,20541,10
94719,20541,37
94720,20541,40
94721,20541,41
94722,20541,45
94723,20541,48
94724,20541,49
94725,20541,51
94726,20541,52
94727,20541,61
94728,20541,62
94729,20541,63
94730,20541,64
94731,20541,65
94732,20541,66
94733,20541,134
94734,20541,135
94735,20541,138
94736,20541,155
94737,20541,163
94738,20541,176
94739,20541,184
94740,20541,185
94741,20541,186
94742,20541,187
94743,20541,188
94744,20541,211
94961,20542,18
94962,20542,22
94963,20542,25
94964,20542,49
94965,20542,51
94966,20542,99
94967,20542,113
94968,20542,114
94969,20542,139
94970,20542,151
94971,20542,155
94972,20542,163
94973,20542,167
94974,20542,168
94975,20542,171
94976,20542,173
94977,20542,174
94978,20542,175
94979,20542,176
94980,20542,180
94981,20542,182
94982,20542,184
94983,20542,185
94984,20542,187
94985,20543,163
94986,20543,176
94987,20543,185
94988,20543,187
94690,20544,4
94691,20544,11
94692,20544,21
94693,20544,22
94694,20544,45
94695,20544,51
94696,20544,53
94697,20544,74
94698,20544,81
94699,20544,82
94700,20544,86
94701,20544,87
94702,20544,88
94703,20544,89
94704,20544,99
94705,20544,113
94706,20544,114
94707,20544,119
94708,20544,138
94709,20544,139
94710,20544,155
94711,20544,163
94712,20544,173
94713,20544,174
94714,20544,184
94715,20544,185
94716,20544,187
94717,20544,220
94377,20545,155
94378,20545,157
95089,20546,8
95090,20546,185
95091,20546,187
94268,20551,44
94269,20551,155
95334,20552,25
95335,20552,44
95336,20552,151
95337,20552,155
94194,20553,25
94195,20553,51
94196,20553,151
94197,20553,155
94688,20554,155
94689,20554,157
94591,20556,10
94592,20556,58
94593,20556,80
94594,20556,185
94595,20556,186
94596,20556,187
94859,20557,11
94860,20557,13
94861,20557,20
94862,20557,113
94863,20557,187
94588,20559,87
94589,20559,88
94590,20559,187
94379,20562,143
94949,20564,11
94950,20564,15
94951,20564,51
94952,20564,59
94953,20564,60
94954,20564,155
94955,20564,163
94956,20564,169
94957,20564,177
94958,20564,185
94959,20564,187
94960,20564,193
95088,20566,11
94198,20567,11
94199,20567,14
94200,20567,16
94201,20567,19
94517,20568,11
94864,20570,143
94294,20571,11
94295,20571,12
94296,20571,13
94297,20571,14
94298,20572,11
94299,20572,141
94168,20573,11
94169,20573,13
94170,20577,11
94171,20577,13
93956,20578,11
93957,20578,141
95371,20579,11
95372,20579,14
94445,20580,11
94446,20580,18
94447,20580,141
94448,20580,184
93958,20581,11
93959,20581,12
93960,20582,11
93961,20582,141
94218,20583,1
94219,20583,105
94475,20585,39
94476,20585,184
94443,20586,30
94444,20586,151
94264,20587,5
94265,20587,49
94266,20587,61
94267,20587,94
94471,20588,39
94472,20588,184
94172,20589,18
94173,20589,41
94174,20589,184
94473,20590,138
94474,20590,184
94449,20591,6
94450,20591,121
94451,20591,163
94452,20591,167
95353,20592,8
95354,20592,45
95355,20592,46
95356,20592,69
95357,20592,92
95358,20592,187
95359,20592,192
95050,20593,45
95051,20593,46
95052,20593,69
94215,20594,46
94216,20594,184
94217,20594,220
95053,20595,46
95054,20595,129
95360,20597,2
95361,20597,51
95362,20597,113
95363,20597,119
95364,20597,155
95365,20597,179
95366,20597,187
95367,20597,192
95120,20598,155
94262,20601,4
94263,20601,73
94131,20602,4
94132,20602,74
94133,20602,178
94869,20604,2
94870,20604,109
94871,20604,163
94872,20604,173
94751,20606,10
94752,20606,143
94753,20606,145
94754,20606,186
94755,20607,61
94756,20607,64
94189,20612,61
94190,20612,63
94191,20612,65
94319,20613,25
94320,20613,151
95368,20616,163
95369,20616,173
95370,20616,187
94584,20617,10
94585,20617,163
94586,20617,173
94587,20617,186
95373,20618,5
95374,20618,94
95375,20618,163
95376,20618,173
94839,20619,155
94840,20619,163
94841,20619,173
94989,20621,163
94990,20621,174
94757,20622,61
94758,20622,66
94759,20622,163
94760,20622,173
94761,20622,188
95047,20623,4
95048,20623,163
95049,20623,173
95349,20625,163
95350,20625,166
95351,20625,172
95352,20625,174
94477,20627,22
94478,20627,99
94479,20627,113
94480,20627,139
94481,20627,163
94482,20627,166
94453,20629,22
94454,20629,163
94455,20629,173
93953,20630,154
93954,20630,163
93955,20630,173
94865,20646,31
94866,20646,32
94867,20646,158
94868,20646,212
94220,20647,5
94221,20647,7
94222,20647,18
94223,20647,184
95179,20651,29
95180,20651,151
95181,20651,153
95182,20651,185
95183,20651,187
95184,20651,203
95432,20652,151
95433,20652,185
95434,20652,187
95435,20652,203
94224,20661,5
94225,20661,7
94226,20661,18
94227,20661,184
94464,20662,2
94465,20662,47
94466,20662,106
94467,20663,2
94468,20663,106
95338,20671,25
95339,20671,151
94375,20672,61
94376,20672,63
94527,20674,23
94528,20674,139
94307,20689,49
94308,20689,61
95399,20713,32
95400,20713,159
95401,20714,10
95402,20714,186
95403,20715,10
95404,20715,186
95405,20716,10
95406,20716,186
95407,20717,10
95408,20717,186
95409,20718,10
95410,20718,186
95411,20719,187
95412,20719,192
95426,20726,26
95427,20726,151
95428,20726,163
95429,20726,171
95430,20727,163
95431,20727,180
94469,20731,2
94470,20731,107
94525,20734,23
94526,20734,139
94749,20735,61
94750,20735,62
95345,20736,18
95346,20736,163
95347,20736,174
95348,20736,184
95272,20738,82
95273,20738,112
95274,20738,113
95275,20738,187
95276,20738,191
94045,20739,10
94046,20739,48
94047,20739,49
94048,20739,61
95422,20765,18
95423,20765,163
95424,20765,173
95425,20765,184
95175,20766,11
95176,20766,15
95177,20766,143
95178,20766,146
95342,20770,163
95343,20770,168
95344,20770,180
94745,20779,4
94746,20779,21
94747,20779,71
94748,20779,139
94456,20789,5
94457,20789,7
94458,20789,49
94459,20789,61
94192,20790,5
94193,20790,7
94511,20793,99
94512,20793,113
94513,20793,114
94514,20793,155
94515,20794,6
94516,20794,126
95417,20795,5
95418,20795,25
95419,20795,26
95420,20795,95
95421,20795,151
94597,20814,4
94598,20814,71
95415,20822,81
95416,20822,187
94305,20828,10
94306,20828,48
94533,20829,31
94534,20829,32
94535,20829,158
95413,20834,26
95414,20834,151
95340,20841,6
95341,20841,142
94795,20842,10
94796,20842,186
94529,20844,23
94530,20844,139
94390,20845,2
94391,20845,106
94392,20845,111
94393,20845,189
94300,20849,11
94301,20849,28
94302,20849,53
94303,20849,151
94304,20849,187
94407,20861,29
94408,20861,51
94409,20861,151
94410,20861,155
94411,20861,185
94412,20861,187
94413,20862,29
94414,20862,51
94415,20862,81
94416,20862,151
94417,20862,155
94418,20862,185
94419,20862,187
94420,20863,29
94421,20863,88
94422,20863,89
94423,20863,113
94424,20863,119
94425,20863,138
94426,20863,151
94427,20863,187
94428,20864,29
94429,20864,32
94430,20864,35
94431,20864,151
94432,20864,160
94433,20865,21
94434,20865,29
94435,20865,139
94436,20865,151
94437,20866,10
94438,20866,29
94439,20866,40
94440,20866,41
94441,20866,151
94442,20866,186
95171,20923,5
95172,20923,7
95173,20923,185
95174,20923,187
94544,20924,54
94545,20924,187
95214,20925,11
95215,20925,12
95216,20925,15
95217,20925,141
95218,20925,185
95219,20925,187
94924,20926,32
94925,20926,33
94926,20926,36
94927,20926,160
94928,20926,185
94929,20926,187
95121,20927,18
95122,20927,114
95123,20927,138
95124,20927,174
95125,20927,184
95126,20927,185
95127,20927,187
95128,20927,220
94610,20928,6
94611,20928,67
94612,20928,68
94613,20928,185
94614,20928,187
95109,20929,113
95110,20929,119
95111,20929,143
95112,20929,145
95113,20929,185
95114,20929,187
95115,20930,46
95116,20930,86
95117,20930,89
95118,20930,185
95119,20930,187
94821,20931,2
94822,20931,3
94823,20931,107
94824,20931,179
94825,20931,185
94826,20931,187
94827,20931,189
94787,20932,10
94788,20932,45
94789,20932,61
94790,20932,63
94791,20932,66
94792,20932,185
94793,20932,186
94794,20932,187
94394,20933,10
94395,20933,148
94396,20933,186
95384,20934,52
95385,20934,139
95386,20934,184
95387,20935,8
95388,20935,52
95389,20935,92
95390,20935,184
95391,20936,8
95392,20936,37
95393,20936,92
95394,20936,184
95395,20937,8
95396,20937,52
95397,20937,92
95398,20937,184
95322,20940,10
95323,20940,58
95324,20940,80
95325,20940,185
95326,20940,186
95327,20940,187
94615,20947,155
94616,20947,157
94617,20947,185
94618,20947,187
95318,20948,2
95319,20948,3
95320,20948,185
95321,20948,187
95000,20950,18
95001,20950,163
95002,20950,174
95003,20950,184
95004,20950,185
95005,20950,187
94619,20952,6
94620,20952,126
94621,20952,185
94622,20952,187
94828,20953,143
94829,20953,147
94830,20953,185
94831,20953,187
94906,20954,45
94907,20954,185
94908,20954,187
95330,20961,46
95331,20961,89
95332,20961,185
95333,20961,187
95210,20962,29
95211,20962,151
95212,20962,185
95213,20962,187
94460,20964,138
94461,20964,184
95328,20965,8
95329,20965,92
94542,20981,46
94543,20981,129
94932,20995,59
94933,20995,193
95016,21007,4
95017,21007,163
95018,21007,173
94991,21009,18
94992,21009,22
94993,21009,25
94994,21009,151
94995,21009,155
94996,21009,163
94997,21009,168
94998,21009,174
94999,21009,184
94623,21010,10
94624,21010,44
94625,21010,51
94626,21010,155
94627,21010,157
94628,21010,186
94629,21011,6
94630,21011,10
94631,21011,22
94632,21011,40
94633,21011,43
94634,21011,98
94635,21011,113
94636,21011,125
94637,21011,148
94638,21011,163
94783,21012,10
94784,21012,186
94785,21013,18
94786,21013,184
95202,21014,6
95203,21014,11
95204,21014,12
95205,21014,16
95206,21014,51
95207,21014,141
95208,21014,142
95209,21014,155
94909,21015,1
94910,21015,18
94911,21015,31
94912,21015,32
94913,21015,33
94914,21015,34
94915,21015,35
94916,21015,36
94917,21015,45
94918,21015,105
94919,21015,158
94920,21015,160
94921,21015,183
94922,21015,184
94923,21015,212
95134,21016,18
95135,21016,51
95136,21016,89
95137,21016,135
95138,21016,138
95139,21016,155
95140,21016,184
95141,21016,187
95099,21017,46
95100,21017,51
95101,21017,69
95102,21017,131
95103,21017,133
95104,21017,139
95105,21017,155
95106,21017,187
95107,21017,191
95108,21017,196
95011,21018,21
95012,21018,22
95013,21018,23
95014,21018,139
95015,21018,163
95092,21019,45
95093,21019,113
95094,21019,114
95095,21019,119
95096,21019,143
95097,21019,145
95098,21019,195
95006,21020,4
95007,21020,71
95008,21020,74
95009,21020,139
95010,21020,190
94832,21021,2
94833,21021,86
94834,21021,106
94835,21021,107
94836,21021,109
94837,21021,187
94838,21021,189
94814,21022,10
94815,21022,40
94816,21022,61
94817,21022,65
94818,21022,186
94819,21023,10
94820,21023,186
94257,21027,4
94258,21030,10
94259,21030,61
94260,21030,66
94261,21030,186
94639,21033,98
94640,21033,113
94641,21033,163
94642,21033,173
94643,21040,5
94644,21040,7
95129,21041,5
95130,21041,7
95131,21041,10
95132,21041,95
95133,21041,186
94762,21042,10
94763,21042,40
94764,21042,49
94765,21042,61
94766,21042,62
94767,21042,64
94768,21042,185
94769,21042,186
94770,21042,187
94771,21043,10
94772,21043,49
94773,21043,51
94774,21043,61
94775,21043,62
94776,21043,63
94777,21043,64
94778,21043,66
94779,21043,155
94780,21043,186
94781,21043,188
94782,21043,211
94462,21044,2
94463,21044,189
94051,21045,2
94052,21045,47
94549,21049,53
94550,21049,58
94551,21049,83
94552,21049,187
95290,21061,11
95291,21061,17
94485,21062,99
94486,21062,113
94487,21062,163
94488,21062,166
94489,21062,173
94330,21063,46
94331,21063,132
94388,21064,8
94389,21064,92
94522,21075,8
94523,21075,92
94524,21075,114
94536,21089,61
94537,21089,98
94538,21089,113
94539,21089,163
94540,21089,173
94541,21089,188
94546,21097,53
94547,21097,58
94548,21097,187
94556,21099,81
94557,21099,187
94558,21099,191
94806,21100,61
94807,21100,66
95233,21113,52
95234,21113,163
95235,21113,184
95229,21115,21
95230,21115,22
95231,21115,139
95232,21115,163
94254,21122,61
94255,21122,64
94256,21122,65
94327,21124,10
94328,21124,48
94329,21124,61
94553,21126,81
94554,21126,187
94555,21126,191
95019,21128,6
95020,21129,26
95021,21129,151
95022,21129,163
95023,21129,171
95220,21130,151
95221,21130,203
94808,21131,4
94809,21131,54
94810,21131,58
94811,21131,71
94812,21131,87
94813,21131,187
94930,21132,11
94931,21132,141
94531,21133,32
94532,21133,36
94483,21137,25
94484,21137,151
94324,21141,46
94325,21141,129
94326,21141,133
95292,21147,185
95293,21147,187
95294,21148,185
95295,21148,187
95296,21149,185
95297,21149,187
95298,21150,185
95299,21150,187
95300,21151,185
95301,21151,187
95302,21152,185
95303,21152,187
95304,21153,185
95305,21153,187
95306,21154,185
95307,21154,187
95308,21155,185
95309,21155,187
95310,21156,185
95311,21156,187
95312,21157,185
95313,21157,187
94559,21170,54
94560,21170,187
94506,21171,11
94507,21171,13
94508,21171,187
94317,21172,2
94318,21172,109
94602,21173,46
94603,21173,86
94604,21173,89
94605,21173,185
94606,21173,187
94607,21174,86
94608,21174,185
94609,21174,187
94797,21178,8
94798,21178,92
94799,21179,8
94800,21179,92
94801,21180,8
94802,21180,45
94803,21180,92
94804,21180,139
94805,21182,8
94561,21202,11
94562,21202,40
94563,21202,43
94564,21202,141
94565,21203,46
94566,21203,129
94567,21203,133
94568,21204,10
94569,21204,49
94570,21204,61
94571,21204,186
94572,21205,10
94573,21205,186
94574,21206,10
94575,21206,186
94576,21210,20
94577,21210,113
93605,21217,151
93606,21217,203
94578,21223,10
94579,21223,186
94580,21224,4
94581,21224,58
94582,21224,71
94583,21224,187
94509,21225,28
94510,21225,151
95314,21227,81
95315,21227,88
95316,21227,185
95317,21227,187
94599,21235,37
94600,21235,59
94601,21235,184
94369,21236,80
94370,21236,163
94371,21236,173
94372,21236,184
94373,21236,187
94374,21236,220
94250,21243,23
94251,21243,139
94285,21244,61
94286,21244,63
94287,21244,66
94252,21245,61
94253,21245,63
93420,21246,2
93421,21246,32
93422,21246,109
93423,21246,158
94245,21262,31
94246,21262,32
94247,21263,31
94248,21263,32
94249,21263,159
94490,21264,18
94491,21264,163
94492,21264,166
94493,21264,173
94494,21264,184
94288,21265,11
94289,21265,59
94290,21265,141
94291,21265,163
94292,21265,165
94293,21265,193
94366,21266,139
94367,21266,163
94368,21266,171
94380,21312,59
94381,21312,60
94382,21312,163
94383,21312,177
94384,21312,193
93660,21317,21
93661,21317,139
94356,21318,136
94357,21318,184
94358,21318,187
94359,21318,191
94360,21319,58
94361,21319,187
94362,21320,136
94363,21320,184
94364,21320,187
94365,21320,191
94164,21383,4
94165,21383,52
94166,21383,71
94167,21383,184
94520,21395,151
94521,21395,203
94175,21411,163
94176,21411,168
94177,21411,173
94178,21411,177
94179,21411,180
94349,21412,136
94350,21412,184
94351,21412,187
94352,21412,191
94353,21413,81
94354,21413,187
94355,21413,191
94385,21414,4
94386,21414,74
94387,21414,178
94332,21416,46
94333,21416,98
94334,21416,113
94335,21416,129
94336,21416,133
94270,21417,59
94271,21417,143
94272,21417,146
94041,21422,154
94042,21422,163
94043,21422,167
94044,21422,174
94337,21423,46
94338,21423,98
94339,21423,113
94340,21423,129
94341,21423,133
94273,21435,59
94274,21435,143
94275,21435,146
94049,21436,61
94050,21436,63
94495,21454,51
94496,21454,155
94497,21454,163
94498,21454,168
94206,21455,2
94207,21455,106
94208,21455,107
94237,21481,6
94238,21481,81
94239,21481,127
94240,21481,187
94204,21482,11
94205,21482,141
93692,21483,44
93693,21483,155
93694,21483,158
94241,21484,5
94242,21484,51
94243,21484,155
94244,21484,205
93477,21485,46
93603,21486,10
93604,21486,186
93875,21488,37
93876,21488,44
93877,21488,155
93878,21488,184
93879,21489,5
93880,21489,94
93415,21493,5
93416,21493,52
93417,21493,62
93418,21493,184
93419,21493,205
93873,21494,5
93874,21494,94
93714,21495,40
93715,21495,41
93840,21498,40
93841,21500,40
93802,21504,40
93338,21506,16
93339,21506,33
93340,21506,42
93341,21506,43
93342,21506,49
93343,21506,51
93344,21506,57
93345,21506,63
93346,21506,81
93347,21506,111
93348,21506,138
93349,21506,145
93350,21506,160
93351,21506,168
93352,21506,176
93353,21506,180
93354,21506,185
93355,21506,187
93881,21507,10
93882,21507,186
93994,21511,25
93995,21511,151
93356,21512,10
93357,21512,185
93358,21512,186
93359,21512,187
93360,21513,81
93361,21513,88
93362,21513,185
93363,21513,187
94130,21514,8
93628,21515,8
93629,21515,92
93626,21516,143
93627,21516,146
94281,21518,11
94282,21518,15
94283,21518,59
94284,21518,163
93481,21519,59
93482,21520,59
93483,21520,60
93484,21521,59
93485,21521,193
93716,21523,2
93717,21523,11
93718,21523,14
93719,21523,16
93720,21523,47
93721,21523,49
93722,21523,61
93723,21524,163
93724,21524,166
93725,21524,168
93726,21524,200
93842,21525,11
93843,21525,12
93844,21526,2
93845,21526,10
93846,21526,47
93847,21526,50
93848,21526,187
93849,21526,211
93727,21528,163
93728,21528,176
93729,21528,184
93986,21530,11
93987,21530,17
93988,21530,141
93711,21531,11
93712,21531,12
93713,21531,14
93835,21534,11
93836,21534,163
93819,21538,1
93820,21538,105
93505,21539,32
93506,21539,159
93402,21542,134
93403,21542,135
93404,21542,184
93837,21544,37
93838,21544,52
93839,21544,184
93577,21547,184
93578,21547,220
93799,21552,46
93800,21552,129
93801,21552,133
93630,21553,46
93631,21553,69
93797,21554,46
93798,21554,69
93730,21555,139
93731,21555,163
93732,21555,176
93632,21557,21
93633,21557,23
93634,21557,139
93621,21567,45
93622,21567,113
93623,21567,114
93624,21567,184
