"id","versjon","fornavn","etternavn","foedselsdato","doedsdato","kjoenn","fylke_id","parti_id","top_words_in_questions","top_tfidf_words_in_questions"
"PRH","1.0","Per Rune","Henriksen","1960-03-14 00:00:00","0001-01-01 00:00:00","mann","Ho","A",NULL,NULL
"PS","1.0","Per","Skau","1961-12-10 00:00:00","0001-01-01 00:00:00","mann","Os","A",NULL,NULL
"PSO",NULL,"Per Steinar","Osmundnes","1980-08-20 00:00:00","0001-01-01 00:00:00","mann","SF","KrF",NULL,NULL
"PT","1.0","Petter","Thomassen","1941-04-17 00:00:00","2003-10-08 00:00:00","mann","No","H",NULL,NULL
"PTA","1.0","Per-Willy","Amundsen","1971-01-21 00:00:00","0001-01-01 00:00:00","mann","Tr","FrP","<span class=\"size-1\" name=\"24\"> 
</span><span class=\"size-2\" name=\"21\">Norge</span><span class=\"size-3\" name=\"19\">gjøre</span><span class=\"size-3\" name=\"18\">få</span><span class=\"size-5\" name=\"13\"> (</span><span class=\"size-10\" name=\"12\">norske</span><span class=\"size-6\" name=\"10\">regjeringen</span><span class=\"size-7\" name=\"9\">norsk</span><span class=\"size-7\" name=\"9\">Harstad</span><span class=\"size-7\" name=\"8\">hvorvidt</span><span class=\"size-7\" name=\"8\">frem</span><span class=\"size-7\" name=\"8\">Regjeringen</span><span class=\"size-7\" name=\"8\">Mener</span><span class=\"size-7\" name=\"8\">mener</span><span class=\"size-8\" name=\"7\">innføre</span><span class=\"size-8\" name=\"7\">tiltak</span><span class=\"size-8\" name=\"7\">nr</span><span class=\"size-8\" name=\"7\">bekjempe</span><span class=\"size-8\" name=\"7\">sikre</span><span class=\"size-8\" name=\"7\">barn</span><span class=\"size-8\" name=\"7\">grad</span><span class=\"size-8\" name=\"6\">må</span><span class=\"size-8\" name=\"6\">Stortinget</span><span class=\"size-8\" name=\"6\">kjønnslemlestelse</span><span class=\"size-8\" name=\"6\">står</span><span class=\"size-8\" name=\"6\">saken</span><span class=\"size-8\" name=\"5\">Ifølge</span><span class=\"size-8\" name=\"5\">asylsøkere</span><span class=\"size-8\" name=\"5\">flere</span><span class=\"size-8\" name=\"5\">ovenfor</span>","<span class=\"size-1\" name=\"0.032639864635\"> 
</span><span class=\"size-2\" name=\"0.0298196235573\">Norge</span><span class=\"size-2\" name=\"0.0262702052312\">gjøre</span><span class=\"size-3\" name=\"0.0230610169441\">få</span><span class=\"size-4\" name=\"0.0225433552665\">Harstad</span><span class=\"size-4\" name=\"0.0204991109218\"> (</span><span class=\"size-5\" name=\"0.0188916455143\">norske</span><span class=\"size-5\" name=\"0.017453953417\">regjeringen</span><span class=\"size-5\" name=\"0.0167427458223\">kjønnslemlestelse</span><span class=\"size-6\" name=\"0.0158112301333\">bekjempe</span><span class=\"size-6\" name=\"0.0139602852852\">Mener</span><span class=\"size-6\" name=\"0.0139007979673\">hvorvidt</span><span class=\"size-6\" name=\"0.0138507420814\">innføre</span><span class=\"size-6\" name=\"0.0137895306518\">mener</span><span class=\"size-7\" name=\"0.0130449904951\">grad</span><span class=\"size-7\" name=\"0.0129657273645\">norsk</span><span class=\"size-7\" name=\"0.0125936933821\">erfaringsmessig</span><span class=\"size-7\" name=\"0.0124868538282\">ovenfor</span><span class=\"size-7\" name=\"0.0122579765084\">IMDi</span><span class=\"size-7\" name=\"0.0121789512258\">Regjeringen</span><span class=\"size-7\" name=\"0.012124744887\">stigmatisere</span><span class=\"size-7\" name=\"0.0120172785093\">frem</span><span class=\"size-7\" name=\"0.0113514197926\">UDI</span><span class=\"size-7\" name=\"0.0112124320596\">nr</span><span class=\"size-7\" name=\"0.0108747139741\">tiltak</span><span class=\"size-7\" name=\"0.0108094005417\">barn</span><span class=\"size-7\" name=\"0.0108093623064\">asylsøkere</span><span class=\"size-7\" name=\"0.0106793323276\">står</span><span class=\"size-7\" name=\"0.010624044067\">utlendingsloven</span>"
"PTMO","1.0","Peter Kjeldseth","Moe","1909-05-18 00:00:00","1973-06-30 00:00:00","mann","MR","A",NULL,NULL
"RAA",NULL,"Rannveig Kvifte","Andresen","1967-05-19 00:00:00","0001-01-01 00:00:00","kvinne","Ak","SV",NULL,NULL
"RAAD","1.0","Ragnvald Mikal","Andersen","1899-03-26 00:00:00","1995-02-28 00:00:00","mann",NULL,"A",NULL,NULL
"RACH","1.0","Ragnar Karl Viktor","Christiansen","1922-12-28 00:00:00","0001-01-01 00:00:00","mann","Bu","A",NULL,NULL
"RADL","1.0","Randulf","Dalland","1900-05-04 00:00:00","1984-11-09 00:00:00","mann",NULL,"NKP",NULL,NULL
"RAE","1.0","Rigmor Andersen","Eide","1954-06-26 00:00:00","0001-01-01 00:00:00","kvinne","MR","KrF","<span class=\"size-1\" name=\"20\"> 
</span><span class=\"size-5\" name=\"11\">sikre</span><span class=\"size-6\" name=\"9\">få</span><span class=\"size-6\" name=\"9\">får</span><span class=\"size-10\" name=\"8\">gjøre</span><span class=\"size-10\" name=\"8\">norsk</span><span class=\"size-10\" name=\"8\">år</span><span class=\"size-10\" name=\"8\">kommune</span><span class=\"size-7\" name=\"7\">vurdere</span><span class=\"size-7\" name=\"7\">regjeringen</span><span class=\"size-7\" name=\"7\">prosent</span><span class=\"size-10\" name=\"6\"> (</span><span class=\"size-10\" name=\"6\">Norge</span><span class=\"size-10\" name=\"6\">mer</span><span class=\"size-10\" name=\"6\">må</span><span class=\"size-10\" name=\"6\">Romsdal</span><span class=\"size-10\" name=\"6\">norske</span><span class=\"size-10\" name=\"6\">tiltak</span><span class=\"size-10\" name=\"6\">behandles</span><span class=\"size-10\" name=\"6\">2009</span><span class=\"size-10\" name=\"6\">gjelder</span><span class=\"size-8\" name=\"5\">to</span><span class=\"size-8\" name=\"5\">iverksette</span><span class=\"size-8\" name=\"5\">nye</span><span class=\"size-8\" name=\"5\">2</span><span class=\"size-8\" name=\"5\">nødvendig</span><span class=\"size-8\" name=\"5\">statsrådens</span><span class=\"size-8\" name=\"5\">tonn</span><span class=\"size-8\" name=\"5\">Møre</span><span class=\"size-8\" name=\"5\">tilskudd</span>","<span class=\"size-1\" name=\"0.0364209578383\"> 
</span><span class=\"size-4\" name=\"0.0220778230923\">sikre</span><span class=\"size-5\" name=\"0.0202544616587\">prosent</span><span class=\"size-5\" name=\"0.0187980932209\">får</span><span class=\"size-6\" name=\"0.0181927364932\">behandles</span><span class=\"size-6\" name=\"0.017720231212\">Romsdal</span><span class=\"size-6\" name=\"0.0163597292833\">regjeringen</span><span class=\"size-6\" name=\"0.01560874954\">vurdere</span><span class=\"size-6\" name=\"0.015590016333\">2009</span><span class=\"size-6\" name=\"0.0155194258619\">kommune</span><span class=\"size-6\" name=\"0.0154394817851\">få</span><span class=\"size-6\" name=\"0.0154322277159\">norsk</span><span class=\"size-6\" name=\"0.0148609691238\">tonn</span><span class=\"size-6\" name=\"0.0148109907917\">gjøre</span><span class=\"size-6\" name=\"0.0147366321529\">Møre</span><span class=\"size-7\" name=\"0.0143604283387\">gjelder</span><span class=\"size-7\" name=\"0.014263352095\">maritime</span><span class=\"size-7\" name=\"0.0134950974218\">Troms</span><span class=\"size-7\" name=\"0.013445976037\">statsrådens</span><span class=\"size-7\" name=\"0.0132752176983\">iverksette</span><span class=\"size-7\" name=\"0.0128994478828\">tilskudd</span><span class=\"size-7\" name=\"0.0126685579907\"> (</span><span class=\"size-7\" name=\"0.012648063939\">norske</span><span class=\"size-7\" name=\"0.0126473238399\">Rieber</span><span class=\"size-7\" name=\"0.0124811704329\">tiltak</span><span class=\"size-7\" name=\"0.0123101773102\">Vestnes</span><span class=\"size-7\" name=\"0.0121763783196\">oppdrettsnæringen_</span><span class=\"size-7\" name=\"0.0121055218565\">fiskere</span><span class=\"size-7\" name=\"0.0120147620072\">nødvendig</span>"
"RAF",NULL,"Ragna","Flotve","1960-09-25 00:00:00","0001-01-01 00:00:00","kvinne","Ho","SV",NULL,NULL
"RAGU","1.0","Ragnvald Marensius","Gundersen","1907-08-10 00:00:00","1985-03-12 00:00:00","mann",NULL,"A",NULL,NULL
"RAK",NULL,"Ragnhild Aarflot","Kalland","1960-09-04 00:00:00","0001-01-01 00:00:00","kvinne","MR","Sp",NULL,NULL
"RAS","1.0","Ragnhild","Stolt-Nielsen","1969-04-16 00:00:00","0001-01-01 00:00:00","kvinne","Ho","H",NULL,NULL
"RASE",NULL,"Ragnhild","Setsaas","1950-10-07 00:00:00","0001-01-01 00:00:00","kvinne","ST","SV",NULL,NULL
"RASK",NULL,"Ragnhild","Skjerveggen","1950-02-01 00:00:00","0001-01-01 00:00:00","kvinne","Ho","Sp",NULL,NULL
"RASW","1.0","Rakel","Seweriin","1906-06-26 00:00:00","1995-09-17 00:00:00","kvinne","Os","A",NULL,NULL
"RAUD","1.0","Ragnar","Udjus","1933-10-10 00:00:00","0001-01-01 00:00:00","mann","VA","Sp",NULL,NULL
"RB","1.0","Ragnhild","Barland","1934-09-29 00:00:00","0001-01-01 00:00:00","kvinne","Te","A",NULL,NULL
"RBJ","1.0","Ragna Berget","Jørgensen","1941-11-19 00:00:00","0001-01-01 00:00:00","kvinne","No","A",NULL,NULL
"RE","1.0","Robert","Eriksson","1974-04-23 00:00:00","0001-01-01 00:00:00","mann","NT","FrP","<span class=\"size-1\" name=\"antall: 84\">Nav</span><span class=\"size-5\" name=\"antall: 46\"> 
</span><span class=\"size-5\" name=\"antall: 44\">år</span><span class=\"size-6\" name=\"antall: 40\">få</span><span class=\"size-6\" name=\"antall: 37\">fikk</span><span class=\"size-6\" name=\"antall: 37\">får</span><span class=\"size-6\" name=\"antall: 34\">1</span><span class=\"size-7\" name=\"antall: 33\">NAV</span><span class=\"size-7\" name=\"antall: 28\">fått</span><span class=\"size-8\" name=\"antall: 25\">2010</span><span class=\"size-8\" name=\"antall: 24\"> (</span><span class=\"size-8\" name=\"antall: 23\">riktig</span><span class=\"size-8\" name=\"antall: 21\">må</span><span class=\"size-8\" name=\"antall: 20\">sørge</span><span class=\"size-8\" name=\"antall: 20\">rett</span><span class=\"size-8\" name=\"antall: 19\">regelverket</span><span class=\"size-8\" name=\"antall: 18\">legge</span><span class=\"size-8\" name=\"antall: 17\">jobb</span><span class=\"size-8\" name=\"antall: 17\">gjøre</span><span class=\"size-8\" name=\"antall: 17\">Mener</span><span class=\"size-9\" name=\"antall: 16\">dagens</span><span class=\"size-9\" name=\"antall: 16\">flere</span><span class=\"size-9\" name=\"antall: 15\">Undertegnede</span><span class=\"size-9\" name=\"antall: 15\">januar</span><span class=\"size-9\" name=\"antall: 15\">ta</span><span class=\"size-9\" name=\"antall: 15\">Norge</span><span class=\"size-9\" name=\"antall: 14\"> % </span><span class=\"size-9\" name=\"antall: 14\">mottatt</span><span class=\"size-9\" name=\"antall: 13\">pensjon</span><span class=\"size-9\" name=\"antall: 13\">nr</span>","<span class=\"size-1\" name=\"tfidf: 0.0643283922757\">Nav</span><span class=\"size-7\" name=\"tfidf: 0.0255339935447\">NAV</span><span class=\"size-7\" name=\"tfidf: 0.0232357658422\">fikk</span><span class=\"size-7\" name=\"tfidf: 0.0230292079762\"> 
</span><span class=\"size-7\" name=\"tfidf: 0.0212437625867\">får</span><span class=\"size-8\" name=\"tfidf: 0.0188639701933\">få</span><span class=\"size-8\" name=\"tfidf: 0.0181186234885\">fått</span><span class=\"size-8\" name=\"tfidf: 0.0177533256655\">år</span><span class=\"size-8\" name=\"tfidf: 0.0177049382704\">2010</span><span class=\"size-8\" name=\"tfidf: 0.0160782219345\">riktig</span><span class=\"size-8\" name=\"tfidf: 0.0147403521692\">1</span><span class=\"size-8\" name=\"tfidf: 0.013929672309\"> (</span><span class=\"size-8\" name=\"tfidf: 0.0133703906903\">regelverket</span><span class=\"size-9\" name=\"tfidf: 0.0123455905427\">sørge</span><span class=\"size-9\" name=\"tfidf: 0.0122938501424\">jobb</span><span class=\"size-9\" name=\"tfidf: 0.0119970604327\">Undertegnede</span><span class=\"size-9\" name=\"tfidf: 0.0117005959357\">mottatt</span><span class=\"size-9\" name=\"tfidf: 0.0111385144394\">dagens</span><span class=\"size-9\" name=\"tfidf: 0.0111329605756\">utbetalt</span><span class=\"size-9\" name=\"tfidf: 0.0110654234926\"> % </span><span class=\"size-9\" name=\"tfidf: 0.0109210014447\">Mener</span><span class=\"size-9\" name=\"tfidf: 0.0106434281827\">januar</span><span class=\"size-9\" name=\"tfidf: 0.0105994882706\">kontaktet</span><span class=\"size-9\" name=\"tfidf: 0.0103702268263\">uføretrygd</span><span class=\"size-9\" name=\"tfidf: 0.0100991635229\">rett</span><span class=\"size-9\" name=\"tfidf: 0.0100104204256\">legge</span><span class=\"size-9\" name=\"tfidf: 0.0100013618242\">må</span><span class=\"size-9\" name=\"tfidf: 0.00996219753372\">vises</span><span class=\"size-9\" name=\"tfidf: 0.00968645196536\">flere</span>"
"REAA","1.0","Reidar Magnus","Aamo","1898-08-05 00:00:00","1972-03-29 00:00:00","mann","He","A",NULL,NULL
"REAN","1.0","Reidun","Andreassen","1936-06-15 00:00:00","0001-01-01 00:00:00","kvinne","Øs","A",NULL,NULL
"RECA","1.0","Reidar","Carlsen","1908-07-01 00:00:00","1987-05-02 00:00:00","mann","No","A",NULL,NULL
"REDU","1.0","Reidar","Due","1922-11-04 00:00:00","0001-01-01 00:00:00","mann","NT","Sp",NULL,NULL
"REIG","1.0","Reidun","Gravdahl","1948-01-12 00:00:00","0001-01-01 00:00:00","kvinne","Op","A",NULL,NULL
"REK","1.0","Rune E.","Kristiansen","1948-10-30 00:00:00","0001-01-01 00:00:00","mann","Os","A",NULL,NULL
"RELA","1.0","Reidar T.","Larsen","1923-10-08 00:00:00","2012-02-16 00:00:00","mann","He","SVf",NULL,NULL
"RELY","1.0","Reidar Andreas","Lyseth","1904-07-14 00:00:00","1987-03-01 00:00:00","mann",NULL,"A",NULL,NULL
"RESR","1.0","Reidar","Strømdahl","1913-05-12 00:00:00","2006-12-31 00:00:00","mann","Ve","A",NULL,NULL
"REST","1.0","Reiulf","Steen","1933-08-16 00:00:00","0001-01-01 00:00:00","mann","Ak","A",NULL,NULL
"RF","1.0","Ranveig","Frøiland","1945-09-15 00:00:00","0001-01-01 00:00:00","kvinne","Ho","A",NULL,NULL
"RFH","1.0","Ranja","Hauglid","1945-04-25 00:00:00","0001-01-01 00:00:00","kvinne","Tr","A",NULL,NULL
"RHR","1.0","Rita H.","Roaldsen","1956-07-04 00:00:00","0001-01-01 00:00:00","kvinne","Tr","Sp",NULL,NULL
"RHRE","1.0","Rolf","Reikvam","1948-03-12 00:00:00","0001-01-01 00:00:00","mann","Ak","SV",NULL,NULL
"RIAJ","1.0","Rigmor","Aasrud","1960-06-26 00:00:00","0001-01-01 00:00:00","kvinne","Op","A",NULL,NULL
"RIBR","1.0","Reidar","Bruu","1903-09-11 00:00:00","1989-11-02 00:00:00","mann","Os","H",NULL,NULL
"RIOL","1.0","Rikard","Olsvik","1930-02-06 00:00:00","0001-01-01 00:00:00","mann","MR","A",NULL,NULL
"RJ","1.0","Reidar","Johansen","1955-05-18 00:00:00","0001-01-01 00:00:00","mann","Fi","SV",NULL,NULL
"RJB",NULL,"Rolf Jarle","Brøske","1980-06-28 00:00:00","0001-01-01 00:00:00","mann","MR","H",NULL,NULL
"RK","1.0","Randi","Karlstrøm","1960-06-25 00:00:00","0001-01-01 00:00:00","kvinne","Fi","KrF",NULL,NULL
"RKB","1.0","Rolf Ketil","Bjørn","1938-01-18 00:00:00","2008-11-24 00:00:00","mann","Tr","SV",NULL,NULL
"RKL","1.0","Rigmor","Kofoed-Larsen","1944-03-22 00:00:00","0001-01-01 00:00:00","kvinne","Op","KrF",NULL,NULL
"RL",NULL,"Rikke","Lind","1968-06-27 00:00:00","0001-01-01 00:00:00","kvinne","Ak","A",NULL,NULL
"RNW","1.0","Roy N.","Wetterstad","1963-03-22 00:00:00","0001-01-01 00:00:00","mann","Bu","FrP",NULL,NULL
"ROAH",NULL,"Roald Aga","Haug","1972-07-26 00:00:00","0001-01-01 00:00:00","mann","Ho","A","<span class=\"size-7\" name=\"0\">for lite data til å lage ordsky</span>","<span class=\"size-1\" name=\"0.194185064495\">nærleik</span><span class=\"size-2\" name=\"0.170707275211\">Odda</span><span class=\"size-3\" name=\"0.148886003277\">reguleringsplan</span><span class=\"size-3\" name=\"0.146912859654\">kommunar</span><span class=\"size-4\" name=\"0.131610973882\">størst</span><span class=\"size-5\" name=\"0.109472823882\">ROS-analyser</span><span class=\"size-5\" name=\"0.109472823882\">Mågelitopp</span><span class=\"size-5\" name=\"0.109472823882\">satsingar</span><span class=\"size-5\" name=\"0.109472823882\">koreis</span><span class=\"size-5\" name=\"0.109472823882\">Brukarplan</span><span class=\"size-5\" name=\"0.109472823882\">luftambulansen</span><span class=\"size-5\" name=\"0.109472823882\">kartleggingsverktyet</span><span class=\"size-5\" name=\"0.109472823882\">koplast</span><span class=\"size-5\" name=\"0.109472823882\">forskingsmessig</span><span class=\"size-5\" name=\"0.109472823882\">akuttfunksjonar</span><span class=\"size-5\" name=\"0.109472823882\">rusprevalens</span><span class=\"size-5\" name=\"0.109472823882\">landingsmoglegheiter</span><span class=\"size-5\" name=\"0.109472823882\">industrikommunar</span><span class=\"size-5\" name=\"0.108483034313\">veg</span><span class=\"size-5\" name=\"0.101021960123\">folketalet</span><span class=\"size-5\" name=\"0.101021960123\">helsetilbodet</span><span class=\"size-5\" name=\"0.0988090211039\">Vert</span><span class=\"size-10\" name=\"0.0970925322476\">myndigheitene</span><span class=\"size-6\" name=\"0.0956900587338\">fødetilbod</span><span class=\"size-6\" name=\"0.0945042842736\">belasta</span><span class=\"size-6\" name=\"0.0925710963638\">funna</span><span class=\"size-6\" name=\"0.0910274756294\">dimensjonering</span><span class=\"size-6\" name=\"0.0872391949748\">trong</span><span class=\"size-6\" name=\"0.0868232932728\">pasientgrupper</span>"
"ROBE","1.0","Rolf","Bendiksen","1938-04-12 00:00:00","0001-01-01 00:00:00","mann","No","A",NULL,NULL
"ROBY","1.0","Roald Åsmund","Bye","1928-11-07 00:00:00","2003-04-15 00:00:00","mann","ST","A",NULL,NULL
"ROFJ","1.0","Rolf","Fjeldvær","1926-01-01 00:00:00","0001-01-01 00:00:00","mann","ST","A",NULL,NULL
"ROFU","1.0","Rolf","Furuseth","1915-09-27 00:00:00","1984-05-16 00:00:00","mann","Op","A",NULL,NULL
"ROG","1.0","Roger","Gudmundseth","1938-06-15 00:00:00","0001-01-01 00:00:00","mann","NT","A",NULL,NULL
"ROHL","1.0","Rolf","Hellem","1923-12-26 00:00:00","0001-01-01 00:00:00","mann","No","A",NULL,NULL
"RONI","1.0","Rolf","Nilssen","1928-01-25 00:00:00","2012-07-13 00:00:00","mann","Tr","A",NULL,NULL
"ROPR","1.0","Rolf","Presthus","1936-07-29 00:00:00","1988-01-01 00:00:00","mann","Ak","H",NULL,NULL
"ROSC","1.0","Rolf","Schjerven","1918-10-15 00:00:00","1978-10-26 00:00:00","mann","Ve","H",NULL,NULL
"ROST","1.0","Rolf","Stranger","1891-01-15 00:00:00","1990-06-18 00:00:00","mann","Os","H",NULL,NULL
"RQH","1.0","Ragnhild Queseth","Haarstad","1939-04-04 00:00:00","0001-01-01 00:00:00","kvinne","He","Sp",NULL,NULL
"RRO","1.0","Raymond","Robertsen","1974-09-12 00:00:00","0001-01-01 00:00:00","mann","Fi","H",NULL,NULL
"RS","1.0","Reidar","Sandal","1949-03-24 00:00:00","0001-01-01 00:00:00","mann","SF","A",NULL,NULL
"RSK","1.0","Rune J.","Skjælaaen","1954-01-23 00:00:00","0001-01-01 00:00:00","mann","Ho","Sp",NULL,NULL
"RTK","1.0","Rolf Terje","Klungland","1963-07-06 00:00:00","0001-01-01 00:00:00","mann","VA","A",NULL,NULL
"RTV","1.0","Rita","Tveiten","1954-01-22 00:00:00","0001-01-01 00:00:00","kvinne","Ho","A",NULL,NULL
"RUI","1.0","Anne Helen","Rui","1950-10-14 00:00:00","0001-01-01 00:00:00","kvinne","Ve","A",NULL,NULL
"RUKL",NULL,"Ruth Kleppe","Aakvaag","1938-08-05 00:00:00","0001-01-01 00:00:00","kvinne","Ho","H",NULL,NULL
"RUS","1.0","Ruth","Stenersen","1960-04-03 00:00:00","0001-01-01 00:00:00","kvinne","Tr","KrF",NULL,NULL
"SAF","1.0","Svein","Flåtten","1944-10-14 00:00:00","0001-01-01 00:00:00","mann","Ve","H","<span class=\"size-1\" name=\"78\"> 
</span><span class=\"size-5\" name=\"43\">norsk</span><span class=\"size-5\" name=\"43\">finansministeren</span><span class=\"size-5\" name=\"42\">norske</span><span class=\"size-5\" name=\"41\">gjøre</span><span class=\"size-6\" name=\"38\">nye</span><span class=\"size-6\" name=\"37\">få</span><span class=\"size-6\" name=\"35\">forhold</span><span class=\"size-6\" name=\"34\">Norge</span><span class=\"size-6\" name=\"33\">foreta</span><span class=\"size-6\" name=\"32\">år</span><span class=\"size-7\" name=\"31\">må</span><span class=\"size-7\" name=\"31\">får</span><span class=\"size-7\" name=\"28\">begrunnelsen</span><span class=\"size-7\" name=\"26\">tiltak</span><span class=\"size-8\" name=\"23\">hvorvidt</span><span class=\"size-8\" name=\"23\">mer</span><span class=\"size-8\" name=\"23\">bakgrunn</span><span class=\"size-8\" name=\"23\">mener</span><span class=\"size-8\" name=\"22\">departementet</span><span class=\"size-8\" name=\"21\">andre</span><span class=\"size-8\" name=\"21\">Stortinget</span><span class=\"size-8\" name=\"21\">situasjonen</span><span class=\"size-8\" name=\"20\">Regjeringen</span><span class=\"size-8\" name=\"20\">ta</span><span class=\"size-8\" name=\"20\">Mener</span><span class=\"size-8\" name=\"20\">endringer</span><span class=\"size-8\" name=\"19\">ser</span><span class=\"size-8\" name=\"18\">regjeringen</span><span class=\"size-8\" name=\"18\">medfører</span>","<span class=\"size-1\" name=\"0.0254944521488\"> 
</span><span class=\"size-3\" name=\"0.0184068079341\">finansministeren</span><span class=\"size-4\" name=\"0.0158910211638\">norske</span><span class=\"size-5\" name=\"0.0148880152614\">norsk</span><span class=\"size-5\" name=\"0.0145791195656\">nye</span><span class=\"size-5\" name=\"0.0143538304584\">begrunnelsen</span><span class=\"size-5\" name=\"0.0136240960047\">gjøre</span><span class=\"size-5\" name=\"0.0135200802066\">forhold</span><span class=\"size-5\" name=\"0.0133656387294\">foreta</span><span class=\"size-6\" name=\"0.0116215136596\">får</span><span class=\"size-6\" name=\"0.0116031458905\">Norge</span><span class=\"size-6\" name=\"0.011392568479\">få</span><span class=\"size-7\" name=\"0.0099295225968\">bakgrunn</span><span class=\"size-7\" name=\"0.00970749386703\">tiltak</span><span class=\"size-7\" name=\"0.00963877023822\">må</span><span class=\"size-7\" name=\"0.00960487139689\">hvorvidt</span><span class=\"size-7\" name=\"0.0095279903244\">mener</span><span class=\"size-7\" name=\"0.00941758906148\">endringer</span><span class=\"size-7\" name=\"0.00914540490895\">situasjonen</span><span class=\"size-7\" name=\"0.00881602921543\">medfører</span><span class=\"size-7\" name=\"0.00843048485891\">år</span><span class=\"size-7\" name=\"0.00838780404479\">Mener</span><span class=\"size-7\" name=\"0.00815777396551\">andre</span><span class=\"size-7\" name=\"0.00807520918398\">departementet</span><span class=\"size-7\" name=\"0.00781896930935\">Stortinget</span><span class=\"size-7\" name=\"0.00777571597745\">pst</span><span class=\"size-8\" name=\"0.00755057962039\">regjeringen</span><span class=\"size-8\" name=\"0.00733019484431\">mer</span><span class=\"size-8\" name=\"0.00731751925306\">Regjeringen</span>"
"SAG","1.0","Svein","Gjelseth","1950-02-02 00:00:00","0001-01-01 00:00:00","mann","MR","A",NULL,NULL
"SAR","1.0","Siri Hall","Arnøy","1978-11-28 00:00:00","0001-01-01 00:00:00","kvinne","Ak","SV",NULL,NULL
"SASA","1.0","Salve Andreas","Salvesen","1909-03-23 00:00:00","1975-12-26 00:00:00","mann","VA","A",NULL,NULL
"SB","1.0","Stephen","Bråthen","1964-09-02 00:00:00","0001-01-01 00:00:00","mann","Ak","FrP",NULL,NULL
"SD",NULL,"Sissel","Dagslet","1946-11-30 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"SEB","1.0","Syver","Berge","1939-07-30 00:00:00","0001-01-01 00:00:00","mann","Op","Sp",NULL,NULL
"SEBA","1.0","Steinar","Bastesen","1945-03-26 00:00:00","0001-01-01 00:00:00","mann","No","Kp",NULL,NULL
"SEL","1.0","Stein Erik","Lauvås","1965-05-03 00:00:00","0001-01-01 00:00:00","mann","Øs","A",NULL,NULL
"SEMO","1.0","Sverre L.","Mo","1915-01-25 00:00:00","2002-10-10 00:00:00","mann","Ho","KrF",NULL,NULL
"SEN","1.0","Sigrun","Eng","1951-06-05 00:00:00","0001-01-01 00:00:00","kvinne","Bu","A",NULL,NULL
"SFS","1.0","Siri Frost","Sterri","1944-09-20 00:00:00","0001-01-01 00:00:00","kvinne","ST","H",NULL,NULL
"SFV","1.0","Søren Fredrik","Voie","1949-03-20 00:00:00","0001-01-01 00:00:00","mann","No","H",NULL,NULL
"SHAR","1.0","Svein","Harberg","1958-07-30 00:00:00","0001-01-01 00:00:00","mann","AA","H","<span class=\"size-1\" name=\"14\">sikre</span><span class=\"size-3\" name=\"10\">nye</span><span class=\"size-4\" name=\"9\">bakgrunn</span><span class=\"size-5\" name=\"8\">få</span><span class=\"size-5\" name=\"8\">saken</span><span class=\"size-6\" name=\"6\">godkjent</span><span class=\"size-6\" name=\"6\">fagskole</span><span class=\"size-6\" name=\"6\">får</span><span class=\"size-7\" name=\"5\">elever</span><span class=\"size-7\" name=\"5\">se</span><span class=\"size-7\" name=\"5\">universitets-</span><span class=\"size-7\" name=\"5\">hvorvidt</span><span class=\"size-7\" name=\"5\">lærere</span><span class=\"size-7\" name=\"5\">følge</span><span class=\"size-8\" name=\"4\">ta</span><span class=\"size-8\" name=\"4\"> 
