"id","versjon","fornavn","etternavn","foedselsdato","doedsdato","kjoenn","fylke_id","parti_id","top_words_in_questions","top_tfidf_words_in_questions"
"AAKU","1.0","Aasmund","Kulien","1893-05-04 00:00:00","1988-10-18 00:00:00","mann","VA","A",NULL,NULL
"AALI","1.0","Aase","Lionæs","1907-04-10 00:00:00","1999-01-02 00:00:00","kvinne","Os","A",NULL,NULL
"AAMH","1.0","Åslaug","Haga","1959-10-21 00:00:00","0001-01-01 00:00:00","kvinne","Ak","Sp",NULL,NULL
"AAMO","1.0","Aase","Moløkken","1930-04-27 00:00:00","0001-01-01 00:00:00","kvinne","Bu","A",NULL,NULL
"AARY","1.0","Aani Aanisson","Rysstad","1894-07-13 00:00:00","1965-12-18 00:00:00","mann","AA","A",NULL,NULL
"AAS","1.0","Anita Apelthun","Sæle","1951-12-13 00:00:00","0001-01-01 00:00:00","kvinne","Ho","KrF",NULL,NULL
"AAST","1.0","Arild","Stokkan-Grande","1978-04-05 00:00:00","0001-01-01 00:00:00","mann","NT","A",NULL,NULL
"ABA","1.0","Anne Berit","Andersen","1951-12-02 00:00:00","0001-01-01 00:00:00","kvinne","VA","H",NULL,NULL
"ABIR",NULL,"Abid Q.","Raja","1975-11-05 00:00:00","0001-01-01 00:00:00","mann","Ak","V",NULL,NULL
"ABRA",NULL,"Arne","Braut","1950-10-11 00:00:00","0001-01-01 00:00:00","mann","ST","Sp",NULL,NULL
"ABS","1.0","Anne Brit","Stråtveit","1947-04-22 00:00:00","0001-01-01 00:00:00","kvinne","VA","KrF",NULL,NULL
"AC",NULL,"Akhtar","Chaudhry","1961-07-23 00:00:00","0001-01-01 00:00:00","mann","Os","SV",NULL,NULL
"ACS","1.0","Anders C.","Sjaastad","1942-02-21 00:00:00","0001-01-01 00:00:00","mann","Os","H",NULL,NULL
"AD","1.0","Anneliese","Dørum","1939-10-03 00:00:00","2000-11-04 00:00:00","kvinne","Ak","A",NULL,NULL
"ADA","1.0","André Oktay","Dahl","1975-07-07 00:00:00","0001-01-01 00:00:00","mann","Ak","H","<span class=\"size-1\" name=\"54\">sikre</span><span class=\"size-5\" name=\"32\">sørge</span><span class=\"size-5\" name=\"31\">initiativ</span><span class=\"size-5\" name=\"28\">ta</span><span class=\"size-10\" name=\"27\">Stortinget</span><span class=\"size-6\" name=\"26\">knyttet</span><span class=\"size-6\" name=\"26\">redegjøre</span><span class=\"size-6\" name=\"25\">tiltak</span><span class=\"size-6\" name=\"22\">samt</span><span class=\"size-6\" name=\"22\">bedre</span><span class=\"size-7\" name=\"21\">gi</span><span class=\"size-7\" name=\"21\">vurderer</span><span class=\"size-7\" name=\"20\">forhold</span><span class=\"size-7\" name=\"20\">gjøre</span><span class=\"size-7\" name=\"18\">få</span><span class=\"size-7\" name=\"17\">mer</span><span class=\"size-7\" name=\"17\">Oslo</span><span class=\"size-7\" name=\"17\">politidistrikt</span><span class=\"size-8\" name=\"16\">andre</span><span class=\"size-8\" name=\"16\">politiet</span><span class=\"size-8\" name=\"16\">Regjeringen</span><span class=\"size-8\" name=\"16\">norske</span><span class=\"size-8\" name=\"15\">får</span><span class=\"size-8\" name=\"14\">klargjøre</span><span class=\"size-8\" name=\"14\">regjeringen</span><span class=\"size-8\" name=\"14\">måte</span><span class=\"size-8\" name=\"13\">ansatte</span><span class=\"size-8\" name=\"13\">vurdere</span><span class=\"size-8\" name=\"13\">hvorvidt</span><span class=\"size-8\" name=\"13\">Norge</span>","<span class=\"size-1\" name=\"0.0351909586445\">sikre</span><span class=\"size-4\" name=\"0.0233299813348\">sørge</span><span class=\"size-4\" name=\"0.022040294346\">initiativ</span><span class=\"size-4\" name=\"0.0217753114802\">redegjøre</span><span class=\"size-4\" name=\"0.0214955133351\">knyttet</span><span class=\"size-5\" name=\"0.0181860356553\">Stortinget</span><span class=\"size-5\" name=\"0.018133584995\">vurderer</span><span class=\"size-6\" name=\"0.0169219393019\">samt</span><span class=\"size-6\" name=\"0.0168856524401\">tiltak</span><span class=\"size-6\" name=\"0.0163684364644\">bedre</span><span class=\"size-6\" name=\"0.0160070108812\">politidistrikt</span><span class=\"size-6\" name=\"0.0147753176532\">klargjøre</span><span class=\"size-7\" name=\"0.0139760768386\">forhold</span><span class=\"size-7\" name=\"0.0137198841564\">Hvorledes</span><span class=\"size-7\" name=\"0.01308642071\">politiet</span><span class=\"size-7\" name=\"0.0124421808589\">Oslo</span><span class=\"size-7\" name=\"0.0122867428902\">tilbakemelding</span><span class=\"size-7\" name=\"0.0120260724666\">kriminelle</span><span class=\"size-7\" name=\"0.0120225860618\">gjøre</span><span class=\"size-7\" name=\"0.0113658098729\">sikte</span><span class=\"size-7\" name=\"0.0112438855423\">andre</span><span class=\"size-7\" name=\"0.0109513222524\">norske</span><span class=\"size-7\" name=\"0.0109188268086\">POD</span><span class=\"size-7\" name=\"0.0108259917394\">ansatte</span><span class=\"size-7\" name=\"0.0107612941142\">måte</span><span class=\"size-7\" name=\"0.0106237999076\">regjeringen</span><span class=\"size-7\" name=\"0.0105900478178\">Regjeringen</span><span class=\"size-8\" name=\"0.0105328794465\">grad</span><span class=\"size-8\" name=\"0.0103927484541\">hvorledes</span>"
"ADV","1.0","Åse Gunhild Woie","Duesund","1944-04-18 00:00:00","0001-01-01 00:00:00","kvinne","AA","KrF",NULL,NULL
"AEL","1.0","Anne","Enger","1949-12-09 00:00:00","0001-01-01 00:00:00","kvinne","Ak","Sp",NULL,NULL
"AENG",NULL,"Ann-Kristin","Engstad","1982-04-05 00:00:00","0001-01-01 00:00:00","kvinne","Fi","A",NULL,NULL
"AESO","1.0","Arne","Sortevik","1947-03-12 00:00:00","0001-01-01 00:00:00","mann","Ho","FrP","<span class=\"size-1\" name=\"antall: 283\"> 
</span><span class=\"size-4\" name=\"antall: 175\">sikre</span><span class=\"size-5\" name=\"antall: 143\">Bergen</span><span class=\"size-6\" name=\"antall: 136\"> (</span><span class=\"size-6\" name=\"antall: 122\">bruk</span><span class=\"size-6\" name=\"antall: 120\">viser</span><span class=\"size-6\" name=\"antall: 116\">Norge</span><span class=\"size-7\" name=\"antall: 102\">nr</span><span class=\"size-7\" name=\"antall: 96\">ny</span><span class=\"size-7\" name=\"antall: 93\">tiltak</span><span class=\"size-7\" name=\"antall: 92\">bompenger</span><span class=\"size-7\" name=\"antall: 90\">nye</span><span class=\"size-7\" name=\"antall: 88\">gjennom</span><span class=\"size-7\" name=\"antall: 87\">Stortinget</span><span class=\"size-8\" name=\"antall: 82\"> - </span><span class=\"size-8\" name=\"antall: 81\">bedre</span><span class=\"size-8\" name=\"antall: 81\">gjøre</span><span class=\"size-8\" name=\"antall: 80\">sørge</span><span class=\"size-8\" name=\"antall: 80\">få</span><span class=\"size-8\" name=\"antall: 79\">store</span><span class=\"size-8\" name=\"antall: 77\">frem</span><span class=\"size-8\" name=\"antall: 76\">norske</span><span class=\"size-8\" name=\"antall: 72\">innenfor</span><span class=\"size-8\" name=\"antall: 72\">viktig</span><span class=\"size-8\" name=\"antall: 71\">ta</span><span class=\"size-8\" name=\"antall: 71\">Hordaland</span><span class=\"size-8\" name=\"antall: 71\">svar</span><span class=\"size-8\" name=\"antall: 69\">år</span><span class=\"size-8\" name=\"antall: 66\">gi</span><span class=\"size-8\" name=\"antall: 65\">spørsmål</span>","<span class=\"size-1\" name=\"tfidf: 0.033969695708\"> 
</span><span class=\"size-4\" name=\"tfidf: 0.0237616615582\">Bergen</span><span class=\"size-4\" name=\"tfidf: 0.0231541941685\">sikre</span><span class=\"size-5\" name=\"tfidf: 0.0189298560092\"> (</span><span class=\"size-5\" name=\"tfidf: 0.0182332972308\">bompenger</span><span class=\"size-5\" name=\"tfidf: 0.0178876120167\">viser</span><span class=\"size-6\" name=\"tfidf: 0.0147084414531\">bruk</span><span class=\"size-6\" name=\"tfidf: 0.0145289893768\">Norge</span><span class=\"size-6\" name=\"tfidf: 0.0144231887898\">nr</span><span class=\"size-6\" name=\"tfidf: 0.0138752426366\">Hordaland</span><span class=\"size-7\" name=\"tfidf: 0.0134598937508\"> - </span><span class=\"size-7\" name=\"tfidf: 0.012746703422\">tiltak</span><span class=\"size-7\" name=\"tfidf: 0.0126763863731\">nye</span><span class=\"size-7\" name=\"tfidf: 0.0124592570884\">innenfor</span><span class=\"size-7\" name=\"tfidf: 0.0122268619443\">bedre</span><span class=\"size-7\" name=\"tfidf: 0.0118977543308\">Stortinget</span><span class=\"size-7\" name=\"tfidf: 0.0118376146439\">gjennom</span><span class=\"size-7\" name=\"tfidf: 0.0118373274022\">sørge</span><span class=\"size-7\" name=\"tfidf: 0.0117433766493\">store</span><span class=\"size-7\" name=\"tfidf: 0.01113029379\">oversikt</span><span class=\"size-7\" name=\"tfidf: 0.0111230251618\">NTP</span><span class=\"size-7\" name=\"tfidf: 0.0110797682081\">ny</span><span class=\"size-7\" name=\"tfidf: 0.010912891725\">veier</span><span class=\"size-7\" name=\"tfidf: 0.0109033981993\">viktig</span><span class=\"size-7\" name=\"tfidf: 0.0105595454662\">norske</span><span class=\"size-7\" name=\"tfidf: 0.0102260506127\">Statens</span><span class=\"size-7\" name=\"tfidf: 0.0102212326946\">brukes</span><span class=\"size-7\" name=\"tfidf: 0.0102088839713\">frem</span><span class=\"size-8\" name=\"tfidf: 0.00988277620329\">gjøre</span>"
"AF",NULL,"Aud","Folkestad","1953-02-10 00:00:00","0001-01-01 00:00:00","kvinne","MR","V",NULL,NULL
"AG","1.0","Ansgar","Gabrielsen","1955-05-21 00:00:00","0001-01-01 00:00:00","mann","VA","H",NULL,NULL
"AGEA",NULL,"Åge","Austheim","1983-11-20 00:00:00","0001-01-01 00:00:00","mann","MR","FrP",NULL,NULL
"AGES","1.0","Åge","Starheim","1946-05-23 00:00:00","0001-01-01 00:00:00","mann","SF","FrP","<span class=\"size-1\" name=\"66\">frå</span><span class=\"size-2\" name=\"53\">vert</span><span class=\"size-3\" name=\"48\">Sogn</span><span class=\"size-3\" name=\"47\">Fjordane</span><span class=\"size-5\" name=\"39\"> 
</span><span class=\"size-6\" name=\"30\">ei</span><span class=\"size-7\" name=\"24\">viser</span><span class=\"size-7\" name=\"23\">Helse</span><span class=\"size-7\" name=\"22\">Førde</span><span class=\"size-7\" name=\"21\">ta</span><span class=\"size-7\" name=\"20\">må</span><span class=\"size-7\" name=\"20\">spørsmål</span><span class=\"size-7\" name=\"20\">år</span><span class=\"size-7\" name=\"20\">syte</span><span class=\"size-8\" name=\"19\">få</span><span class=\"size-8\" name=\"17\">kommune</span><span class=\"size-8\" name=\"17\">får</span><span class=\"size-8\" name=\"17\">svar</span><span class=\"size-8\" name=\"16\">desse</span><span class=\"size-8\" name=\"16\">nr</span><span class=\"size-8\" name=\"16\">Statens</span><span class=\"size-8\" name=\"15\">Nordfjordeid</span><span class=\"size-8\" name=\"14\">Stortinget</span><span class=\"size-9\" name=\"13\">datert</span><span class=\"size-9\" name=\"13\">midlar</span><span class=\"size-9\" name=\"12\">svært</span><span class=\"size-9\" name=\"12\">går</span><span class=\"size-9\" name=\"12\">initiativ</span><span class=\"size-9\" name=\"11\">andre</span><span class=\"size-9\" name=\"11\">Vik</span>","<span class=\"size-1\" name=\"0.0643096745854\">frå</span><span class=\"size-2\" name=\"0.0562069469507\">Fjordane</span><span class=\"size-2\" name=\"0.0556561163638\">Sogn</span><span class=\"size-3\" name=\"0.0474716191844\">vert</span><span class=\"size-6\" name=\"0.0289334009932\">Førde</span><span class=\"size-6\" name=\"0.027676230398\"> 
</span><span class=\"size-7\" name=\"0.0251112836807\">syte</span><span class=\"size-7\" name=\"0.0225886947317\">Helse</span><span class=\"size-7\" name=\"0.0219362257538\">Nordfjordeid</span><span class=\"size-7\" name=\"0.02115283823\">viser</span><span class=\"size-8\" name=\"0.0182764982205\">desse</span><span class=\"size-8\" name=\"0.0177391318059\">spørsmål</span><span class=\"size-8\" name=\"0.0164292360873\">midlar</span><span class=\"size-8\" name=\"0.0163672717873\">ei</span><span class=\"size-8\" name=\"0.0156025104303\">Statens</span><span class=\"size-8\" name=\"0.0147513339399\">datert</span><span class=\"size-8\" name=\"0.0138369755558\">får</span><span class=\"size-8\" name=\"0.0135946837457\">Vik</span><span class=\"size-8\" name=\"0.0135014738315\">må</span><span class=\"size-8\" name=\"0.0133729428987\">nr</span><span class=\"size-8\" name=\"0.0132602097951\">kommunane</span><span class=\"size-9\" name=\"0.0128515511115\">kommune</span><span class=\"size-9\" name=\"0.0127017854835\">få</span><span class=\"size-9\" name=\"0.0126534172203\">Vikafjellet</span><span class=\"size-9\" name=\"0.0125307744655\">rusposten</span><span class=\"size-9\" name=\"0.0124261250882\">svar</span><span class=\"size-9\" name=\"0.0119556213361\">kjend</span><span class=\"size-9\" name=\"0.0114399419116\">år</span><span class=\"size-9\" name=\"0.0114186577124\">svært</span>"
"ÅGET","1.0","Åge","Tovan","1947-09-21 00:00:00","0001-01-01 00:00:00","mann","Ak","A",NULL,NULL
"ÅGHO","1.0","Åge","Hovengen","1927-12-21 00:00:00","0001-01-01 00:00:00","mann","Op","A",NULL,NULL
"ÅGRA","1.0","Åge","Ramberg","1921-09-28 00:00:00","1991-08-24 00:00:00","mann","Ve","KrF",NULL,NULL
"AGRE","1.0","Agnes","Reiten","1940-04-30 00:00:00","0001-01-01 00:00:00","kvinne","MR","KrF",NULL,NULL
"AGV","1.0","Ågot","Valle","1945-05-26 00:00:00","0001-01-01 00:00:00","kvinne","Ho","SV",NULL,NULL
"AH","1.0","Anne","Holt","1958-11-16 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"AHE",NULL,"Alvhild","Hedstein","1966-09-28 00:00:00","0001-01-01 00:00:00","kvinne","Os","V",NULL,NULL
"AHI","1.0","Arild","Hiim","1945-08-17 00:00:00","0001-01-01 00:00:00","mann","Bu","H",NULL,NULL
"AHK","1.0","Aud Herbjørg","Kvalvik","1956-12-18 00:00:00","0001-01-01 00:00:00","kvinne","ST","SV",NULL,NULL
"AHO",NULL,"Anders","Hornslien","1970-12-06 00:00:00","0001-01-01 00:00:00","mann","Os","A",NULL,NULL
"AHU","1.0","Arne","Haukvik","1926-02-12 00:00:00","2002-08-21 00:00:00","mann","Os","Sp",NULL,NULL
"AIJF",NULL,"Arvid","Falch","1929-02-22 00:00:00","0001-01-01 00:00:00","mann",NULL,NULL,NULL,NULL
"AIS","1.0","Alf Ivar","Samuelsen","1942-02-28 00:00:00","0001-01-01 00:00:00","mann","No","Sp",NULL,NULL
"AJB",NULL,"Astrid","Bekkenes","1947-07-05 00:00:00","0001-01-01 00:00:00","kvinne","VA","V",NULL,NULL
"AJI",NULL,"Anne June","Iversen","1964-02-04 00:00:00","0001-01-01 00:00:00","kvinne","SF","FrP",NULL,NULL
"AJO",NULL,"Allan","Johansen","1947-05-13 00:00:00","0001-01-01 00:00:00","mann","No","FrP",NULL,NULL
"AJW",NULL,"Aase Joa","Wiig","1936-07-06 00:00:00","0001-01-01 00:00:00","kvinne","VA","Sp",NULL,NULL
"ÅK","1.0","Åse","Klundelien","1946-01-08 00:00:00","0001-01-01 00:00:00","kvinne","Ak","FrP",NULL,NULL
"AKFO","1.0","Aksel","Fossen","1919-11-29 00:00:00","2009-08-31 00:00:00","mann","Ho","A",NULL,NULL
"AKG",NULL,"Anne K.","Grimsrud","1954-08-27 00:00:00","0001-01-01 00:00:00","kvinne","Bu","Sp",NULL,NULL
"ÅKO","1.0","Åge","Konradsen","1954-09-28 00:00:00","0001-01-01 00:00:00","mann","Tr","H",NULL,NULL
"AKSH","1.0","Aksel","Hagen","1953-10-04 00:00:00","0001-01-01 00:00:00","mann","Op","SV",NULL,NULL
"AKSY","1.0","Anne Kristin","Sydnes","1956-05-13 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"AL","1.0","Arne","Lyngstad","1962-05-10 00:00:00","0001-01-01 00:00:00","mann","NT","KrF",NULL,NULL
"ALBA",NULL,"Alf M.","Bakken","1962-06-27 00:00:00","0001-01-01 00:00:00","mann",NULL,NULL,NULL,NULL
"ALBJ","1.0","Alf Martin","Bjørnø","1923-11-10 00:00:00","1991-08-02 00:00:00","mann","Ve","A",NULL,NULL
"ALEH","1.0","Alf Egil","Holmelid","1947-12-13 00:00:00","0001-01-01 00:00:00","mann","VA","SV",NULL,NULL
"ALFO","1.0","Alv Jakob","Fostervoll","1932-01-20 00:00:00","0001-01-01 00:00:00","mann","MR","A",NULL,NULL
"ALHE","1.0","Alfred Meyer","Henningsen","1918-04-26 00:00:00","2012-09-12 00:00:00","mann","Tr","A",NULL,NULL
"ALIA",NULL,"Athar","Ali","1961-03-05 00:00:00","0001-01-01 00:00:00","mann",NULL,NULL,NULL,NULL
"ALJ","1.0","Anna","Ljunggren","1984-06-13 00:00:00","0001-01-01 00:00:00","kvinne","No","A",NULL,NULL
"ALJA",NULL,"Alf E.","Jakobsen","1952-01-11 00:00:00","0001-01-01 00:00:00","mann","Fi","A",NULL,NULL
"ALJØ","1.0","Alf-Eivind","Ljøstad","1935-05-10 00:00:00","0001-01-01 00:00:00","mann","AA","KrF",NULL,NULL
"ALKJ","1.0","Alv","Kjøs","1894-06-04 00:00:00","1990-04-14 00:00:00","mann","He","H",NULL,NULL
"ALNI","1.0","Alfred Sigurd","Nilsen","1891-09-04 00:00:00","1977-08-02 00:00:00","mann",NULL,"A",NULL,NULL
"ALTH","1.0","Alfred","Thommesen","1914-06-02 00:00:00","1988-12-31 00:00:00","mann","AA","H",NULL,NULL
"ALVÅ","1.0","Alfred Leonard Kristian","Vågnes","1880-04-13 00:00:00","1970-10-12 00:00:00","mann","Fi","NKP",NULL,NULL
"ALYS","1.0","Audun","Lysbakken","1977-09-30 00:00:00","0001-01-01 00:00:00","mann","Ho","SV",NULL,NULL
"AMN","1.0","Astrid Marie","Nistad","1938-12-09 00:00:00","0001-01-01 00:00:00","kvinne","SF","A",NULL,NULL
"AMSK","1.0","Amund Rasmussen","Skarholt","1892-03-31 00:00:00","1956-04-28 00:00:00","mann","ST","A",NULL,NULL
"AMSÆ","1.0","Ambjørg","Sælthun","1922-07-27 00:00:00","2012-01-02 00:00:00","kvinne","SF","Sp",NULL,NULL
"AMW",NULL,"Astri","Wessel","1947-09-09 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"ANA","1.0","Anders","Anundsen","1975-11-17 00:00:00","0001-01-01 00:00:00","mann","Ve","FrP","<span class=\"size-1\" name=\"antall: 54\">sikre</span><span class=\"size-4\" name=\"antall: 37\">bidra</span><span class=\"size-4\" name=\"antall: 37\">mener</span><span class=\"size-5\" name=\"antall: 32\">gjøre</span><span class=\"size-10\" name=\"antall: 27\">får</span><span class=\"size-10\" name=\"antall: 27\">Mener</span><span class=\"size-6\" name=\"antall: 24\">måte</span><span class=\"size-7\" name=\"antall: 19\">få</span><span class=\"size-7\" name=\"antall: 19\">Norge</span><span class=\"size-7\" name=\"antall: 19\">elever</span><span class=\"size-8\" name=\"antall: 16\">ta</span><span class=\"size-8\" name=\"antall: 16\">Vestfold</span><span class=\"size-8\" name=\"antall: 16\">foreta</span><span class=\"size-8\" name=\"antall: 14\">slike</span><span class=\"size-8\" name=\"antall: 14\">regelverket</span><span class=\"size-8\" name=\"antall: 14\">Larvik</span><span class=\"size-8\" name=\"antall: 13\">andre</span><span class=\"size-8\" name=\"antall: 13\">sørge</span><span class=\"size-8\" name=\"antall: 13\">Stortinget</span><span class=\"size-8\" name=\"antall: 13\">fortsatt</span><span class=\"size-8\" name=\"antall: 13\">bedre</span><span class=\"size-8\" name=\"antall: 12\">forsikre</span><span class=\"size-8\" name=\"antall: 12\">saken</span><span class=\"size-8\" name=\"antall: 11\">forhold</span><span class=\"size-8\" name=\"antall: 11\">gjennom</span><span class=\"size-8\" name=\"antall: 11\">Regjeringen</span><span class=\"size-8\" name=\"antall: 11\">vurdere</span><span class=\"size-8\" name=\"antall: 11\">rett</span><span class=\"size-8\" name=\"antall: 11\">offentlige</span><span class=\"size-8\" name=\"antall: 11\">tiltak</span>","<span class=\"size-1\" name=\"tfidf: 0.0410577506298\">sikre</span><span class=\"size-3\" name=\"tfidf: 0.0323535886284\">mener</span><span class=\"size-3\" name=\"tfidf: 0.0308159984352\">bidra</span><span class=\"size-5\" name=\"tfidf: 0.0238991830476\">Mener</span><span class=\"size-5\" name=\"tfidf: 0.0224378368179\">gjøre</span><span class=\"size-5\" name=\"tfidf: 0.0215228291941\">måte</span><span class=\"size-5\" name=\"tfidf: 0.0213579163299\">får</span><span class=\"size-6\" name=\"tfidf: 0.0188036646577\">elever</span><span class=\"size-6\" name=\"tfidf: 0.0184662329904\">Larvik</span><span class=\"size-6\" name=\"tfidf: 0.0181572146383\">Vestfold</span><span class=\"size-7\" name=\"tfidf: 0.0136767271458\">Norge</span><span class=\"size-7\" name=\"tfidf: 0.0136764410676\">foreta</span><span class=\"size-7\" name=\"tfidf: 0.013575680694\">regelverket</span><span class=\"size-7\" name=\"tfidf: 0.0132311744208\">forsikre</span><span class=\"size-7\" name=\"tfidf: 0.0127765583168\">slike</span><span class=\"size-7\" name=\"tfidf: 0.0125626796487\">fortsatt</span><span class=\"size-7\" name=\"tfidf: 0.012345354848\">få</span><span class=\"size-8\" name=\"tfidf: 0.0112785619843\">bedre</span><span class=\"size-8\" name=\"tfidf: 0.011055363292\">sørge</span><span class=\"size-8\" name=\"tfidf: 0.010653504495\">andre</span><span class=\"size-8\" name=\"tfidf: 0.0106529923558\">offentlige</span><span class=\"size-8\" name=\"tfidf: 0.010639396775\">tilgang</span><span class=\"size-8\" name=\"tfidf: 0.0102193476366\">elevene</span><span class=\"size-8\" name=\"tfidf: 0.0102161957316\">Stortinget</span><span class=\"size-8\" name=\"tfidf: 0.00993901592812\">saken</span><span class=\"size-8\" name=\"tfidf: 0.00976963931598\">årsaken</span><span class=\"size-8\" name=\"tfidf: 0.00960964945475\">foreligger</span><span class=\"size-8\" name=\"tfidf: 0.00928838650652\">vurdere</span><span class=\"size-8\" name=\"tfidf: 0.00913633783528\">utdanning</span>"
"ANAA",NULL,"Anne","Aakervik","1947-05-09 00:00:00","0001-01-01 00:00:00","kvinne","Os","A",NULL,NULL
"ANAL","1.0","Anton Ludvik","Alvestad","1883-05-07 00:00:00","1956-07-02 00:00:00","mann",NULL,"A",NULL,NULL
"ANAU","1.0","Anders John","Aune","1923-05-01 00:00:00","2011-11-13 00:00:00","mann","Fi","FFF",NULL,NULL
"ANBA","1.0","Anne-Lise","Bakken","1952-03-30 00:00:00","0001-01-01 00:00:00","kvinne","He","A",NULL,NULL
"ANBE","1.0","Anton","Berge","1892-10-29 00:00:00","1951-07-04 00:00:00","mann","Øs","A",NULL,NULL
"ANBL","1.0","Anne Marie","Blomstereng","1940-07-12 00:00:00","0001-01-01 00:00:00","kvinne","Tr","A",NULL,NULL
"ANBØ","1.0","Anders Johanneson","Bøyum","1890-10-23 00:00:00","1962-04-22 00:00:00","mann","SF","V",NULL,NULL
"ANCB","1.0","Anna Ceselie Brustad","Moe","1975-05-08 00:00:00","0001-01-01 00:00:00","kvinne","NT","Sp",NULL,NULL
"ANDJ","1.0","Anton Olai Normann Ingebrigtsen","Djupvik","1881-06-06 00:00:00","1951-03-24 00:00:00","mann","No","V",NULL,NULL
"ANH","1.0","Annelise","Høegh","1948-07-26 00:00:00","0001-01-01 00:00:00","kvinne","Os","H",NULL,NULL
"ANHO",NULL,"Anne Marie Svare","Holand","1936-05-29 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"ANHV","1.0","Anders","Hove","1885-01-08 00:00:00","1978-02-14 00:00:00","mann",NULL,"A",NULL,NULL
"ANIN","1.0","Anne-Olaug","Ingeborgrud","1925-04-28 00:00:00","2003-03-17 00:00:00","kvinne","Ak","KrF",NULL,NULL
"ANKO",NULL,"Anne Karin","Olli","1964-12-21 00:00:00","0001-01-01 00:00:00","kvinne","Fi","H","<span class=\"size-7\" name=\"0\">for lite data til å lage ordsky</span>","<span class=\"size-1\" name=\"0.316618160016\">Nordkapp</span><span class=\"size-6\" name=\"0.134492902339\">grense</span><span class=\"size-6\" name=\"0.131772843561\">kongekrabbeforvaltningen_</span><span class=\"size-6\" name=\"0.131772843561\">26°Ø</span><span class=\"size-6\" name=\"0.131772843561\">helikopterhjelp</span><span class=\"size-6\" name=\"0.131772843561\">havsnød</span><span class=\"size-7\" name=\"0.121600507555\">løypen</span><span class=\"size-7\" name=\"0.121600507555\">hensiktsmessig\"</span><span class=\"size-7\" name=\"0.118936784662\">kongekrabbefisket</span><span class=\"size-7\" name=\"0.118936784662\">Forliset</span><span class=\"size-7\" name=\"0.118936784662\">Kamaro</span><span class=\"size-7\" name=\"0.116870640668\">vestover</span><span class=\"size-7\" name=\"0.116870640668\">kystsamfunn</span><span class=\"size-7\" name=\"0.113755156996\">tilfeldigheter</span><span class=\"size-7\" name=\"0.113755156996\">kongekrabbefiske</span><span class=\"size-7\" name=\"0.111428171549\">Finnmarkskysten</span><span class=\"size-7\" name=\"0.111428171549\">fiskebåten</span><span class=\"size-7\" name=\"0.108023312474\">_evaluering</span><span class=\"size-7\" name=\"0.106100725763\">fastslår</span><span class=\"size-7\" name=\"0.100594178469\">raflytting</span><span class=\"size-7\" name=\"0.0983384184443\">kommersielle</span><span class=\"size-7\" name=\"0.0978509764676\">Konsekvensen</span><span class=\"size-8\" name=\"0.0937091966709\">geografisk</span><span class=\"size-8\" name=\"0.0862852983231\">kriterier</span><span class=\"size-8\" name=\"0.0831406821905\">viste</span><span class=\"size-8\" name=\"0.0812211258378\">fritt</span><span class=\"size-8\" name=\"0.0789292299989\">grensen</span><span class=\"size-8\" name=\"0.0788069937779\">imidlertid</span><span class=\"size-8\" name=\"0.0783624639707\">sikkerheten</span>"
"ANLA","1.0","Anders","Lange","1904-09-05 00:00:00","1974-10-18 00:00:00","mann","Os","ALP",NULL,NULL
"ANLO","1.0","Annemarie","Lorentzen","1921-09-23 00:00:00","2008-06-30 00:00:00","kvinne","Fi","A",NULL,NULL
"ANMB","1.0","Anne Marit","Bjørnflaten","1969-06-18 00:00:00","0001-01-01 00:00:00","kvinne","Tr","A",NULL,NULL
"ANML","1.0","Anne Margrethe","Larsen","1950-05-28 00:00:00","0001-01-01 00:00:00","kvinne","VA","V",NULL,NULL
"ANND","1.0","Anders Tjøstolvsen","Noddeland","1885-01-08 00:00:00","1960-05-22 00:00:00","mann","AA","V",NULL,NULL
"ANNH","1.0","Anniken","Huitfeldt","1969-11-29 00:00:00","0001-01-01 00:00:00","kvinne","Ak","A",NULL,NULL
"ANNS","1.0","André N.","Skjelstad","1965-08-27 00:00:00","0001-01-01 00:00:00","mann","NT","V",NULL,NULL
"ANRY","1.0","Anton","Ryen","1894-12-15 00:00:00","1968-02-17 00:00:00","mann","Op","B",NULL,NULL
"ANS","1.0","Anne-Grete","Strøm-Erichsen","1949-10-21 00:00:00","0001-01-01 00:00:00","kvinne","Ho","A",NULL,NULL
"ANSE","1.0","Anne-Lise","Steinbach","1935-06-03 00:00:00","0001-01-01 00:00:00","kvinne","No","A",NULL,NULL
"ANSL","1.0","Anton","Skulberg","1921-12-29 00:00:00","2012-08-30 00:00:00","mann","Øs","Sp",NULL,NULL
"ANSÆ",NULL,"Ann-Marit","Sæbønes","1945-12-11 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"ANSØ","1.0","Anders","Sæterøy","1901-08-06 00:00:00","1991-06-10 00:00:00","mann","MR","A",NULL,NULL
"ANT","1.0","Anders","Talleraas","1946-02-04 00:00:00","0001-01-01 00:00:00","mann","MR","H",NULL,NULL
