id,saker_id,"personer_id"
14338,5860,"SIVE"
14308,5861,"FFG"
13324,5862,"JOLØ"
13712,5863,"HE"
13711,5864,"ANT"
13707,5865,"ARAS"
13702,5866,"AUAU"
13710,5867,"PKF"
13704,5868,"SVMA"
13705,5869,"PAN"
13706,5870,"LK"
14307,5871,"FFG"
13703,5872,"LOSO"
13708,5873,"JK"
13709,5875,"SIRØ"
14337,5876,"JOBR"
14379,5877,"INBO"
14221,5878,"BJEI"
14291,5879,"KBO"
14371,5880,"INHÅ"
14381,5881,"HE"
14191,5882,"BTG"
14292,5883,"RF"
14310,5884,"INSV"
14270,5885,"ROBE"
14271,5886,"HAJE"
14370,5887,"PAN"
14362,5888,"SFS"
14339,5889,"IGO"
14340,5890,"AHI"
14272,5891,"INSV"
14353,5892,"RF"
14328,5893,"GS"
14383,5894,"KHA"
14208,5896,"AUAU"
14341,5897,"RB"
14363,5898,"INPE"
14342,5899,"JOLØ"
14372,5900,"FFG"
14382,5901,"JAFÅ"
14258,5902,"PC"
14394,5903,"GUOL"
14303,5904,"OA"
14352,5907,"ASHA"
14393,5908,"KSP"
14384,5909,"THGU"
14385,5910,"STMA"
14369,5911,"STEH"
14330,5912,"BJEI"
14386,5913,"JTS"
14387,5914,"KL"
14364,5915,"BRHA"
14365,5915,"INPE"
14375,5917,"PKF"
14143,5918,"SFS"
14344,5919,"THGU"
13320,5921,"JP"
13321,5923,"JP"
13322,5924,"JP"
13323,5932,"REST"
14329,5936,"SIGR"
14300,5937,"SHL"
14343,5938,"INPE"
14373,5939,"KKG"
14304,5940,"TKV"
14358,5941,"PKF"
14374,5943,"GS"
14309,5948,"JMN"
14391,5952,"INWI"
14388,5953,"OLUE"
14389,5954,"PÅSK"
14392,5956,"INWI"
14390,5957,"PÅSK"
14355,5958,"TWI"
14255,5960,"ÅK"
14349,5961,"VK"
14367,5962,"ROG"
14368,5963,"ROG"
14380,5964,"TKV"
14378,5965,"ED"
14348,5968,"JOLØ"
14361,5970,"SKB"
14327,5971,"JP"
14299,5980,"GUPR"
14377,5981,"PKF"
14314,5982,"PKF"
14350,5985,"ASHA"
14366,5986,"EGR"
14360,5992,"GUB"
14359,5994,"ERWR"
14318,5995,"AD"
14319,5995,"KAGA"
14354,5996,"MN"
14351,5997,"ASHA"
14347,6000,"TRJE"
14332,6001,"RJ"
14333,6002,"JOLØ"
14316,6003,"INWI"
14356,6004,"THKN"
14317,6005,"FFG"
14335,6008,"JS"
14334,6010,"ARAS"
14325,6011,"STEH"
14336,6012,"AEL"
14357,6013,"MAWD"
14345,6014,"MAKV"
14326,6015,"ED"
14302,6016,"ERF"
14346,6017,"PÅSK"
14323,6018,"ANH"
14324,6019,"BTG"
14315,6020,"JK"
14321,6022,"HEHU"
14313,6023,"STMA"
14290,6025,"TB"
14320,6026,"ODPE"
14331,6027,"SHL"
14322,6028,"ERWR"
14311,6029,"PKF"
14312,6030,"PKF"
14305,6031,"GF"
14259,6039,"TWI"
14253,6040,"OLUE"
14260,6041,"TWI"
14242,6042,"THGU"
14301,6043,"ROG"
14268,6044,"ROBE"
14297,6045,"GR"
14298,6046,"MAKV"
14289,6047,"STEH"
14280,6049,"FFG"
14145,6050,"BR"
14192,6051,"AHI"
14222,6052,"PAN"
14142,6053,"BR"
14144,6054,"PAN"
14125,6055,"AHI"
14126,6056,"AHI"
14269,6057,"INPE"
14223,6058,"LEST"
14224,6059,"LEST"
14254,6060,"PKF"
14173,6061,"INMY"
14296,6062,"SHL"
14306,6063,"DAHJ"
14279,6066,"AHI"
14293,6067,"HBE"
14263,6068,"NIGO"
14177,6069,"TENY"
14239,6070,"KSP"
14285,6071,"TOWA"
14286,6072,"THGU"
14287,6073,"ES"
14281,6074,"GK"
14295,6075,"GS"
14294,6076,"AEL"
14176,6077,"INWI"
14261,6078,"EOS"
14241,6079,"THGU"
14146,6080,"OA"
14288,6081,"RQH"
14262,6083,"ODPE"
14267,6084,"DAHJ"
14240,6085,"KAGA"
14231,6086,"ODVE"
14174,6087,"MARO"
14127,6088,"JAFÅ"
14128,6089,"JL"
14129,6090,"GO"
14220,6091,"PEAU"
14175,6092,"INWI"
14193,6093,"STEH"
14172,6094,"PEAU"
14140,6097,"AUAU"
14247,6098,"ANAU"
14209,6100,"SVAL"
14141,6101,"SFS"
14210,6102,"RB"
14169,6103,"RUKL"
14134,6106,"RUKL"
14120,6107,"PKF"
14238,6109,"THGU"
14155,6113,"GF"
14178,6120,"IM"
14121,6121,"SIVE"
14206,6122,"MAKV"
14156,6123,"MJB"
14217,6124,"KKG"
14276,6125,"SIVE"
14133,6126,"ACS"
14207,6127,"HE"
14119,6131,"MSE"
14112,6132,"PKF"
14227,6134,"MAKV"
14228,6135,"AMN"
14199,6136,"BORØ"
14113,6138,"ACS"
14170,6139,"JIA"
14137,6140,"TWI"
14171,6141,"MSO"
14237,6142,"ULG"
14277,6143,"INBO"
14135,6144,"SKB"
14154,6148,"PAN"
14118,6150,"KKG"
14153,6151,"ODPE"
14278,6153,"ANH"
14162,6154,"SNGU"
14158,6155,"ANT"
14194,6156,"LOSO"
14195,6157,"RIOL"
14116,6158,"GS"
14196,6159,"RIOL"
14214,6160,"KKG"
14190,6161,"PC"
14163,6162,"SNGU"
14189,6163,"PC"
14236,6164,"ERF"
14215,6165,"ANH"
14235,6167,"MJB"
14211,6168,"ERF"
14117,6169,"AEL"
14180,6170,"JK"
14181,6172,"AHI"
14216,6173,"BTG"
14182,6175,"PÅSK"
14234,6176,"GS"
14282,6177,"KÅGJ"
14198,6178,"LIH"
14252,6179,"KJBO"
14115,6185,"SVMA"
14165,6186,"HBA"
14157,6188,"JEMA"
14164,6189,"RQH"
14229,6190,"INBO"
14212,6191,"SVMA"
14185,6192,"INST"
14167,6193,"SVMA"
14197,6194,"ÅSIV"
14114,6195,"PKF"
14136,6196,"OHE"
14166,6197,"BRHA"
14213,6198,"JOBR"
14168,6200,"AD"
14179,6201,"SIGR"
14250,6203,"ANAU"
14159,6205,"LOSO"
14109,6206,"MARO"
14201,6207,"ARAS"
14249,6208,"PKF"
14265,6209,"SHL"
14257,6211,"PKF"
14284,6212,"HE"
14186,6213,"MARO"
14256,6214,"THKO"
14283,6216,"OH"
14230,6217,"WELY"
14251,6218,"ERWR"
14274,6219,"ANT"
14248,6220,"GR"
14264,6221,"SHL"
14139,6222,"INPE"
14266,6223,"GS"
14200,6225,"LEBL"
14273,6227,"STMA"
14275,6229,"INSV"
14147,6230,"OA"
14205,6231,"MSE"
14148,6233,"KNA"
14232,6234,"HAJE"
14245,6236,"SEB"
14219,6237,"LIH"
14246,6238,"SEB"
14218,6239,"INGJ"
14188,6241,"KÅGJ"
14244,6242,"INPE"
14138,6243,"MN"
14225,6244,"RUKL"
14202,6245,"LEST"
14187,6248,"KO"
14243,6249,"JEMA"
14111,6250,"INGJ"
14204,6253,"ODH"
14183,6254,"IM"
14203,6255,"INWI"
14184,6256,"INSV"
14132,6259,"SIHO"
14233,6260,"ANT"
14226,6261,"ED"
14152,6263,"JEMA"
14151,6265,"JANE"
14161,6266,"TB"
14122,6269,"GO"
14130,6270,"INSV"
14110,6272,"HBL"
14160,6273,"KBO"
14131,6274,"OLUE"
14149,6279,"THGU"
14150,6280,"ODPE"
13701,6288,"PKF"
14123,6289,"PAN"
14124,6290,"BKH"
12941,6298,"ARHE"
13366,6299,"ANT"
12943,6301,"TB"
12942,6302,"LAVE"
12939,6303,"GR"
12940,6304,"JP"
13349,6305,"AAMO"
13376,6306,"DJF"
13350,6307,"GK"
13962,6308,"MARO"
13331,6309,"TTH"
13354,6310,"LGL"
13374,6311,"KÅKR"
13936,6312,"SIVE"
13844,6313,"INNY"
13338,6314,"AD"
13336,6315,"SIHO"
13369,6316,"ANT"
13365,6317,"AD"
13345,6318,"TB"
13355,6319,"ODMA"
13361,6320,"PAN"
13344,6321,"LEBL"
13377,6322,"NIGO"
13346,6323,"HEHU"
13334,6324,"KJFR"
13370,6325,"HJR"
13367,6326,"INPE"
13347,6327,"GR"
13360,6328,"CALO"
13363,6329,"JK"
13351,6330,"TEGR"
13358,6331,"GEAP"
13340,6332,"GUOL"
13375,6333,"ERWR"
13325,6334,"RQH"
13353,6335,"GS"
13981,6336,"MAHU"
13982,6337,"MAHU"
13356,6338,"JP"
13337,6339,"KMB"
13341,6340,"KMB"
13359,6341,"LIAA"
13371,6342,"KDL"
13352,6343,"REST"
14022,6344,"INBO"
13880,6346,"JP"
13333,6347,"HBE"
13327,6348,"ASAN"
13348,6349,"KSP"
13329,6350,"ÅGHO"
13328,6351,"LEBL"
13357,6352,"THKO"
13372,6353,"JOBU"
13373,6354,"JOBU"
13335,6355,"ARHE"
13368,6356,"KJBH"
13364,6357,"AD"
13326,6358,"MAWI"
13332,6359,"ASHI"
14001,6360,"ED"
14027,6361,"KSP"
14059,6362,"GS"
14068,6363,"RONI"
14064,6364,"INGJ"
13362,6365,"LGL"
13342,6366,"RF"
13330,6367,"ODHØ"
14066,6368,"HALI"
14026,6369,"INGJ"
13343,6370,"INST"
14023,6371,"GS"
13990,6372,"SVMA"
13339,6374,"ANBA"
14046,6375,"TOJO"
14036,6376,"JOLØ"
14045,6377,"LEST"
14058,6378,"TEGR"
14065,6379,"NIGO"
14067,6380,"HBL"
14060,6381,"ANT"
14061,6382,"ANT"
13943,6386,"LGL"
13972,6389,"MOST"
14053,6390,"MAS"
13845,6391,"ODHØ"
13975,6392,"HBE"
14029,6393,"INPE"
14062,6394,"ÅGRA"
13763,6395,"ESF"
14030,6396,"GEAP"
14063,6397,"HEHU"
14051,6398,"JOBT"
14024,6399,"INSV"
13961,6402,"HBL"
14052,6403,"ASAN"
14047,6404,"TEGR"
14048,6405,"SVMA"
13991,6407,"BTG"
13945,6408,"AAMO"
14028,6410,"LGL"
14025,6412,"MN"
14056,6413,"NOMO"
14057,6413,"REDU"
13992,6414,"JOLØ"
14049,6415,"INSV"
13979,6416,"MAHN"
13997,6417,"MARO"
13999,6418,"GF"
14005,6419,"RBJ"
14016,6420,"ERF"
14039,6422,"RQH"
14055,6423,"RIOL"
14017,6424,"MAHU"
14041,6425,"ASHA"
14040,6425,"THKN"
14044,6426,"ANBA"
14015,6427,"JOBT"
14043,6428,"MORØ"
14054,6429,"AGRE"
13894,6430,"HE"
14006,6431,"TBI"
14050,6432,"ASAN"
14011,6434,"OLØE"
13739,6435,"PT"
14042,6436,"MAWI"
14012,6437,"BRBO"
14038,6439,"HBL"
14010,6440,"JOTV"
14037,6441,"HBL"
14013,6443,"INBO"
14014,6445,"STER"
14033,6446,"REDU"
14018,6447,"PT"
14007,6448,"KÅGJ"
14008,6449,"KJHE"
14009,6449,"KO"
13998,6450,"CIH"
14034,6451,"JOLØ"
13973,6452,"BB"
14002,6453,"ERF"
14032,6454,"BJKR"
14035,6455,"AD"
14019,6456,"INBO"
14003,6457,"SIVE"
14031,6458,"WESE"
14020,6459,"KÅWI"
14021,6460,"REDU"
13878,6461,"SVMA"
13971,6462,"AD"
14000,6463,"OLUE"
13879,6464,"SVMA"
13983,6465,"GR"
13893,6466,"SFS"
13949,6467,"GUOL"
13959,6468,"GS"
13978,6469,"KJFU"
13920,6470,"PT"
13935,6471,"JOLØ"
13970,6472,"BRBO"
13980,6476,"MAHU"
13976,6477,"SIHO"
13977,6478,"ODHÅ"
14004,6479,"RONI"
13996,6481,"ANT"
13958,6482,"RONI"
13984,6483,"JMN"
13944,6484,"AAMO"
13974,6485,"ARBE"
13985,6486,"SHS"
13904,6489,"KJBH"
13964,6490,"MJB"
13918,6491,"KÅKR"
13841,6492,"LEBL"
13868,6493,"JAIN"
13989,6494,"PT"
13953,6495,"OLUE"
13915,6496,"LEBL"
13993,6497,"ANT"
13994,6498,"ANT"
13995,6499,"JOLØ"
13988,6500,"TEGR"
13968,6501,"KMB"
13960,6502,"RBJ"
13963,6503,"TEGR"
13986,6504,"SHS"
13987,6505,"SHS"
13934,6506,"BJKR"
13969,6510,"INBO"
13843,6511,"ANT"
13905,6513,"MARO"
13814,6514,"RB"
13948,6515,"AEL"
13926,6517,"ÅGRA"
13927,6518,"SIVE"
13928,6519,"KÅØV"
13956,6520,"RBJ"
13925,6521,"GR"
13725,6522,"HE"
13921,6523,"ÅSIV"
13922,6524,"ÅSIV"
13923,6525,"ÅSIV"
13924,6526,"ÅGRA"
13892,6527,"TEGR"
13947,6528,"KNAA"
13738,6529,"PT"
13919,6530,"AD"
13946,6531,"JK"
13842,6533,"INPE"
13954,6534,"GK"
13813,6535,"THKN"
13966,6536,"INBO"
13965,6537,"JAJA"
13957,6538,"MAEI"
13858,6539,"ANBA"
13912,6540,"KAHE"
13903,6541,"ANT"
13911,6542,"TOAS"
13967,6543,"JOBU"
13724,6544,"ANBA"
13790,6545,"HALI"
13791,6546,"LIAA"
13792,6547,"GS"
13782,6548,"KAHE"
13740,6549,"THGU"
13867,6551,"HBL"
13886,6552,"TOAS"
13895,6554,"HBL"
13896,6555,"KJBH"
13897,6556,"LGL"
13955,6557,"REDU"
13900,6558,"HALI"
13881,6560,"HALI"
13942,6561,"KÅØV"
13784,6562,"HALI"
13785,6563,"HALI"
13818,6564,"ASHI"
13883,6565,"ODHÅ"
13884,6567,"ASSJ"
13798,6568,"HASG"
13713,6569,"SIVE"
13909,6570,"HASG"
13799,6571,"KÅGJ"
13913,6572,"TTH"
13847,6573,"SIHO"
13848,6574,"LALA"
13846,6575,"ASSJ"
13862,6577,"AD"
13837,6578,"HJR"
13823,6579,"ERF"
13836,6580,"ROG"
13821,6581,"MOST"
13822,6582,"MOST"
13714,6583,"MAWI"
13715,6584,"BEBA"
13873,6586,"RB"
13756,6588,"BEBA"
13849,6589,"JOLØ"
13819,6590,"ANBA"
13757,6591,"AAMO"
13820,6592,"KJFU"
13758,6593,"LEBL"
13734,6594,"AD"
13754,6595,"ASAN"
13808,6596,"JK"
13887,6597,"BB"
13751,6598,"KO"
13783,6599,"INKO"
13752,6600,"ED"
13888,6601,"ARHE"
13889,6602,"ARHE"
13753,6603,"PKF"
13809,6604,"BB"
13716,6605,"HEHU"
13717,6606,"GF"
13718,6607,"GF"
13733,6608,"BTG"
13817,6609,"INGJ"
13800,6610,"ED"
13719,6611,"IGO"
13875,6612,"SFS"
13860,6613,"TUPE"
13861,6614,"LALE"
13951,6615,"ACS"
13914,6616,"SJ"
13805,6617,"STER"
13806,6618,"ASHA"
13807,6619,"CALO"
13755,6620,"JMN"
13720,6621,"ANT"
13732,6622,"ANBA"
13730,6623,"OLØE"
13731,6624,"ANT"
13850,6625,"MJB"
13890,6626,"MJB"
13891,6627,"MJB"
13941,6630,"ANH"
13874,6631,"TEGR"
13815,6632,"MARO"
13910,6633,"ASHA"
13831,6634,"MAEI"
13832,6635,"PAN"
13786,6636,"GS"
13829,6638,"TAL"
13787,6639,"INBO"
13788,6641,"GS"
13833,6642,"BRHA"
13869,6645,"GS"
13864,6646,"MORØ"
13747,6647,"REDU"
13748,6648,"BORØ"
13863,6649,"ASHA"
13830,6650,"BRBO"
13795,6651,"ST"
13746,6652,"BORØ"
13852,6654,"KJFU"
13870,6655,"LK"
13775,6656,"RFH"
13776,6657,"AUB"
13777,6658,"ÅGRA"
13902,6659,"RIOL"
13834,6660,"RIOL"
13811,6661,"THGU"
13812,6662,"HE"
13851,6664,"KNAA"
13899,6665,"ESF"
13745,6666,"JK"
13759,6667,"RQH"
13938,6668,"MAHN"
13939,6669,"JOTV"
13940,6670,"INSV"
13735,6671,"SVMA"
13729,6672,"KSP"
13796,6673,"INSV"
13835,6674,"REAN"
13908,6675,"GEAP"
13778,6676,"REAN"
13779,6677,"BRBO"
13749,6678,"JK"
13781,6679,"KNAA"
13882,6680,"JP"
13931,6681,"ANT"
13932,6682,"ANT"
13816,6683,"GK"
13750,6684,"JK"
13828,6685,"ERWR"
13933,6686,"ANT"
13780,6687,"REAN"
13810,6688,"CALO"
13950,6689,"GUOL"
13898,6690,"INPE"
13952,6691,"TTH"
13937,6692,"HBE"
13930,6693,"ANT"
13907,6694,"BRBO"
13929,6695,"INBO"
13871,6696,"INWI"
13872,6698,"TOAS"
13916,6699,"HALI"
13917,6700,"GS"
13906,6701,"JK"
13826,6702,"ERWR"
13797,6703,"DJF"
13865,6707,"MORØ"
13901,6709,"TOAU"
13838,6711,"BORØ"
13802,6712,"ED"
13728,6713,"GR"
13877,6715,"SFS"
13885,6717,"LGL"
13825,6718,"RBJ"
13768,6719,"ÅSIV"
13866,6720,"BRBO"
13839,6721,"RB"
13876,6722,"HBE"
13856,6723,"LIAA"
13857,6724,"AD"
13764,6725,"LGL"
13765,6726,"LGL"
13793,6727,"KDL"
13766,6728,"INKO"
13767,6729,"LGL"
13803,6731,"HE"
13859,6732,"MARO"
13789,6733,"HALI"
13840,6734,"ESF"
13794,6736,"MAHN"
13762,6738,"ASAN"
13854,6739,"AEL"
13855,6740,"INST"
13853,6742,"ODHØ"
13726,6743,"MAHU"
13773,6744,"ED"
13774,6745,"INGJ"
13827,6746,"ERWR"
13770,6747,"ED"
13727,6748,"ROG"
13742,6749,"THGU"
13772,6750,"SFS"
13801,6751,"RBJ"
13804,6752,"CALO"
13771,6754,"KJHE"
13743,6756,"BORØ"
13744,6759,"ARNW"
13824,6761,"ERWR"
13760,6762,"ASSJ"
13769,6763,"LK"
13737,6764,"CIH"
13722,6770,"INPE"
13723,6771,"INPE"
13741,6772,"ERWR"
13721,6773,"ANT"
13736,6774,"SVMA"
13761,6775,"RQH"
13696,6777,"ANT"
12973,6778,"KÅKR"
13689,6779,"ÅSIV"
13627,6788,"ANT"
13628,6789,"ANT"
12992,6790,"RBJ"
12949,6791,"OLUE"
12956,6792,"KJFU"
12974,6793,"ANT"
12976,6795,"TOBL"
12966,6796,"TOAU"
12977,6797,"MN"
12964,6798,"KJFR"
12958,6799,"JK"
12978,6800,"ESF"
12951,6801,"BRHA"
12967,6802,"SHS"
12972,6803,"CALO"
12957,6804,"GR"
12990,6805,"JAIN"
12968,6806,"KMB"
12988,6807,"GS"
12971,6808,"CALO"
12948,6809,"LIAA"
12980,6810,"ROBE"
13539,6812,"MORØ"
13526,6813,"ODHÅ"
13599,6814,"REST"
13657,6815,"CALO"
13656,6816,"JOBU"
13698,6817,"AUB"
13700,6818,"KJHE"
13697,6819,"INKO"
13685,6820,"SVMA"
13648,6821,"SIVE"
13694,6822,"AEL"
13662,6823,"DJF"
13535,6824,"BRBO"
13693,6825,"ASSJ"
13663,6826,"INSV"
13686,6827,"ODHØ"
13692,6828,"AEL"
13687,6829,"JOLØ"
12991,6830,"SIVE"
12995,6831,"PAN"
12996,6832,"SVMA"
12994,6834,"JOLØ"
12950,6835,"KO"
12975,6836,"PKF"
12979,6837,"KJBH"
12954,6838,"KO"
12955,6839,"KO"
12986,6840,"ED"
12965,6841,"TTH"
12952,6842,"AD"
12953,6843,"ARNW"
12963,6844,"KJFR"
12945,6845,"INPE"
12981,6846,"HE"
12993,6847,"HBL"
12985,6848,"INWI"
12962,6849,"BEBA"
12969,6852,"DJF"
12959,6853,"AAMO"
12983,6854,"MAHN"
12984,6855,"LAVE"
12944,6856,"OLØE"
12982,6857,"CALO"
12961,6858,"PAN"
12970,6859,"TAL"
12960,6860,"REST"
12987,6861,"GS"
12946,6862,"LIAA"
13608,6864,"INWI"
13637,6865,"INKO"
13555,6866,"ARBE"
13665,6867,"JP"
13606,6868,"JP"
13664,6872,"JP"
13690,6873,"HALI"
13546,6874,"KSP"
13644,6876,"KNAA"
13691,6877,"JAJA"
13699,6878,"TOAU"
13681,6879,"GK"
13607,6880,"JK"
12989,6883,"ODHØ"
13655,6884,"BRBO"
13577,6887,"HBE"
13440,6888,"IGO"
13545,6889,"ASAN"
13676,6890,"KJHE"
13636,6891,"MAHU"
13695,6893,"JOLØ"
13666,6894,"BKH"
13661,6895,"BKH"
13619,6899,"GR"
13605,6900,"INBO"
13684,6901,"ST"
13635,6902,"HEHU"
13460,6903,"HALI"
13556,6904,"BB"
13660,6905,"BTG"
13592,6906,"SVAL"
13688,6907,"JP"
13620,6908,"KJHE"
13475,6909,"BRHA"
13680,6912,"GK"
13683,6914,"JMN"
13667,6915,"MOST"
13634,6916,"INGJ"
13682,6917,"MJB"
13669,6918,"TTH"
13677,6919,"HBL"
13633,6920,"TB"
13658,6921,"RB"
13557,6923,"PKF"
13591,6924,"HE"
13654,6925,"INKO"
13645,6926,"KJFU"
13646,6927,"RFH"
13647,6928,"JOLØ"
13659,6929,"TBI"
13621,6930,"LAVE"
13668,6931,"JOLØ"
13632,6933,"ARNW"
13630,6935,"GK"
13631,6936,"INBO"
13672,6937,"ÅGRA"
13678,6938,"HBL"
13438,6939,"RBJ"
13652,6940,"RONI"
13671,6941,"LEBL"
13653,6942,"REAN"
13670,6943,"WESE"
13629,6944,"KO"
13650,6945,"THKN"
13649,6946,"ASSJ"
13679,6947,"LGL"
13612,6948,"PAN"
13626,6951,"OLUE"
13617,6952,"MAEI"
13651,6953,"LASO"
13638,6954,"KNAA"
13600,6955,"MAHN"
13439,6956,"HEHU"
13576,6961,"HBL"
13673,6963,"JOLØ"
13590,6964,"SVAL"
13611,6966,"HBL"
13640,6967,"GK"
13641,6968,"JOLØ"
13476,6969,"TTH"
13639,6970,"SYNY"
13540,6971,"HASG"
13625,6972,"ANT"
13616,6973,"JAJA"
13477,6974,"AAMO"
13554,6975,"TEGR"
13437,6976,"KO"
13643,6978,"OLØE"
13674,6979,"KJFU"
13675,6980,"KJFU"
13478,6984,"INSV"
13642,6985,"INPE"
13618,6986,"SVAL"
13622,6988,"MOST"
13601,6989,"INBO"
13518,6990,"KO"
13407,6991,"CALO"
13589,6992,"ODHÅ"
13623,6993,"WESE"
13624,6994,"JOLØ"
13572,6996,"KNA"
13527,6997,"IGO"
13436,6998,"MOST"
13553,6999,"JAJA"
13575,7000,"LGL"
13615,7001,"CALO"
13544,7002,"ST"
13479,7003,"MAHU"
13562,7004,"ST"
13578,7005,"ÅSIV"
13573,7006,"KÅGJ"
13574,7007,"KÅGJ"
13613,7008,"ESF"
13610,7009,"HBL"
13609,7010,"REAN"
13603,7011,"HALI"
13566,7013,"GR"
13561,7014,"SIVE"
13580,7015,"ÅGRA"
13567,7016,"KÅØV"
13547,7017,"RBJ"
13581,7018,"ÅGRA"
13582,7019,"ÅSIV"
13583,7020,"ÅSIV"
13596,7021,"ARAS"
13548,7023,"JOLØ"
13614,7024,"ASHA"
13549,7025,"BKH"
13579,7026,"JK"
13571,7027,"SFS"
13604,7028,"KJHE"
13471,7029,"BB"
13564,7030,"MAS"
13565,7030,"ST"
13593,7031,"ODHØ"
13517,7032,"ERWR"
13602,7033,"BRBO"
13594,7034,"JAJA"
13595,7035,"ERWR"
13586,7036,"JOBU"
13513,7037,"HEHU"
13587,7038,"SVAL"
13543,7039,"HBL"
13483,7040,"BTG"
13484,7041,"BTG"
13378,7042,"MARO"
13499,7043,"AD"
13563,7044,"INBO"
13585,7045,"INGJ"
13560,7046,"ASHA"
13588,7047,"JOBU"
13514,7048,"TAL"
13482,7052,"BEEI"
13519,7053,"LALA"
13470,7055,"RFH"
13379,7056,"ED"
13469,7057,"HBL"
13418,7058,"INKO"
13419,7059,"GUOL"
13432,7060,"MARO"
13393,7061,"TBI"
13501,7064,"BRBO"
13485,7065,"ODHÅ"
13380,7066,"ARHE"
13500,7068,"KJFU"
13391,7069,"RONI"
13381,7070,"AD"
13449,7071,"KÅGJ"
13466,7072,"ASSJ"
13467,7074,"ODHÅ"
13468,7075,"ODHÅ"
13382,7078,"KJFU"
13383,7079,"ANT"
13392,7080,"MAWI"
13486,7082,"RB"
13542,7083,"PAN"
13390,7090,"SIVE"
13422,7091,"BEBA"
13420,7093,"INKO"
13421,7094,"KJBH"
13498,7095,"MALØ"
13415,7096,"ED"
13502,7097,"KO"
13497,7098,"TOAU"
13512,7099,"RIOL"
13416,7100,"KJBH"
13452,7102,"RIOL"
13453,7104,"ÅGRA"
13530,7107,"OLØE"
13503,7108,"CALO"
13425,7109,"CALO"
13531,7111,"OLØE"
13506,7112,"ESF"
13538,7113,"ASHA"
13394,7114,"CALO"
13395,7115,"CALO"
13504,7117,"TEGR"
13570,7118,"KNAA"
13520,7119,"INWI"
13417,7120,"REAN"
13446,7122,"MSE"
13430,7123,"KNAA"
13423,7125,"OLØE"
13445,7126,"JMN"
13424,7127,"CALO"
13429,7128,"GR"
13465,7130,"JAIN"
13455,7131,"REAN"
13528,7132,"MJB"
13559,7134,"ASHA"
13525,7135,"KJHE"
13505,7136,"GEAP"
13444,7139,"INBO"
13454,7140,"GS"
13447,7142,"KAHE"
13537,7143,"AAMO"
13456,7144,"GS"
13490,7145,"SVMA"
13457,7146,"INBO"
13458,7148,"INBO"
13489,7150,"MAHU"
13396,7151,"SVMA"
13431,7152,"JOBU"
13491,7158,"ASAN"
13569,7159,"SVMA"
13597,7160,"AEL"
13536,7161,"SVMA"
13598,7162,"JOTV"
13494,7163,"ARNW"
13568,7167,"KJFU"
13488,7168,"BTG"
13584,7169,"BKH"
13495,7170,"HBL"
13496,7172,"HBL"
13507,7173,"JP"
13541,7174,"SYNY"
13550,7175,"JOLØ"
13551,7176,"ANT"
13552,7177,"BKH"
13464,7178,"ODHÅ"
13448,7179,"CALO"
13529,7180,"CALO"
13487,7182,"JOLØ"
13462,7183,"ASSJ"
13472,7184,"GR"
13532,7185,"JMN"
13510,7186,"KJHE"
13508,7187,"WESE"
13558,7188,"ASHA"
13524,7193,"INPE"
13516,7195,"KÅØV"
13481,7196,"JAJA"
13509,7197,"OLUE"
13523,7198,"KÅØV"
13533,7199,"BTG"
13534,7200,"BEEI"
13521,7201,"TOAS"
13522,7202,"GF"
13493,7203,"ÅSIV"
13515,7204,"ASHA"
13406,7206,"ROG"
13492,7207,"ARNW"
13404,7208,"INWI"
13461,7209,"AEL"
13511,7210,"RIOL"
13405,7211,"JOBT"
13474,7214,"REDU"
13408,7215,"LEST"
13473,7216,"ODMA"
13410,7217,"KÅKR"
13435,7218,"JOLØ"
13411,7219,"HE"
13384,7220,"MARO"
13480,7222,"ODHÅ"
13385,7223,"MARO"
13409,7226,"RBJ"
13459,7227,"KMB"
13441,7228,"ED"
13386,7229,"KJFU"
13433,7230,"AD"
13434,7231,"SFS"
13403,7232,"INSV"
13387,7233,"OLUE"
13451,7235,"ARNW"
13388,7236,"AD"
13401,7239,"MAWI"
13450,7240,"LK"
13428,7242,"JOBU"
13427,7243,"STER"
13463,7245,"LEST"
13402,7246,"HBL"
13442,7247,"GF"
13426,7248,"CALO"
12947,7251,"LIAA"
13397,7252,"JOBT"
13398,7253,"CALO"
13414,7254,"RONI"
13399,7255,"INSV"
13413,7256,"MJB"
13400,7257,"HBL"
13412,7258,"TEGR"
13389,7260,"ANT"
13443,7269,"TOAU"
13282,7276,"MAS"
13289,7277,"ARNW"
13279,7279,"PEAS"
13236,7282,"SIHO"
13233,7284,"INKO"
13231,7285,"FRKL"
13232,7286,"RONI"
13220,7287,"ASHI"
13256,7288,"JPS"
13221,7289,"SVMA"
13306,7290,"HBL"
13219,7291,"MOST"
13178,7293,"BB"
13283,7294,"KJHE"
13299,7295,"GF"
13257,7296,"INGJ"
13305,7297,"BJKR"
13294,7298,"ANT"
13276,7299,"BTG"
13290,7300,"BORØ"
13298,7302,"HE"
13163,7303,"THKN"
13218,7304,"WESE"
13234,7305,"KSP"
13156,7306,"MAEI"
13295,7308,"MOST"
13296,7309,"ANT"
13235,7310,"SIHO"
13203,7311,"HASG"
13204,7312,"MAEI"
13120,7313,"INBO"
13035,7314,"INGJ"
13255,7315,"RBJ"
13291,7316,"ASHA"
13297,7317,"GEAP"
13288,7318,"INPE"
13301,7319,"SVMA"
13036,7320,"KDL"
13208,7321,"ODHÅ"
