sak_id,"versjon",alternativ_votering_id,antall_for,antall_ikke_tilstede,antall_mot,behandlingsrekkefoelge,dagsorden_sak_nummer,"fri_votering","kommentar",mote_kart_nummer,"personlig_votering","presidentid","vedtatt",votering_id,"votering_metode","votering_resultat_type","votering_resultat_type_tekst","votering_tema","votering_tid"
51207,"1.0",-1,6,66,97,1,1,"false","",3,"true","DTA","false",1461,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 1 på vegne av V.","2011-10-05 00:41:53"
51207,"1.0",-1,25,65,79,1,1,"false","",3,"true","DTA","false",1462,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 2 på vegne av V.","2011-10-05 00:42:15"
51207,"1.0",-1,24,65,80,1,1,"false","",3,"true","DTA","false",1463,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 3 - 6 og 8 på vegne av FrP.","2011-10-05 00:42:37"
51207,"1.0",-1,49,65,55,1,1,"false","",3,"true","DTA","false",1464,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 7 på vegne av FrP.","2011-10-05 00:43:02"
51207,"1.0",-1,49,65,55,1,1,"false","",3,"true","DTA","false",1465,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 9 og 11 på vegne av KrF.","2011-10-05 00:43:28"
51207,"1.0",-1,30,66,73,1,1,"false","",3,"true","DTA","false",1466,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 10 på vegne av KrF.","2011-10-05 00:43:51"
51207,"1.0",-1,-1,-1,-1,1,1,"true","",3,"false","DTA","true",1467,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Trontalen og beretningen om rikets tilstand","2011-10-05 00:44:09"
51239,"1.0",-1,-1,-1,-1,1,1,"false","",5,"false","DTA","true",1468,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Romertall I og II.","2011-10-11 11:40:35"
51503,"1.0",-1,-1,-1,-1,1,1,"false","",6,"false","DTA","true",1469,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Stor bokstav A, B, C og D.","2011-10-12 10:05:32"
51581,"1.0",-1,-1,-1,-1,1,1,"false","",11,"false","DTA","true",1470,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Det voteres over innstillingen.","2011-10-27 10:03:09"
51250,"1.0",-1,-1,-1,-1,1,3,"false","",11,"false","DH","true",1471,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","romertallene I og II.","2011-10-27 15:38:43"
51719,"1.0",-1,-1,-1,-1,1,1,"false","",13,"false","AC","true",1472,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Innstillingens tilråding","2011-11-10 19:08:58"
51216,"1.0",-1,-1,-1,-1,1,3,"false","",13,"false","AC","true",1474,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Komiteens tilråding","2011-11-10 19:09:20"
50829,"1.0",-1,-1,-1,-1,1,4,"false","",13,"false","AC","true",1475,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Komiteens tilråding","2011-11-10 19:09:40"
50829,"1.0",-1,-1,-1,-1,1,4,"false","",13,"false","AC","true",1476,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Lovens overskrift og loven i sin helhet.","2011-11-10 19:09:51"
50605,"1.0",1478,24,74,71,1,5,"false","",13,"true","AC","false",1477,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen og forslag nr.1-8 fra H og KrF","2011-11-10 19:10:56"
50605,"1.0",1477,71,74,24,1,5,"false","",13,"true","AC","true",1478,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen og forslag nr.1-8 fra H og KrF","2011-11-10 19:10:56"
50877,"1.0",-1,-1,-1,-1,1,6,"false","",13,"false","AC","true",1479,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Komiteens tilråding","2011-11-10 19:11:29"
50219,"1.0",-1,24,70,75,1,7,"false","",13,"true","AC","false",1480,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 1 på vegne av FrP.","2011-11-10 19:12:02"
50219,"1.0",-1,-1,-1,-1,1,7,"false","",13,"false","AC","true",1481,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Komiteens tilråding","2011-11-10 19:12:37"
50219,"1.0",-1,-1,-1,-1,1,7,"false","",13,"false","AC","true",1482,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Lovens overskrift og loven i sin helhet.","2011-11-10 19:12:45"
50210,"1.0",1484,47,70,52,1,8,"false","",13,"true","AC","false",1483,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen og forslag nr.1 fra FrP, H og KrF","2011-11-10 19:13:59"
50210,"1.0",1483,52,70,47,1,8,"false","",13,"true","AC","true",1484,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen og forslag nr.1 fra FrP, H og KrF","2011-11-10 19:13:59"
50938,"1.0",-1,-1,-1,-1,1,9,"false","",13,"false","AC","true",1485,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Komiteens tilråding","2011-11-10 19:14:25"
50937,"1.0",-1,-1,-1,-1,1,10,"false","",13,"false","AC","true",1486,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Komiteens tilråding","2011-11-10 19:15:03"
50937,"1.0",-1,-1,-1,-1,1,10,"false","",13,"false","AC","true",1487,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Lovens overskrift og loven i sin helhet.","2011-11-10 19:15:11"
51185,"1.0",-1,-1,-1,-1,1,11,"false","",13,"false","AC","true",1488,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Forslag nr. 1 fra finanskomiteen.","2011-11-10 19:15:36"
51185,"1.0",-1,-1,-1,-1,1,11,"false","",13,"false","AC","true",1489,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Lovens overskrift og loven i sin helhet.","2011-11-10 19:16:37"
51252,"1.0",-1,23,72,74,1,12,"false","",13,"true","AC","false",1490,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 1 på vegne av FrP.","2011-11-10 19:16:59"
51252,"1.0",-1,-1,-1,-1,1,12,"false","",13,"false","AC","true",1491,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","romertallene I og II.","2011-11-10 19:17:17"
50323,"1.0",1493,25,71,73,1,13,"false","",13,"true","AC","false",1492,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen og forslag nr.1 og 2 fra FrP","2011-11-10 19:18:08"
50323,"1.0",1492,73,71,25,1,13,"false","",13,"true","AC","true",1493,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen og forslag nr.1 og 2 fra FrP","2011-11-10 19:18:08"
51029,"1.0",-1,25,70,74,1,14,"false","",13,"true","AC","false",1494,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 1 på vegne av FrP.","2011-11-10 19:18:47"
51029,"1.0",-1,-1,-1,-1,1,14,"false","",13,"false","AC","true",1495,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Inntilllingens tilråding","2011-11-10 19:19:15"
51029,"1.0",-1,-1,-1,-1,1,14,"false","",13,"false","AC","true",1496,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Lovens overskrift og loven i sin helhet.","2011-11-10 19:19:24"
51718,"1.0",-1,-1,-1,-1,1,1,"false","",14,"false","OYK","true",1497,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","romertallene I og II.","2011-11-11 10:42:51"
50135,"1.0",1499,48,64,57,1,2,"false","",14,"true","OYK","false",1498,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 fra FrP, H, KrF og V","2011-11-11 10:43:31"
50135,"1.0",1498,57,64,48,1,2,"false","",14,"true","OYK","true",1499,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 fra FrP, H, KrF og V","2011-11-11 10:43:31"
50298,"1.0",1501,24,64,81,1,3,"false","",14,"true","OYK","false",1500,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 fra FrP","2011-11-11 10:44:21"
50298,"1.0",1500,81,64,24,1,3,"false","",14,"true","OYK","true",1501,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 fra FrP","2011-11-11 10:44:21"
50948,"1.0",-1,-1,-1,-1,1,1,"false","",15,"false","PKF","true",1513,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Komiteens tilråding","2011-11-15 12:38:30"
49301,"1.0",-1,-1,-1,-1,1,2,"false","",15,"false","PKF","true",1514,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Komiteens tilråding","2011-11-15 12:38:44"
49301,"1.0",-1,-1,-1,-1,1,2,"false","",15,"false","PKF","true",1515,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Lovens overskrift og loven i sin helhet.","2011-11-15 12:39:00"
50947,"1.0",-1,-1,-1,-1,1,3,"false","",15,"false","PKF","true",1516,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Komiteens tilråding","2011-11-15 12:39:17"
50947,"1.0",-1,-1,-1,-1,1,3,"false","",15,"false","PKF","true",1517,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Lovens overskrift og loven i sin helhet.","2011-11-15 12:39:26"
51214,"1.0",-1,-1,-1,-1,1,2,"false","",17,"false","MN","true",1523,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Komiteens tilråding","2011-11-17 19:35:09"
49348,"1.0",-1,-1,-1,-1,1,3,"false","",17,"false","MN","true",1524,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Komiteens tilråding","2011-11-17 19:35:30"
50939,"1.0",-1,-1,-1,-1,1,6,"false","",17,"false","MN","true",1525,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","romertallene I, II og III.","2011-11-17 19:35:53"
51875,"1.0",-1,-1,-1,-1,1,1,"false","",18,"false","PKF","true",1526,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","sak nr. 1","2011-11-18 13:02:55"
50181,"1.0",-1,7,69,93,1,2,"false","",18,"true","PKF","false",1527,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 9 på vegne av KrF og V.","2011-11-18 13:03:47"
50181,"1.0",-1,40,69,60,1,2,"false","",18,"true","PKF","false",1528,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 7 og 8 på vegne av FrP og H.","2011-11-18 13:04:09"
50181,"1.0",-1,41,69,59,1,2,"false","",18,"true","PKF","false",1529,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 6 på vegne av FrP, H og V.","2011-11-18 13:04:35"
50181,"1.0",-1,46,70,53,1,2,"false","",18,"true","PKF","false",1530,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 1 og 3 - 5 på vegne av FrP, H, KrF og V.","2011-11-18 13:05:06"
50181,"1.0",-1,-1,-1,-1,1,2,"false","",18,"false","PKF","true",1532,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","komiteens tilråding","2011-11-18 13:05:25"
50599,"1.0",1534,40,69,60,1,3,"false","",18,"true","PKF","false",1533,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 fra FrP og H","2011-11-18 13:06:16"
50599,"1.0",1533,60,69,40,1,3,"false","",18,"true","PKF","true",1534,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 fra FrP og H","2011-11-18 13:06:16"
51893,"1.0",-1,-1,-1,-1,1,1,"false","",19,"false","AC","true",1543,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Komiteens tilråding","2011-11-22 20:09:08"
51777,"1.0",-1,-1,-1,-1,1,2,"true","",19,"false","AC","true",1544,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Utenriksministerens redegjørelse","2011-11-22 20:09:19"
50935,"1.0",-1,-1,-1,-1,1,4,"false","",19,"false","AC","true",1545,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Komiteens tilråding","2011-11-22 20:10:06"
50866,"1.0",1547,48,66,55,1,5,"false","",19,"true","AC","false",1546,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen og forslag nr.1 fra A, Sp og SV","2011-11-22 20:10:59"
50866,"1.0",1546,55,66,48,1,5,"false","",19,"true","AC","true",1547,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen og forslag nr.1 fra A, Sp og SV","2011-11-22 20:10:59"
49343,"1.0",-1,-1,-1,-1,1,6,"false","",19,"false","AC","true",1548,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Komiteens tilråding","2011-11-22 20:11:34"
51215,"1.0",-1,-1,-1,-1,1,7,"false","",19,"false","AC","true",1549,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Komiteens tilråding","2011-11-22 20:11:54"
51215,"1.0",-1,-1,-1,-1,1,7,"false","",19,"false","AC","true",1550,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Lovens overskrift og loven i sin helhet.","2011-11-22 20:12:06"
51208,"1.0",-1,-1,-1,-1,1,1,"true","",21,"false","DTA","true",1551,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Finansministerens redegjørelse om stats- og nasjonalbudsjettet for 2012 i Stortingets møte 6. oktober 2011","2011-11-25 01:08:18"
51872,"1.0",-1,2,67,100,1,2,"false","",21,"true","DTA","false",1552,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 71 - 76 på vegne av V.","2011-11-25 01:09:14"
51872,"1.0",-1,6,68,95,1,2,"false","",21,"true","DTA","false",1553,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 70 på vegne av KrF.","2011-11-25 01:09:31"
51872,"1.0",-1,18,67,84,1,2,"false","",21,"true","DTA","false",1554,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 69 på vegne av H.","2011-11-25 01:09:49"
51872,"1.0",-1,22,67,80,1,2,"false","",21,"true","DTA","false",1555,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 6 - 68 på vegne av FrP.","2011-11-25 01:10:08"
51872,"1.0",-1,47,67,55,1,2,"false","",21,"true","DTA","false",1556,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 1 - 5 på vegne av FrP, H, KrF og V.","2011-11-25 01:10:28"
51872,"1.0",-1,55,67,47,1,2,"false","",21,"true","DTA","true",1557,"ikke_spesifisert","ikke_spesifisert","","Romertall I.","2011-11-25 01:11:11"
51872,"1.0",-1,-1,-1,-1,1,2,"false","",21,"false","DTA","true",1558,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Romertall II.","2011-11-25 01:11:31"
51870,"1.0",-1,1,67,101,1,3,"false","",21,"true","DTA","false",1566,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 73 - 75, 84, 85, 95 og 96 på vegne av V.","2011-11-25 01:14:37"
51870,"1.0",-1,6,68,95,1,3,"false","",21,"true","DTA","false",1567,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 70 og 71 på vegne av KrF.","2011-11-25 01:14:57"
51870,"1.0",-1,17,68,84,1,3,"false","",21,"true","DTA","false",1568,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 52 og 53 på vegne av H.","2011-11-25 01:15:14"
51870,"1.0",-1,19,68,82,1,3,"false","",21,"true","DTA","false",1569,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 43 på vegne av H og V.","2011-11-25 01:15:30"
51870,"1.0",-1,21,69,79,1,3,"false","",21,"true","DTA","false",1570,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 41 på vegne av H og KrF.","2011-11-25 01:15:46"
51870,"1.0",-1,22,67,80,1,3,"false","",21,"true","DTA","false",1571,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 5, 6, 25, 26, 30, 34, 36, 37, 39 og 40 på vegne av FrP.","2011-11-25 01:16:07"
51870,"1.0",-1,25,67,77,1,3,"false","",21,"true","DTA","false",1572,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 18 på vegne av H, KrF og V.","2011-11-25 01:16:25"
51870,"1.0",-1,40,67,62,1,3,"false","",21,"true","DTA","false",1573,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 97 på vegne av FrP og H.","2011-11-25 01:16:40"
51870,"1.0",-1,41,67,61,1,3,"false","",21,"true","DTA","false",1574,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 2 og 3 på vegne av FrP, H og V.","2011-11-25 01:16:56"
51870,"1.0",-1,46,70,53,1,3,"false","",21,"true","DTA","false",1575,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 1 og 15 - 17 på vegne av FrP, H, KrF og V.","2011-11-25 01:17:18"
51870,"1.0",-1,56,69,44,1,3,"false","",21,"true","DTA","true",1576,"ikke_spesifisert","ikke_spesifisert","","Rammeområde 18.","2011-11-25 01:18:04"
51870,"1.0",-1,55,68,46,1,3,"false","",21,"true","DTA","true",1577,"ikke_spesifisert","ikke_spesifisert","","Rammeområde 19.","2011-11-25 01:18:29"
51870,"1.0",-1,55,67,47,1,3,"false","",21,"true","DTA","true",1578,"ikke_spesifisert","ikke_spesifisert","","Rammeområde 22 med romertall I, II, III, IV, V, VI, VII, VIII, IX, X og XI.","2011-11-25 01:19:07"
51870,"1.0",-1,55,67,47,1,3,"false","",21,"true","DTA","true",1579,"ikke_spesifisert","ikke_spesifisert","","Rammeområde 23 med romertall I og II.","2011-11-25 01:19:35"
51381,"1.0",-1,1,67,101,1,4,"false","",21,"true","DTA","false",1580,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 47 - 66 på vegne av V.","2011-11-25 01:21:28"
51381,"1.0",-1,6,68,95,1,4,"false","",21,"true","DTA","false",1581,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 39 - 46 på vegne av KrF.","2011-11-25 01:21:54"
51381,"1.0",-1,7,67,95,1,4,"false","",21,"true","DTA","false",1582,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 38 på vegne av KrF og V.","2011-11-25 01:22:10"
51381,"1.0",-1,17,68,84,1,4,"false","",21,"true","DTA","false",1583,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 28 - 37 på vegne av H.","2011-11-25 01:22:26"
51381,"1.0",-1,19,67,83,1,4,"false","",21,"true","DTA","false",1584,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 26 og 27 på vegne av H og V.","2011-11-25 01:22:43"
51381,"1.0",-1,22,68,79,1,4,"false","",21,"true","DTA","false",1585,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 20 - 25 på vegne av FrP.","2011-11-25 01:22:58"
51381,"1.0",-1,25,67,77,1,4,"false","",21,"true","DTA","false",1586,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 17 - 19 på vegne av H, KrF og V.","2011-11-25 01:23:16"
51381,"1.0",-1,28,67,74,1,4,"false","",21,"true","DTA","false",1587,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 16 på vegne av FrP og KrF.","2011-11-25 01:23:33"
51381,"1.0",-1,29,67,73,1,4,"false","",21,"true","DTA","false",1588,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 15 på vegne av FrP, KrF og V.","2011-11-25 01:23:52"
51381,"1.0",-1,40,67,62,1,4,"false","",21,"true","DTA","false",1589,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 14 på vegne av FrP og H.","2011-11-25 01:24:07"
51381,"1.0",-1,41,67,61,1,4,"false","",21,"true","DTA","false",1590,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 11 - 13 på vegne av FrP, H og V.","2011-11-25 01:24:26"
51381,"1.0",-1,46,68,55,1,4,"false","",21,"true","DTA","false",1591,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 10 på vegne av FrP, H og KrF.","2011-11-25 01:24:42"
51381,"1.0",-1,47,67,55,1,4,"false","",21,"true","DTA","false",1592,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 1 - 9 på vegne av FrP, H, KrF og V.","2011-11-25 01:25:03"
51381,"1.0",-1,-1,-1,-1,1,4,"false","",21,"false","DTA","true",1593,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Stor bokstav A, B, C, D, E, F, G, H og I.","2011-11-25 01:25:43"
51381,"1.0",-1,-1,-1,-1,1,4,"true","",21,"false","DTA","true",1594,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Lovenes overskrifter og lovene i sin helhet.","2011-11-25 01:25:55"
50457,"1.0",-1,18,69,82,1,1,"false","",22,"true","MN","false",1601,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 8 på vegne av H.","2011-11-25 11:53:57"
50457,"1.0",-1,25,69,75,1,1,"false","",22,"true","MN","false",1602,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 3 - 7 på vegne av H, KrF og V.","2011-11-25 11:54:21"
50457,"1.0",1604,45,69,55,1,1,"false","",22,"true","MN","false",1603,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 og 2 fra FrP, H, KrF og V","2011-11-25 11:55:20"
50457,"1.0",1603,55,69,45,1,1,"false","",22,"true","MN","true",1604,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 og 2 fra FrP, H, KrF og V","2011-11-25 11:55:20"
50001,"1.0",1606,48,69,52,1,2,"false","",22,"true","MN","false",1605,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 fra FrP, H og KrF","2011-11-25 11:56:32"
50001,"1.0",1605,52,69,48,1,2,"false","",22,"true","MN","true",1606,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 fra FrP, H og KrF","2011-11-25 11:56:32"
50879,"1.0",-1,25,70,74,1,1,"false","",23,"true","AC","false",1607,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 7 på vegne av H og KrF.","2011-11-28 19:31:15"
50879,"1.0",-1,39,70,60,1,1,"false","",23,"true","AC","false",1608,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 6 på vegne av FrP og H.","2011-11-28 19:31:41"
50879,"1.0",-1,40,70,59,1,1,"false","",23,"true","AC","false",1609,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 5 på vegne av FrP og H.","2011-11-28 19:32:10"
50879,"1.0",1611,45,70,54,1,1,"false","",23,"true","AC","false",1610,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen og forslag nr.1-4 fra FrP, H og KrF","2011-11-28 19:33:06"
50879,"1.0",1610,54,70,45,1,1,"false","",23,"true","AC","true",1611,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen og forslag nr.1-4 fra FrP, H og KrF","2011-11-28 19:33:06"
50864,"1.0",1613,6,71,92,1,3,"false","",23,"true","AC","false",1612,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen og forslag nr.1 fra KrF","2011-11-28 19:34:12"
50864,"1.0",1612,92,71,6,1,3,"false","",23,"true","AC","true",1613,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen og forslag nr.1 fra KrF","2011-11-28 19:34:12"
51171,"1.0",-1,-1,-1,-1,1,4,"false","",23,"false","AC","true",1614,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Innstillingens tilråding","2011-11-28 19:34:42"
51172,"1.0",-1,-1,-1,-1,1,5,"false","",23,"false","AC","true",1615,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Innstillingens tilråding","2011-11-28 19:35:00"
49337,"1.0",-1,-1,-1,-1,1,1,"false","",24,"false","PKF","true",1616,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Innstillingens forslag til vedtak.","2011-11-29 14:54:14"
49351,"1.0",-1,-1,-1,-1,1,2,"false","",24,"false","PKF","true",1618,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Innstillingens forslag til vedtak.","2011-11-29 14:54:56"
51436,"1.0",-1,-1,-1,-1,1,4,"false","",24,"false","PKF","true",1619,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","romertallene I, II og III.","2011-11-29 14:55:10"
51455,"1.0",-1,-1,-1,-1,1,5,"false","",24,"false","PKF","true",1620,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Innstillingens forslag til vedtak","2011-11-29 14:55:29"
50166,"1.0",1622,23,64,82,1,6,"false","",24,"true","PKF","false",1621,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 fra FrP","2011-11-29 14:56:14"
50166,"1.0",1621,82,64,23,1,6,"false","",24,"true","PKF","true",1622,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 fra FrP","2011-11-29 14:56:14"
50024,"1.0",1624,43,64,62,1,7,"false","",24,"true","PKF","false",1623,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 fra FrP og H","2011-11-29 14:56:56"
50024,"1.0",1623,62,64,43,1,7,"false","",24,"true","PKF","true",1624,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 fra FrP og H","2011-11-29 14:56:56"
51387,"1.0",-1,-1,-1,-1,1,1,"false","",26,"false","DTA","true",1625,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Rammeområde 14 med romertall I og II.","2011-12-01 17:17:40"
50483,"1.0",-1,-1,-1,-1,1,3,"false","",26,"false","DTA","true",1626,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Endringar i offentleglova, romertall I og II","2011-12-01 17:17:51"
50483,"1.0",-1,-1,-1,-1,1,3,"false","",26,"false","DTA","true",1627,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Lovens overskrift og loven i sin helhet.","2011-12-01 17:17:58"
50942,"1.0",-1,-1,-1,-1,1,4,"false","",26,"false","DTA","true",1628,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Kapittel 1 til og med 9","2011-12-01 17:18:13"
50942,"1.0",-1,-1,-1,-1,1,4,"false","",26,"false","DTA","true",1629,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Lovens overskrift og loven i sin helhet.","2011-12-01 17:18:21"
50941,"1.0",-1,-1,-1,-1,1,5,"false","",26,"false","DTA","true",1630,"ikke_spesifisert","enstemmig_vedtatt","Enstemmig vedtatt","Innstillingens forslag til vedtak.","2011-12-01 17:18:40"
50327,"1.0",1632,24,68,77,1,6,"false","",26,"true","DTA","false",1631,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 fra FrP","2011-12-01 17:19:28"
50327,"1.0",1631,77,68,24,1,6,"false","",26,"true","DTA","true",1632,"ikke_spesifisert","ikke_spesifisert","","Det voteres alternativt mellom innstillingen  og forslag nr..1 fra FrP","2011-12-01 17:19:28"
50878,"1.0",-1,20,69,80,1,7,"false","",26,"true","DTA","false",1634,"ikke_spesifisert","ikke_spesifisert","","Forslag nr. 4 og 5 på vegne av H.","2011-12-01 17:20:11"
