id,votering_id,"versjon","vedtak_kode","vedtak_kommentar",vedtak_nummer,"vedtak_referanse","vedtak_tekst"
1,1467,"1.0","Vedlegges protokollen.","",1,"","<FONT SIZE=2>
<div class=WordSection1>
<p class=MsoNormal>Hans Majestet Kongens tale til det 156. storting ved dets
åpning og melding om Noregs rikes tilstand og styring - vedlegges protokollen.<BR>
</div>
</FONT>
"
2,1468,"1.0","Andre vedtak","",2,"(Komiteens tilråding I. )","<p>I Stortingets forretningsorden skal § 30 fjerde ledd
lyde:</p><p>Når det under behandlingen av et lovforslag blir fremmet et forslag
som inneholder en anmodning til regjeringen, <i>skal
forslaget som hovedregel behandles sammen med lovforslaget ved første gangs
behandling av dette. Slike anmodningsforslag som forutsetter et
bestemt resultat av behandlingen av lovforslaget, skal likevel føres</i> opp
på dagsordenen som egen sak til behandling etter at Stortinget har
avsluttet behandlingen av lovforslaget.</p>"
3,1468,"1.0","Andre vedtak","",3,"(Komiteens tilråding II. )","<p>Endringene trer i kraft straks. </p>"
4,1469,"1.0","Andre vedtak","",4,"(Komiteens tilråding A. )","<p>Forslaget til statsbudsjettet medregnet folketrygden
for terminen 1. januar–31. desember 2012 (Prop. 1 S (2011–2012))
fordeles til stortingskomiteene slik:<table class=\"innst-table\"><tbody><tr><td class=\"innst-cell\"><p>ARBEIDS- OG SOSIALKOMITEEN</p><p>Rammeområde 7</p><p>(Arbeid og sosial)</p><p>I</p></td></tr><tr><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p><i>Utgifter</i></p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p><i>Inntekter</i></p></td></tr><tr><td class=\"innst-cell\"><p>Kap.</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p>Kap.</p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>600</p></td><td class=\"innst-cell\"><p>Arbeidsdepartementet</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>601</p></td><td class=\"innst-cell\"><p>Utredningsvirksomhet, forskning m.m.</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>604</p></td><td class=\"innst-cell\"><p>Utviklingstiltak i arbeids- og velferds-forvaltningen</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>605</p></td><td class=\"innst-cell\"><p>Arbeids- og velferdsetaten</p></td><td class=\"innst-cell\"><p>3605</p></td><td class=\"innst-cell\"><p>Arbeids- og velferdsetaten</p></td></tr><tr><td class=\"innst-cell\"><p>606</p></td><td class=\"innst-cell\"><p>Trygderetten</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>611</p></td><td class=\"innst-cell\"><p>Pensjoner av statskassen</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>612</p></td><td class=\"innst-cell\"><p>Tilskudd til Statens pensjonskasse</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>613</p></td><td class=\"innst-cell\"><p>Arbeidsgiveravgift til folketrygden</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>614</p></td><td class=\"innst-cell\"><p>Boliglånsordningen i Statens pensjonskasse</p></td><td class=\"innst-cell\"><p>3614</p></td><td class=\"innst-cell\"><p>Boliglånsordningen i Statens pensjonskasse</p></td></tr><tr><td class=\"innst-cell\"><p>615</p></td><td class=\"innst-cell\"><p>Yrkesskadeforsikring</p></td><td class=\"innst-cell\"><p>3615</p></td><td class=\"innst-cell\"><p>Yrkesskadeforsikring</p></td></tr><tr><td class=\"innst-cell\"><p>616</p></td><td class=\"innst-cell\"><p>Gruppelivsforsikring</p></td><td class=\"innst-cell\"><p>3616</p></td><td class=\"innst-cell\"><p>Gruppelivsforsikring</p></td></tr><tr><td class=\"innst-cell\"><p>621</p></td><td class=\"innst-cell\"><p>Tilskudd til sosiale tjenester og sosial 
inkludering</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>634</p></td><td class=\"innst-cell\"><p>Arbeidsmarkedstiltak</p></td><td class=\"innst-cell\"><p>3634</p></td><td class=\"innst-cell\"><p>Arbeidsmarkedstiltak</p></td></tr><tr><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p>3635</p></td><td class=\"innst-cell\"><p>Ventelønn mv.</p></td></tr><tr><td class=\"innst-cell\"><p>635</p></td><td class=\"innst-cell\"><p>Ventelønn</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>640</p></td><td class=\"innst-cell\"><p>Arbeidstilsynet</p></td><td class=\"innst-cell\"><p>3640</p></td><td class=\"innst-cell\"><p>Arbeidstilsynet</p></td></tr><tr><td class=\"innst-cell\"><p>642</p></td><td class=\"innst-cell\"><p>Petroleumstilsynet</p></td><td class=\"innst-cell\"><p>3642</p></td><td class=\"innst-cell\"><p>Petroleumstilsynet</p></td></tr><tr><td class=\"innst-cell\"><p>643</p></td><td class=\"innst-cell\"><p>Statens arbeidsmiljøinstitutt</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>646</p></td><td class=\"innst-cell\"><p>Pionerdykkere i Nordsjøen</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>648</p></td><td class=\"innst-cell\"><p>Arbeidsretten, Riksmeklingsmannen m.m.</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>649</p></td><td class=\"innst-cell\"><p>Treparts bransjeprogrammer</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>660</p></td><td class=\"innst-cell\"><p>Krigspensjon</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>664</p></td><td class=\"innst-cell\"><p>Pensjonstrygden for sjømenn</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>666</p></td><td class=\"innst-cell\"><p>Avtalefestet pensjon (AFP)</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>667</p></td><td class=\"innst-cell\"><p>Supplerende stønad til personer over 67 år</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>847</p></td><td class=\"innst-cell\"><p>Tiltak for personer med nedsatt funksjonsevne</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>2470</p></td><td class=\"innst-cell\"><p>Statens pensjonskasse</p></td><td class=\"innst-cell\"><p>5470</p></td><td class=\"innst-cell\"><p>Statens pensjonskasse</p></td></tr><tr><td class=\"innst-cell\"><p>2540</p></td><td class=\"innst-cell\"><p>Stønad under arbeidsledighet til fiskere og fangstmenn</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>2541</p></td><td class=\"innst-cell\"><p>Dagpenger</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>2542</p></td><td class=\"innst-cell\"><p>Statsgaranti for lønnskrav ved konkurs mv.</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p>5607</p></td><td class=\"innst-cell\"><p>Renter av boliglånsordningen i Statens 
pensjonskasse</p></td></tr><tr><td class=\"innst-cell\"><p>2620</p></td><td class=\"innst-cell\"><p>Stønad til enslig mor eller far</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>2650</p></td><td class=\"innst-cell\"><p>Sykepenger</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>2651</p></td><td class=\"innst-cell\"><p>Arbeidsavklaringspenger</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>2655</p></td><td class=\"innst-cell\"><p>Uførhet</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>2661</p></td><td class=\"innst-cell\"><p>Grunn- og hjelpestønad, hjelpemidler mv.</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>2670</p></td><td class=\"innst-cell\"><p>Alderdom</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>2680</p></td><td class=\"innst-cell\"><p>Etterlatte</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>2686</p></td><td class=\"innst-cell\"><p>Gravferdsstønad</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>2690</p></td><td class=\"innst-cell\"><p>Diverse utgifter</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p>5701</p></td><td class=\"innst-cell\"><p>Diverse inntekter</p></td></tr><tr><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p>5704</p></td><td class=\"innst-cell\"><p>Statsgaranti for lønnskrav ved konkurs</p></td></tr><tr><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p>5705</p></td><td class=\"innst-cell\"><p>Refusjon av dagpenger</p></td></tr><tr><td class=\"innst-cell\"><p>Øvrige romertall</p></td></tr><tr><td class=\"innst-cell\"><p><i>Arbeidsdepartementet</i></p></td></tr><tr><td class=\"innst-cell\"><p>II.</p></td><td class=\"innst-cell\"><p>Merinntektsfullmakter</p></td></tr><tr><td class=\"innst-cell\"><p>III.</p></td><td class=\"innst-cell\"><p>Omdisponeringsfullmakter</p></td></tr><tr><td class=\"innst-cell\"><p>IV.</p></td><td class=\"innst-cell\"><p>Fullmakt til overskridelse</p></td></tr><tr><td class=\"innst-cell\"><p>V.</p></td><td class=\"innst-cell\"><p>Tilsagnsfullmakter</p></td></tr><tr><td class=\"innst-cell\"><p>VI.</p></td><td class=\"innst-cell\"><p>Fullmakt til å ettergi rente- og avdragsfrie lån</p></td></tr><tr><td class=\"innst-cell\"><p>VII.</p></td><td class=\"innst-cell\"><p>Fullmakt til nettobudsjettering</p></td></tr><tr><td class=\"innst-cell\"><p><i>Folketrygden</i></p></td></tr><tr><td class=\"innst-cell\"><p>II.</p></td><td class=\"innst-cell\"><p>Folketrygdytelser</p></td></tr><tr><td class=\"innst-cell\"><p>ENERGI- OG MILJØKOMITEEN</p><p>Rammeområde 12</p><p>(Olje
og energi)</p><p>I</p></td></tr><tr><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p><i>Utgifter</i></p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p><i>Inntekter</i></p></td></tr><tr><td class=\"innst-cell\"><p>Kap.</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p>Kap.</p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>1800</p></td><td class=\"innst-cell\"><p>Olje- og energidepartementet</p></td><td class=\"innst-cell\"><p>4800</p></td><td class=\"innst-cell\"><p>Olje- og energidepartementet</p></td></tr><tr><td class=\"innst-cell\"><p>1810</p></td><td class=\"innst-cell\"><p>Oljedirektoratet</p></td><td class=\"innst-cell\"><p>4810</p></td><td class=\"innst-cell\"><p>Oljedirektoratet</p></td></tr><tr><td class=\"innst-cell\"><p>1820</p></td><td class=\"innst-cell\"><p>Norges vassdrags- og energidirektorat</p></td><td class=\"innst-cell\"><p>4820</p></td><td class=\"innst-cell\"><p>Norges vassdrags- og energidirektorat</p></td></tr><tr><td class=\"innst-cell\"><p>1825</p></td><td class=\"innst-cell\"><p>Omlegging av energibruk og energi--
produksjon</p></td><td class=\"innst-cell\"><p>4825</p></td><td class=\"innst-cell\"><p>Omlegging av energibruk og energi-produksjon</p></td></tr><tr><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p>4829</p></td><td class=\"innst-cell\"><p>Konsesjonsavgiftsfondet</p></td></tr><tr><td class=\"innst-cell\"><p>1830</p></td><td class=\"innst-cell\"><p>Forskning</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>1832</p></td><td class=\"innst-cell\"><p>Internasjonalisering</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>1833</p></td><td class=\"innst-cell\"><p>CO2-håndtering</p></td><td class=\"innst-cell\"><p>4833</p></td><td class=\"innst-cell\"><p>CO2-håndtering</p></td></tr><tr><td class=\"innst-cell\"><p>1870</p></td><td class=\"innst-cell\"><p>Petoro AS</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>2440</p></td><td class=\"innst-cell\"><p>Statens direkte økonomiske engasjement i petroleumsvirksomheten</p></td><td class=\"innst-cell\"><p>5440</p></td><td class=\"innst-cell\"><p>Statens direkte økonomiske engasjement i petroleumsvirksomheten</p></td></tr><tr><td class=\"innst-cell\"><p>2442</p></td><td class=\"innst-cell\"><p>Disponering av innretninger på kontinental-sokkelen</p></td><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p></p></td></tr><tr><td class=\"innst-cell\"><p>2490</p></td><td class=\"innst-cell\"><p>NVE Anlegg</p></td><td class=\"innst-cell\"><p>5490</p></td><td class=\"innst-cell\"><p>NVE Anlegg</p></td></tr><tr><td class=\"innst-cell\"><p>Øvrige romertall</p></td></tr><tr><td class=\"innst-cell\"><p><i>Olje- og energidepartementet</i></p></td></tr><tr><td class=\"innst-cell\"><p>II.</p></td><td class=\"innst-cell\"><p>Merinntektsfullmakter</p></td></tr><tr><td class=\"innst-cell\"><p>III.</p></td><td class=\"innst-cell\"><p>Fullmakt til overskridelse</p></td></tr><tr><td class=\"innst-cell\"><p>IV.</p></td><td class=\"innst-cell\"><p>Fullmakt til overskridelse</p></td></tr><tr><td class=\"innst-cell\"><p>V.</p></td><td class=\"innst-cell\"><p>Fullmakt til å utgiftsføre uten bevilgning</p></td></tr><tr><td class=\"innst-cell\"><p></p></td><td class=\"innst-cell\"><p>Nr. 1</p></td></tr><tr><td class=\"innst-cell\"><p>VI.</p></td><td class=\"innst-cell\"><p>Tilsagnsfullmakter</p></td></tr><tr><td class=\"innst-cell\"><p>VII.</p></td><td class=\"innst-cell\"><p>Fullmakt til å inngå forpliktelser ut over gitt bevilgning</p></td></tr><tr><td class=\"innst-cell\"><p>VIII.</p></td><td class=\"innst-cell\"><p>Garantifullmakt</p></td></tr><tr><td class=\"innst-cell\"><p>IX.</p></td><td class=\"innst-cell\"><p>Forpliktelser under avsetningsinstruksen og øvrige driftsrelaterte
forpliktelser</p></td></tr><tr><td class=\"innst-cell\"><p>X.</p></td><td class=\"innst-cell\"><p>Utbyggingsrelaterte forpliktelser</p></td></tr><tr><td class=\"innst-cell\"><p>XI.</p></td><td class=\"innst-cell\"><p>Forpliktelser før plan for utbygging og drift og for anlegg
og drift er behandlet</p></td></tr><tr><td class=\"innst-cell\"><p>XII.</p></td><td class=\"innst-cell\"><p>Forpliktelser knyttet til petroleumsvirksomhet på islandsk
